ФИО автора,название,год издания,количество страниц
Шолохов Михаил Александрович,Крестьянские дети,1682,1296
Гоголь Николай Васильевич,Война и мир,1421,947
Некрасов Виктор Платонович,Медный всадник,1220,1982
Тургенев Иван Сергеевич,Антоновские яблоки,1798,1137
Гоголь Николай Васильевич,Железная дорога,1729,510
Пушкин Александр Сергеевич,Хамелеон,1818,270
Толстой Алексей Николаевич,Мастер и Маргарита,1425,1315
Некрасов Николай Алексеевич,Рядовой Лютиков,1543,1689
Пушкин Александр Сергеевич,Железная дорога,1128,1392
Бунин Иван Алексеевич,Белые ночи,1672,1984
Пушкин Александр Сергеевич,Братья Карамазовы,1435,579
Бунин Иван Алексеевич,Детство,1574,321
Булгаков Михаил Афанасьевич,Ася,1408,18
Гоголь Николай Васильевич,Ионыч,1274,126
Толстой Лев Николаевич,Листопад,1487,53
Чехов Антон Павлович,Ионыч,1922,230
Толстой Лев Николаевич,Детство,1150,553
Гоголь Николай Васильевич,Медный всадник,1747,212
Шолохов Михаил Александрович,Записки охотника,1268,696
Шолохов Михаил Александрович,Вишнёвый сад,1782,37
Толстой Алексей Николаевич,Маленькая печальная повесть,1985,220
Некрасов Николай Алексеевич,Морфий,1829,161
Шолохов Михаил Александрович,Маленькая печальная повесть,1572,1768
Чехов Антон Павлович,Судьба человека,1660,1830
Некрасов Николай Алексеевич,Война и мир,1638,1022
Тургенев Иван Сергеевич,Тихий Дон,1650,1984
Тургенев Иван Сергеевич,Дом с мезонином,1704,593
Толстой Лев Николаевич,Первая любовь,1338,70
Некрасов Виктор Платонович,Идиот,1214,1514
Чехов Антон Павлович,Война и мир,1102,1247
Пушкин Александр Сергеевич,Бесы,1849,984
Тургенев Иван Сергеевич,Вишнёвый сад,1393,1047
Некрасов Виктор Платонович,Судьба человека,1463,574
Достоевский Фёдор Михайлович,Хождение по мукам,1268,700
Булгаков Михаил Афанасьевич,Медный всадник,2020,669
Толстой Лев Николаевич,Белые ночи,1702,709
Толстой Лев Николаевич,Евгений Онегин,1630,933
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1799,1990
Булгаков Михаил Афанасьевич,Евгений Онегин,2013,750
Толстой Лев Николаевич,Маленькая печальная повесть,1190,289
Некрасов Виктор Платонович,Первая любовь,1332,735
Чехов Антон Павлович,Тарас Бульба,1876,1634
Некрасов Виктор Платонович,Дама с собачкой,1511,745
Бунин Иван Алексеевич,Ионыч,1424,364
Булгаков Михаил Афанасьевич,Евгений Онегин,1164,65
Некрасов Виктор Платонович,Мастер и Маргарита,1859,1097
Чехов Антон Павлович,Аэлита,2023,1999
Пушкин Александр Сергеевич,Русские женщины,1722,240
Некрасов Виктор Платонович,Евгений Онегин,1125,1598
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1802,615
Некрасов Николай Алексеевич,Рядовой Лютиков,1587,1918
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1374,1621
Чехов Антон Павлович,В окопах Сталинграда,1708,1820
Бунин Иван Алексеевич,Морфий,1398,1807
Достоевский Фёдор Михайлович,Братья Карамазовы,1558,780
Некрасов Виктор Платонович,Записки охотника,1184,1161
Толстой Алексей Николаевич,Дама с собачкой,1664,230
Бунин Иван Алексеевич,Дом с мезонином,1947,491
Толстой Алексей Николаевич,Лёгкое дыхание,1545,347
Некрасов Николай Алексеевич,Евгений Онегин,1664,734
Гоголь Николай Васильевич,Детство,1440,388
Шолохов Михаил Александрович,Записки охотника,1350,1229
Толстой Алексей Николаевич,Тихий Дон,1406,1851
Гоголь Николай Васильевич,Медный всадник,2008,94
Толстой Лев Николаевич,Собачье сердце,1983,1974
Толстой Алексей Николаевич,Ионыч,1535,1272
Некрасов Виктор Платонович,Хамелеон,1962,1745
Гоголь Николай Васильевич,Мастер и Маргарита,1415,318
Достоевский Фёдор Михайлович,Бесы,2019,1102
Шолохов Михаил Александрович,Хождение по мукам,1780,1889
Толстой Алексей Николаевич,Первая любовь,1602,887
Булгаков Михаил Афанасьевич,Белые ночи,1387,1578
Толстой Лев Николаевич,Белые ночи,1221,1350
Достоевский Фёдор Михайлович,Записки охотника,1392,1325
Бунин Иван Алексеевич,Вий,1690,1318
Тургенев Иван Сергеевич,Идиот,1339,1225
Достоевский Фёдор Михайлович,Анна Каренина,1997,1204
Толстой Алексей Николаевич,Записки охотника,1783,1502
Тургенев Иван Сергеевич,Крестьянские дети,2008,996
Достоевский Фёдор Михайлович,Война и мир,1213,58
Бунин Иван Алексеевич,Бесы,1479,708
Булгаков Михаил Афанасьевич,Русские женщины,1430,1678
Пушкин Александр Сергеевич,Мастер и Маргарита,1717,1745
Толстой Лев Николаевич,Лёгкое дыхание,1677,146
Достоевский Фёдор Михайлович,Дом с мезонином,1370,463
Пушкин Александр Сергеевич,Ася,1170,44
Бунин Иван Алексеевич,Мертвые души,1321,518
Шолохов Михаил Александрович,Братья Карамазовы,1900,503
Пушкин Александр Сергеевич,Тарас Бульба,1598,1378
Некрасов Виктор Платонович,Евгений Онегин,1758,1792
Шолохов Михаил Александрович,Белая гвардия,1737,384
Чехов Антон Павлович,Пётр Первый,1854,1855
Пушкин Александр Сергеевич,Собачье сердце,1573,702
Бунин Иван Алексеевич,Вий,1163,427
Толстой Лев Николаевич,Аэлита,1556,1179
Шолохов Михаил Александрович,Лёгкое дыхание,1309,16
Некрасов Николай Алексеевич,Антоновские яблоки,1562,184
Шолохов Михаил Александрович,Вишнёвый сад,1600,514
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1980,1633
Толстой Лев Николаевич,Евгений Онегин,1695,1722
Достоевский Фёдор Михайлович,Митина любовь,1655,95
Шолохов Михаил Александрович,Морфий,1133,1883
Гоголь Николай Васильевич,Русские женщины,1848,1304
Тургенев Иван Сергеевич,Собачье сердце,1422,797
Некрасов Николай Алексеевич,Антоновские яблоки,1464,1211
Гоголь Николай Васильевич,Дама с собачкой,1365,1881
Тургенев Иван Сергеевич,Железная дорога,1494,984
Чехов Антон Павлович,Братья Карамазовы,1495,1987
Булгаков Михаил Афанасьевич,Ася,2012,693
Шолохов Михаил Александрович,Первая любовь,1996,517
Пушкин Александр Сергеевич,Медный всадник,1939,1745
Толстой Лев Николаевич,Ревизор,1823,1541
Некрасов Николай Алексеевич,Вий,1325,1522
Бунин Иван Алексеевич,Детство,1762,1426
Некрасов Николай Алексеевич,Белые ночи,1214,1562
Тургенев Иван Сергеевич,Идиот,1413,119
Достоевский Фёдор Михайлович,Аэлита,1829,941
Пушкин Александр Сергеевич,Донские рассказы,1254,1246
Гоголь Николай Васильевич,Хамелеон,1750,1227
Толстой Алексей Николаевич,Евгений Онегин,1917,1785
Толстой Алексей Николаевич,Русские женщины,1399,627
Толстой Лев Николаевич,Русские женщины,1492,904
Чехов Антон Павлович,Шинель,1966,97
Некрасов Виктор Платонович,Дама с собачкой,1715,1820
Толстой Лев Николаевич,Записки охотника,1611,1073
Гоголь Николай Васильевич,Тарас Бульба,1881,992
Некрасов Виктор Платонович,Бесы,1686,672
Бунин Иван Алексеевич,Тихий Дон,1765,1684
Толстой Алексей Николаевич,Аэлита,1199,1982
Шолохов Михаил Александрович,Аэлита,1965,68
Бунин Иван Алексеевич,Собачье сердце,1433,67
Толстой Лев Николаевич,Записки охотника,1895,148
Достоевский Фёдор Михайлович,Воскресение,1142,400
Чехов Антон Павлович,Тихий Дон,1494,1854
Достоевский Фёдор Михайлович,Анна Каренина,1403,1195
Бунин Иван Алексеевич,Митина любовь,1433,653
Гоголь Николай Васильевич,Белая гвардия,1348,1089
Бунин Иван Алексеевич,Судьба человека,1219,265
Чехов Антон Павлович,Записки охотника,1742,18
Пушкин Александр Сергеевич,Вишнёвый сад,1977,1454
Булгаков Михаил Афанасьевич,Детство,1984,1681
Булгаков Михаил Афанасьевич,Отцы и дети,1556,669
Бунин Иван Алексеевич,Вишнёвый сад,1146,1672
Шолохов Михаил Александрович,В окопах Сталинграда,1571,365
Пушкин Александр Сергеевич,Записки охотника,1662,681
Тургенев Иван Сергеевич,Детство,1895,1283
Бунин Иван Алексеевич,Хождение по мукам,1536,835
Некрасов Николай Алексеевич,Тарас Бульба,1589,1399
Булгаков Михаил Афанасьевич,Дама с собачкой,1853,1493
Некрасов Виктор Платонович,Тёмные аллеи,1214,31
Чехов Антон Павлович,Детство,1294,1593
Толстой Алексей Николаевич,Детство,1348,440
Чехов Антон Павлович,Идиот,1241,753
Тургенев Иван Сергеевич,Анна Каренина,1826,1103
Некрасов Николай Алексеевич,Железная дорога,1250,750
Шолохов Михаил Александрович,Отцы и дети,1413,241
Пушкин Александр Сергеевич,Записки охотника,1656,609
Толстой Алексей Николаевич,Крестьянские дети,1373,1355
Шолохов Михаил Александрович,Хамелеон,1709,216
Некрасов Виктор Платонович,Воскресение,1389,1966
Некрасов Виктор Платонович,Хамелеон,1889,1159
Достоевский Фёдор Михайлович,Дама с собачкой,1732,715
Достоевский Фёдор Михайлович,Судьба человека,1895,554
Пушкин Александр Сергеевич,Пётр Первый,1407,1000
Чехов Антон Павлович,Пётр Первый,1963,17
Некрасов Виктор Платонович,Воскресение,1886,1989
Чехов Антон Павлович,Мастер и Маргарита,1959,578
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1693,504
Толстой Лев Николаевич,Крестьянские дети,1156,447
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1554,638
Шолохов Михаил Александрович,Мастер и Маргарита,1861,11
Некрасов Николай Алексеевич,Война и мир,1976,1318
Некрасов Виктор Платонович,Морфий,1366,1709
Тургенев Иван Сергеевич,Ревизор,1541,1604
Бунин Иван Алексеевич,Хамелеон,1509,797
Некрасов Николай Алексеевич,Записки охотника,1848,1046
Булгаков Михаил Афанасьевич,Евгений Онегин,1561,197
Достоевский Фёдор Михайлович,Война и мир,1629,1687
Булгаков Михаил Афанасьевич,Записки охотника,1684,559
Толстой Алексей Николаевич,Белые ночи,1205,1223
Толстой Лев Николаевич,Рядовой Лютиков,1768,1681
Пушкин Александр Сергеевич,Тёмные аллеи,1781,1385
Толстой Алексей Николаевич,Шинель,1549,820
Чехов Антон Павлович,Отцы и дети,1291,182
Чехов Антон Павлович,Тёмные аллеи,1233,223
Некрасов Виктор Платонович,Ася,1923,1691
Чехов Антон Павлович,Антоновские яблоки,1594,334
Бунин Иван Алексеевич,Пётр Первый,1341,85
Некрасов Николай Алексеевич,Тёмные аллеи,1828,486
Толстой Лев Николаевич,Хождение по мукам,1858,1911
Пушкин Александр Сергеевич,Братья Карамазовы,1364,1098
Некрасов Николай Алексеевич,Антоновские яблоки,1440,1748
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1855,1526
Шолохов Михаил Александрович,Ревизор,1134,291
Чехов Антон Павлович,Ася,1473,1894
Гоголь Николай Васильевич,Маленькая печальная повесть,1425,1319
Булгаков Михаил Афанасьевич,Отцы и дети,1120,1449
Толстой Алексей Николаевич,Аэлита,1115,376
Толстой Алексей Николаевич,Мастер и Маргарита,1281,1253
Некрасов Виктор Платонович,Идиот,2021,210
Шолохов Михаил Александрович,Ионыч,1839,1725
Достоевский Фёдор Михайлович,Тарас Бульба,1935,1207
Некрасов Николай Алексеевич,Отцы и дети,1691,1872
Тургенев Иван Сергеевич,Дама с собачкой,1842,1535
Булгаков Михаил Афанасьевич,Собачье сердце,1155,1135
Гоголь Николай Васильевич,Шинель,1823,387
Достоевский Фёдор Михайлович,Судьба человека,1108,661
Тургенев Иван Сергеевич,Отцы и дети,1543,1426
Шолохов Михаил Александрович,Митина любовь,1556,1250
Некрасов Николай Алексеевич,Крестьянские дети,1673,1251
Пушкин Александр Сергеевич,Детство,1903,920
Бунин Иван Алексеевич,В окопах Сталинграда,1451,1613
Бунин Иван Алексеевич,Братья Карамазовы,1172,1622
Шолохов Михаил Александрович,Лёгкое дыхание,1262,1965
Бунин Иван Алексеевич,Ионыч,1980,1667
Толстой Алексей Николаевич,Братья Карамазовы,1269,1164
Пушкин Александр Сергеевич,Судьба человека,1617,88
Булгаков Михаил Афанасьевич,Аэлита,1333,1467
Пушкин Александр Сергеевич,Бесы,1361,221
Толстой Алексей Николаевич,Ионыч,1362,1234
Толстой Алексей Николаевич,Маленькая печальная повесть,1689,1965
Гоголь Николай Васильевич,Хождение по мукам,1278,635
Чехов Антон Павлович,Хамелеон,1685,1638
Гоголь Николай Васильевич,Рядовой Лютиков,1332,510
Шолохов Михаил Александрович,Рядовой Лютиков,1210,1723
Булгаков Михаил Афанасьевич,Воскресение,1864,198
Булгаков Михаил Афанасьевич,Ионыч,1357,463
Некрасов Виктор Платонович,Крестьянские дети,1433,33
Толстой Алексей Николаевич,В окопах Сталинграда,1595,902
Гоголь Николай Васильевич,Маленькая печальная повесть,1546,454
Пушкин Александр Сергеевич,Листопад,1278,83
Тургенев Иван Сергеевич,Мертвые души,1983,1290
Тургенев Иван Сергеевич,Антоновские яблоки,1221,842
Толстой Лев Николаевич,Отцы и дети,1307,1091
Бунин Иван Алексеевич,Воскресение,1976,1185
Чехов Антон Павлович,Собачье сердце,1116,1226
Достоевский Фёдор Михайлович,Мертвые души,1425,1257
Шолохов Михаил Александрович,Маленькая печальная повесть,1509,1363
Чехов Антон Павлович,Хамелеон,1792,837
Пушкин Александр Сергеевич,Русские женщины,1462,1282
Шолохов Михаил Александрович,Собачье сердце,1564,1229
Некрасов Николай Алексеевич,Крестьянские дети,1697,1183
Бунин Иван Алексеевич,Лёгкое дыхание,1608,1425
Чехов Антон Павлович,Белые ночи,1553,603
Бунин Иван Алексеевич,Война и мир,1759,1439
Шолохов Михаил Александрович,Русские женщины,1631,797
Толстой Лев Николаевич,Хамелеон,1271,1252
Тургенев Иван Сергеевич,Тихий Дон,1610,1041
Толстой Лев Николаевич,Медный всадник,1755,1933
Бунин Иван Алексеевич,Хождение по мукам,1557,27
Гоголь Николай Васильевич,Вий,1460,768
Булгаков Михаил Афанасьевич,Митина любовь,1952,272
Шолохов Михаил Александрович,Дом с мезонином,1585,1311
Некрасов Виктор Платонович,Хождение по мукам,1385,1240
Гоголь Николай Васильевич,Русские женщины,1340,1404
Пушкин Александр Сергеевич,Крестьянские дети,1478,1104
Тургенев Иван Сергеевич,Медный всадник,1475,1121
Чехов Антон Павлович,Тарас Бульба,1786,1529
Достоевский Фёдор Михайлович,Тарас Бульба,1630,1468
Толстой Алексей Николаевич,Дама с собачкой,1336,1941
Некрасов Виктор Платонович,Медный всадник,1792,1517
Шолохов Михаил Александрович,Евгений Онегин,1702,174
Бунин Иван Алексеевич,Вишнёвый сад,1179,1213
Пушкин Александр Сергеевич,Братья Карамазовы,1660,851
Некрасов Виктор Платонович,Вий,1610,1038
Пушкин Александр Сергеевич,Тёмные аллеи,1251,760
Толстой Алексей Николаевич,Русские женщины,1271,863
Некрасов Николай Алексеевич,Первая любовь,1152,1876
Чехов Антон Павлович,Пётр Первый,1415,1702
Булгаков Михаил Афанасьевич,Судьба человека,1369,690
Пушкин Александр Сергеевич,Медный всадник,1409,1340
Некрасов Виктор Платонович,Ревизор,1318,1333
Бунин Иван Алексеевич,Морфий,1788,504
Пушкин Александр Сергеевич,Евгений Онегин,1745,647
Тургенев Иван Сергеевич,Анна Каренина,1489,343
Булгаков Михаил Афанасьевич,Анна Каренина,1318,11
Тургенев Иван Сергеевич,Листопад,1425,359
Гоголь Николай Васильевич,Крестьянские дети,1128,1580
Толстой Алексей Николаевич,Морфий,1946,1122
Достоевский Фёдор Михайлович,Антоновские яблоки,1150,761
Шолохов Михаил Александрович,Тёмные аллеи,1268,579
Пушкин Александр Сергеевич,Анна Каренина,1737,441
Булгаков Михаил Афанасьевич,Русские женщины,1922,21
Толстой Лев Николаевич,Маленькая печальная повесть,1170,628
Чехов Антон Павлович,Пётр Первый,1981,1042
Чехов Антон Павлович,Братья Карамазовы,1981,1918
Тургенев Иван Сергеевич,Шинель,1388,1734
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1313,1029
Толстой Лев Николаевич,Дама с собачкой,1118,603
Гоголь Николай Васильевич,Шинель,1283,880
Достоевский Фёдор Михайлович,Война и мир,1907,984
Тургенев Иван Сергеевич,Медный всадник,1294,1251
Некрасов Виктор Платонович,Отцы и дети,1959,983
Достоевский Фёдор Михайлович,Белая гвардия,1464,900
Тургенев Иван Сергеевич,Детство,1700,113
Гоголь Николай Васильевич,Ионыч,1291,252
Некрасов Виктор Платонович,Воскресение,1108,1148
Чехов Антон Павлович,Анна Каренина,1930,560
Достоевский Фёдор Михайлович,Медный всадник,1177,1382
Некрасов Виктор Платонович,Отцы и дети,1595,1823
Пушкин Александр Сергеевич,Медный всадник,1992,305
Бунин Иван Алексеевич,Вий,1143,143
Шолохов Михаил Александрович,Идиот,1908,1051
Толстой Лев Николаевич,Бесы,1467,1929
Гоголь Николай Васильевич,Аэлита,1811,866
Достоевский Фёдор Михайлович,Ася,1305,1803
Некрасов Николай Алексеевич,В окопах Сталинграда,1305,1550
Пушкин Александр Сергеевич,В окопах Сталинграда,1848,178
Булгаков Михаил Афанасьевич,Преступление и наказание,1527,1584
Гоголь Николай Васильевич,Собачье сердце,1901,1743
Бунин Иван Алексеевич,Донские рассказы,1552,1897
Бунин Иван Алексеевич,Донские рассказы,1982,300
Гоголь Николай Васильевич,Ревизор,1741,780
Булгаков Михаил Афанасьевич,Первая любовь,1328,204
Толстой Лев Николаевич,Тихий Дон,1535,976
Толстой Лев Николаевич,Кому на Руси жить хорошо,1763,715
Толстой Алексей Николаевич,Мертвые души,1134,1240
Тургенев Иван Сергеевич,Пётр Первый,1717,1181
Достоевский Фёдор Михайлович,Аэлита,1856,1200
Шолохов Михаил Александрович,Листопад,1294,913
Бунин Иван Алексеевич,Братья Карамазовы,1791,1717
Некрасов Николай Алексеевич,Русские женщины,1476,1894
Гоголь Николай Васильевич,Дом с мезонином,1357,1828
Бунин Иван Алексеевич,В окопах Сталинграда,1401,1773
Толстой Алексей Николаевич,Антоновские яблоки,1390,497
Гоголь Николай Васильевич,Вишнёвый сад,1307,1322
Гоголь Николай Васильевич,Пётр Первый,1112,1527
Толстой Алексей Николаевич,Дом с мезонином,1368,836
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1519,229
Бунин Иван Алексеевич,Хождение по мукам,1629,1875
Некрасов Виктор Платонович,Преступление и наказание,1417,123
Бунин Иван Алексеевич,Пётр Первый,1979,1443
Толстой Лев Николаевич,Бесы,1253,673
Достоевский Фёдор Михайлович,Донские рассказы,1545,1676
Бунин Иван Алексеевич,Пётр Первый,1571,914
Булгаков Михаил Афанасьевич,Вишнёвый сад,1637,1197
Некрасов Виктор Платонович,Ревизор,1391,1643
Гоголь Николай Васильевич,Лёгкое дыхание,1178,1846
Толстой Лев Николаевич,Листопад,1784,666
Некрасов Николай Алексеевич,Бесы,1675,1700
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1197,290
Толстой Алексей Николаевич,Первая любовь,1594,1535
Гоголь Николай Васильевич,Преступление и наказание,1848,106
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1903,58
Толстой Лев Николаевич,Аэлита,1745,362
Толстой Лев Николаевич,Маленькая печальная повесть,1873,523
Толстой Лев Николаевич,Идиот,1792,1631
Шолохов Михаил Александрович,Белые ночи,1714,232
Толстой Алексей Николаевич,Белая гвардия,1879,1344
Бунин Иван Алексеевич,Ася,1521,836
Достоевский Фёдор Михайлович,Хамелеон,1130,370
Булгаков Михаил Афанасьевич,Хождение по мукам,1456,1748
Тургенев Иван Сергеевич,Морфий,1647,624
Некрасов Виктор Платонович,Анна Каренина,1651,1031
Некрасов Виктор Платонович,Хождение по мукам,1275,2000
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1179,571
Достоевский Фёдор Михайлович,Судьба человека,1600,1354
Шолохов Михаил Александрович,Анна Каренина,1122,1143
Пушкин Александр Сергеевич,Митина любовь,1598,12
Тургенев Иван Сергеевич,Собачье сердце,1394,1757
Достоевский Фёдор Михайлович,Донские рассказы,1455,739
Толстой Лев Николаевич,Первая любовь,1345,505
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1823,936
Толстой Лев Николаевич,Антоновские яблоки,1599,349
Булгаков Михаил Афанасьевич,Тарас Бульба,1728,1277
Гоголь Николай Васильевич,Воскресение,1874,329
Чехов Антон Павлович,Белая гвардия,1210,1172
Тургенев Иван Сергеевич,Хождение по мукам,1546,1140
Некрасов Виктор Платонович,Дом с мезонином,1714,797
Бунин Иван Алексеевич,Первая любовь,1501,1927
Чехов Антон Павлович,Хамелеон,1782,1750
Булгаков Михаил Афанасьевич,Крестьянские дети,1559,664
Толстой Лев Николаевич,Рядовой Лютиков,1651,865
Булгаков Михаил Афанасьевич,Митина любовь,1446,1643
Достоевский Фёдор Михайлович,Ревизор,1767,1123
Толстой Лев Николаевич,Дама с собачкой,1431,295
Достоевский Фёдор Михайлович,Бесы,1799,1841
Некрасов Виктор Платонович,Дом с мезонином,1820,1001
Булгаков Михаил Афанасьевич,Вий,1539,217
Гоголь Николай Васильевич,Листопад,1972,1609
Некрасов Виктор Платонович,Пётр Первый,1860,1203
Пушкин Александр Сергеевич,Лёгкое дыхание,2006,682
Пушкин Александр Сергеевич,Русские женщины,1973,280
Бунин Иван Алексеевич,Хождение по мукам,1942,766
Толстой Алексей Николаевич,Митина любовь,1154,278
Достоевский Фёдор Михайлович,Медный всадник,1631,399
Некрасов Виктор Платонович,Евгений Онегин,1985,499
Толстой Лев Николаевич,Железная дорога,1893,418
Некрасов Николай Алексеевич,Белые ночи,2016,1267
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1730,736
Толстой Алексей Николаевич,Ася,1539,623
Булгаков Михаил Афанасьевич,Анна Каренина,1855,1192
Чехов Антон Павлович,Воскресение,1543,1115
Бунин Иван Алексеевич,Хождение по мукам,1931,1012
Тургенев Иван Сергеевич,Ионыч,1803,740
Чехов Антон Павлович,Пётр Первый,1971,429
Толстой Алексей Николаевич,Железная дорога,1869,218
Тургенев Иван Сергеевич,Вишнёвый сад,1716,468
Шолохов Михаил Александрович,Собачье сердце,1879,1738
Булгаков Михаил Афанасьевич,Бесы,1287,1053
Тургенев Иван Сергеевич,Идиот,1803,1294
Пушкин Александр Сергеевич,Первая любовь,1399,136
Бунин Иван Алексеевич,Медный всадник,1107,1098
Некрасов Николай Алексеевич,Мастер и Маргарита,1567,621
Некрасов Виктор Платонович,Железная дорога,1602,133
Пушкин Александр Сергеевич,Лёгкое дыхание,1811,1157
Достоевский Фёдор Михайлович,Отцы и дети,1897,1491
Чехов Антон Павлович,Аэлита,1335,1446
Тургенев Иван Сергеевич,Ася,2021,1891
Некрасов Виктор Платонович,Первая любовь,1365,179
Гоголь Николай Васильевич,Белые ночи,1254,1180
Шолохов Михаил Александрович,Детство,1138,167
Толстой Алексей Николаевич,Крестьянские дети,1421,297
Тургенев Иван Сергеевич,Пётр Первый,1486,1171
Толстой Алексей Николаевич,Судьба человека,1304,171
Достоевский Фёдор Михайлович,Антоновские яблоки,1479,1322
Гоголь Николай Васильевич,Белые ночи,1530,1127
Гоголь Николай Васильевич,Бесы,1847,1046
Достоевский Фёдор Михайлович,Дом с мезонином,1935,1743
Тургенев Иван Сергеевич,Маленькая печальная повесть,1565,720
Тургенев Иван Сергеевич,Аэлита,1295,1721
Толстой Лев Николаевич,Антоновские яблоки,1725,176
Булгаков Михаил Афанасьевич,Донские рассказы,1948,1476
Некрасов Виктор Платонович,Отцы и дети,1431,1486
Чехов Антон Павлович,Хождение по мукам,1646,677
Бунин Иван Алексеевич,Антоновские яблоки,1893,484
Шолохов Михаил Александрович,Митина любовь,1344,536
Бунин Иван Алексеевич,Маленькая печальная повесть,1652,105
Достоевский Фёдор Михайлович,Братья Карамазовы,1112,346
Некрасов Виктор Платонович,Идиот,1487,35
Достоевский Фёдор Михайлович,Листопад,1751,1563
Шолохов Михаил Александрович,Морфий,1136,1142
Некрасов Виктор Платонович,Белые ночи,1280,923
Тургенев Иван Сергеевич,Белые ночи,1752,703
Достоевский Фёдор Михайлович,Хамелеон,1738,1107
Некрасов Николай Алексеевич,Листопад,1330,1763
Толстой Лев Николаевич,Шинель,1407,55
Шолохов Михаил Александрович,Тёмные аллеи,1791,842
Шолохов Михаил Александрович,Тихий Дон,1757,65
Толстой Алексей Николаевич,Крестьянские дети,1993,1575
Гоголь Николай Васильевич,Анна Каренина,1781,681
Тургенев Иван Сергеевич,В окопах Сталинграда,1682,1627
Некрасов Николай Алексеевич,В окопах Сталинграда,1784,1547
Некрасов Виктор Платонович,Рядовой Лютиков,1725,1733
Бунин Иван Алексеевич,Ревизор,1919,1991
Шолохов Михаил Александрович,Вишнёвый сад,1719,457
Бунин Иван Алексеевич,Белые ночи,1805,1135
Достоевский Фёдор Михайлович,Мастер и Маргарита,1316,1875
Некрасов Николай Алексеевич,Евгений Онегин,1428,749
Некрасов Виктор Платонович,Записки охотника,1710,1363
Толстой Алексей Николаевич,Детство,1146,229
Чехов Антон Павлович,Антоновские яблоки,1314,894
Пушкин Александр Сергеевич,Воскресение,1926,444
Бунин Иван Алексеевич,Аэлита,1180,1701
Пушкин Александр Сергеевич,Война и мир,1369,786
Толстой Алексей Николаевич,Медный всадник,1101,263
Толстой Алексей Николаевич,Вий,1680,1213
Шолохов Михаил Александрович,Железная дорога,1456,1338
Гоголь Николай Васильевич,Судьба человека,1331,1747
Бунин Иван Алексеевич,Бесы,1579,1896
Булгаков Михаил Афанасьевич,Ревизор,1720,1082
Чехов Антон Павлович,Хождение по мукам,1422,1043
Шолохов Михаил Александрович,Тихий Дон,1883,843
Пушкин Александр Сергеевич,Железная дорога,1312,360
Толстой Алексей Николаевич,Дом с мезонином,1578,914
Некрасов Виктор Платонович,Лёгкое дыхание,1601,1723
Пушкин Александр Сергеевич,Тёмные аллеи,1958,1636
Толстой Лев Николаевич,Мертвые души,1398,332
Гоголь Николай Васильевич,Антоновские яблоки,1889,1667
Пушкин Александр Сергеевич,Мастер и Маргарита,1210,220
Достоевский Фёдор Михайлович,Идиот,1385,1147
Чехов Антон Павлович,Антоновские яблоки,1345,1274
Достоевский Фёдор Михайлович,Анна Каренина,1112,1151
Чехов Антон Павлович,Крестьянские дети,1419,1157
Чехов Антон Павлович,Преступление и наказание,1607,701
Булгаков Михаил Афанасьевич,Митина любовь,1916,1060
Гоголь Николай Васильевич,Дом с мезонином,1758,546
Булгаков Михаил Афанасьевич,Первая любовь,1623,1349
Пушкин Александр Сергеевич,Ионыч,1222,439
Некрасов Виктор Платонович,Хамелеон,1486,1347
Булгаков Михаил Афанасьевич,Первая любовь,1975,28
Булгаков Михаил Афанасьевич,Аэлита,1539,1615
Некрасов Николай Алексеевич,Ионыч,1440,112
Шолохов Михаил Александрович,Лёгкое дыхание,1897,70
Достоевский Фёдор Михайлович,Пётр Первый,1135,1322
Толстой Алексей Николаевич,Мертвые души,1617,1287
Булгаков Михаил Афанасьевич,Медный всадник,1450,1527
Тургенев Иван Сергеевич,Война и мир,1352,1110
Толстой Алексей Николаевич,Евгений Онегин,1138,1776
Достоевский Фёдор Михайлович,Ионыч,1264,1866
Толстой Лев Николаевич,Записки охотника,1796,847
Тургенев Иван Сергеевич,Вий,1741,1264
Булгаков Михаил Афанасьевич,Отцы и дети,1397,1707
Пушкин Александр Сергеевич,Идиот,1413,1548
Некрасов Виктор Платонович,Хождение по мукам,1431,1053
Булгаков Михаил Афанасьевич,Ася,1483,1356
Пушкин Александр Сергеевич,Преступление и наказание,1886,1272
Некрасов Николай Алексеевич,Собачье сердце,1792,1274
Чехов Антон Павлович,Отцы и дети,1122,1857
Шолохов Михаил Александрович,Ионыч,1419,1982
Пушкин Александр Сергеевич,Митина любовь,1120,1436
Гоголь Николай Васильевич,Анна Каренина,1869,928
Чехов Антон Павлович,Анна Каренина,1390,1124
