ФИО автора,название,год издания,количество страниц
Достоевский Фёдор Михайлович,В окопах Сталинграда,1710,969
Бунин Иван Алексеевич,Донские рассказы,1513,1153
Гоголь Николай Васильевич,Белая гвардия,1434,1904
Шолохов Михаил Александрович,Железная дорога,1113,679
Бунин Иван Алексеевич,Анна Каренина,1710,368
Толстой Лев Николаевич,Лёгкое дыхание,1111,1580
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1398,188
Чехов Антон Павлович,Шинель,1339,232
Толстой Лев Николаевич,Вишнёвый сад,1257,980
Бунин Иван Алексеевич,Детство,2008,304
Достоевский Фёдор Михайлович,Воскресение,1530,1726
Некрасов Виктор Платонович,Пётр Первый,1432,337
Чехов Антон Павлович,Русские женщины,1776,542
Чехов Антон Павлович,Кому на Руси жить хорошо,1160,987
Булгаков Михаил Афанасьевич,Записки охотника,1522,857
Гоголь Николай Васильевич,Шинель,1257,1792
Шолохов Михаил Александрович,Белые ночи,1482,1954
Шолохов Михаил Александрович,Митина любовь,1219,751
Достоевский Фёдор Михайлович,Тарас Бульба,1875,773
Достоевский Фёдор Михайлович,Антоновские яблоки,1556,868
Пушкин Александр Сергеевич,Лёгкое дыхание,1906,1603
Некрасов Виктор Платонович,Преступление и наказание,1810,1905
Толстой Алексей Николаевич,Белая гвардия,1364,1195
Некрасов Виктор Платонович,Преступление и наказание,1326,1712
Пушкин Александр Сергеевич,Морфий,1267,550
Чехов Антон Павлович,Тарас Бульба,2005,1035
Гоголь Николай Васильевич,Собачье сердце,1318,479
Шолохов Михаил Александрович,Листопад,1568,591
Некрасов Виктор Платонович,Отцы и дети,1921,1165
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1759,186
Толстой Алексей Николаевич,Белые ночи,1724,1178
Некрасов Николай Алексеевич,Лёгкое дыхание,1168,223
Шолохов Михаил Александрович,Вишнёвый сад,1158,560
Некрасов Виктор Платонович,Дом с мезонином,1248,408
Гоголь Николай Васильевич,Мертвые души,1506,331
Толстой Алексей Николаевич,Судьба человека,1607,1574
Чехов Антон Павлович,Морфий,1257,474
Толстой Лев Николаевич,Тихий Дон,1606,620
Тургенев Иван Сергеевич,Хождение по мукам,1900,1519
Гоголь Николай Васильевич,Хамелеон,1410,1082
Достоевский Фёдор Михайлович,Донские рассказы,1995,409
Некрасов Николай Алексеевич,Дом с мезонином,1127,173
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1439,910
Пушкин Александр Сергеевич,Мертвые души,1123,696
Толстой Лев Николаевич,Тарас Бульба,1552,1753
Пушкин Александр Сергеевич,Лёгкое дыхание,1761,1421
Гоголь Николай Васильевич,Морфий,1686,605
Тургенев Иван Сергеевич,Мастер и Маргарита,1150,1178
Толстой Алексей Николаевич,В окопах Сталинграда,1950,1207
Булгаков Михаил Афанасьевич,Антоновские яблоки,1647,537
Толстой Алексей Николаевич,Братья Карамазовы,1571,549
Гоголь Николай Васильевич,Ася,1558,1344
Некрасов Николай Алексеевич,Антоновские яблоки,1792,1175
Толстой Лев Николаевич,Ионыч,1324,125
Шолохов Михаил Александрович,Евгений Онегин,1484,1523
Бунин Иван Алексеевич,Хождение по мукам,1186,1566
Толстой Лев Николаевич,Ионыч,1424,1936
Тургенев Иван Сергеевич,Ревизор,1461,1341
Некрасов Николай Алексеевич,Шинель,1822,121
Шолохов Михаил Александрович,Ревизор,1478,1384
Шолохов Михаил Александрович,Белые ночи,1244,163
Достоевский Фёдор Михайлович,Вишнёвый сад,1222,726
Толстой Лев Николаевич,Воскресение,1360,1964
Некрасов Николай Алексеевич,Дом с мезонином,1238,678
Некрасов Виктор Платонович,Тёмные аллеи,1386,752
Некрасов Виктор Платонович,Листопад,1985,521
Толстой Алексей Николаевич,Вишнёвый сад,1884,1994
Чехов Антон Павлович,Аэлита,1415,846
Толстой Алексей Николаевич,Тарас Бульба,1927,1339
Достоевский Фёдор Михайлович,Ионыч,1507,1512
Бунин Иван Алексеевич,Морфий,1232,212
Бунин Иван Алексеевич,Пётр Первый,1305,1562
Некрасов Виктор Платонович,Железная дорога,1958,825
Тургенев Иван Сергеевич,Идиот,1531,844
Некрасов Виктор Платонович,Тёмные аллеи,1532,596
Чехов Антон Павлович,Детство,1326,881
Булгаков Михаил Афанасьевич,Антоновские яблоки,1497,1557
Толстой Лев Николаевич,Война и мир,1457,1484
Гоголь Николай Васильевич,Маленькая печальная повесть,1210,1897
Гоголь Николай Васильевич,Ревизор,1856,1723
Чехов Антон Павлович,Детство,1375,1243
Некрасов Николай Алексеевич,Анна Каренина,1439,1294
Чехов Антон Павлович,Медный всадник,1112,694
Толстой Лев Николаевич,Донские рассказы,1828,811
Некрасов Николай Алексеевич,Вий,1115,256
Достоевский Фёдор Михайлович,Аэлита,1672,769
Пушкин Александр Сергеевич,Русские женщины,1607,1175
Чехов Антон Павлович,Антоновские яблоки,1358,74
Бунин Иван Алексеевич,Преступление и наказание,1739,1203
Толстой Лев Николаевич,Пётр Первый,1132,1741
Некрасов Виктор Платонович,Аэлита,1634,1681
Шолохов Михаил Александрович,Хождение по мукам,1184,1269
Шолохов Михаил Александрович,Морфий,1229,448
Некрасов Николай Алексеевич,Судьба человека,1645,437
Достоевский Фёдор Михайлович,Ревизор,1452,1923
Некрасов Виктор Платонович,Тихий Дон,1134,1004
Пушкин Александр Сергеевич,Морфий,1175,632
Чехов Антон Павлович,Листопад,1177,1248
Булгаков Михаил Афанасьевич,Ионыч,1406,265
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1851,424
Толстой Лев Николаевич,Шинель,1434,999
Некрасов Виктор Платонович,Вий,1601,1205
Тургенев Иван Сергеевич,Воскресение,1279,134
Гоголь Николай Васильевич,Донские рассказы,1225,564
Булгаков Михаил Афанасьевич,Железная дорога,1861,514
Булгаков Михаил Афанасьевич,Тарас Бульба,1290,410
Пушкин Александр Сергеевич,Рядовой Лютиков,1773,1428
Пушкин Александр Сергеевич,Записки охотника,1810,1696
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1313,190
Некрасов Виктор Платонович,Тарас Бульба,1244,349
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1517,1086
Некрасов Виктор Платонович,Записки охотника,1626,1821
Бунин Иван Алексеевич,Рядовой Лютиков,1646,282
Толстой Лев Николаевич,Антоновские яблоки,1269,1158
Шолохов Михаил Александрович,Вий,1564,790
Булгаков Михаил Афанасьевич,Тарас Бульба,1684,521
Некрасов Николай Алексеевич,Мастер и Маргарита,1591,891
Шолохов Михаил Александрович,Шинель,1852,621
Толстой Лев Николаевич,Тёмные аллеи,1366,564
Чехов Антон Павлович,Тихий Дон,1331,392
Шолохов Михаил Александрович,Судьба человека,1915,1146
Чехов Антон Павлович,Морфий,1264,1854
Толстой Алексей Николаевич,Отцы и дети,1817,1679
Чехов Антон Павлович,Бесы,1531,513
Пушкин Александр Сергеевич,Донские рассказы,1251,1069
Гоголь Николай Васильевич,Записки охотника,1960,404
Достоевский Фёдор Михайлович,Ревизор,1425,402
Шолохов Михаил Александрович,Мертвые души,1568,1406
Тургенев Иван Сергеевич,Медный всадник,1479,796
Бунин Иван Алексеевич,Листопад,1685,1717
Достоевский Фёдор Михайлович,Дом с мезонином,1780,127
Пушкин Александр Сергеевич,Медный всадник,1117,1959
Толстой Алексей Николаевич,Мастер и Маргарита,1738,1861
Некрасов Виктор Платонович,Собачье сердце,1688,1715
Пушкин Александр Сергеевич,Дом с мезонином,1916,914
Некрасов Николай Алексеевич,Аэлита,1272,1217
Бунин Иван Алексеевич,Антоновские яблоки,1690,1175
Достоевский Фёдор Михайлович,Рядовой Лютиков,1943,860
Толстой Алексей Николаевич,Братья Карамазовы,1584,1150
Пушкин Александр Сергеевич,Морфий,1825,508
Толстой Лев Николаевич,Крестьянские дети,2001,1990
Гоголь Николай Васильевич,Детство,1538,575
Некрасов Николай Алексеевич,Воскресение,1355,127
Шолохов Михаил Александрович,Евгений Онегин,1495,1284
Бунин Иван Алексеевич,Русские женщины,1154,1345
Некрасов Виктор Платонович,Железная дорога,1432,733
Некрасов Николай Алексеевич,В окопах Сталинграда,1818,262
Шолохов Михаил Александрович,Дама с собачкой,1988,202
Чехов Антон Павлович,Антоновские яблоки,1544,1974
Некрасов Николай Алексеевич,Белые ночи,1949,703
Достоевский Фёдор Михайлович,Тёмные аллеи,1192,1018
Бунин Иван Алексеевич,Хождение по мукам,1743,570
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1936,850
Бунин Иван Алексеевич,Белые ночи,1125,131
Толстой Лев Николаевич,Евгений Онегин,1735,1839
Бунин Иван Алексеевич,Белые ночи,1921,1039
Некрасов Виктор Платонович,Маленькая печальная повесть,1766,1554
Толстой Лев Николаевич,Судьба человека,1360,899
Булгаков Михаил Афанасьевич,Антоновские яблоки,1133,1628
Достоевский Фёдор Михайлович,Анна Каренина,1609,459
Чехов Антон Павлович,Тарас Бульба,2022,522
Толстой Лев Николаевич,Дама с собачкой,1768,1524
Толстой Алексей Николаевич,Маленькая печальная повесть,1935,102
Булгаков Михаил Афанасьевич,Морфий,1598,1388
Тургенев Иван Сергеевич,Тарас Бульба,1601,1512
Бунин Иван Алексеевич,Медный всадник,1257,347
Толстой Лев Николаевич,Тарас Бульба,1477,1131
Чехов Антон Павлович,Война и мир,1113,1591
Достоевский Фёдор Михайлович,Ревизор,1401,1132
Шолохов Михаил Александрович,Листопад,1130,1812
Шолохов Михаил Александрович,Хамелеон,1299,77
Некрасов Николай Алексеевич,Тихий Дон,1904,1012
Гоголь Николай Васильевич,Дом с мезонином,1712,1042
Бунин Иван Алексеевич,Митина любовь,1518,535
Тургенев Иван Сергеевич,Тихий Дон,1601,837
Толстой Лев Николаевич,Тарас Бульба,1999,1252
Гоголь Николай Васильевич,Хождение по мукам,1365,1000
Гоголь Николай Васильевич,Братья Карамазовы,1454,1018
Гоголь Николай Васильевич,Отцы и дети,1268,381
Толстой Лев Николаевич,Антоновские яблоки,1982,348
Некрасов Виктор Платонович,Воскресение,1972,211
Толстой Лев Николаевич,Тёмные аллеи,1779,718
Бунин Иван Алексеевич,Мертвые души,1290,143
Шолохов Михаил Александрович,Анна Каренина,1919,1449
Булгаков Михаил Афанасьевич,Донские рассказы,1448,1025
Некрасов Николай Алексеевич,Тихий Дон,1905,772
Бунин Иван Алексеевич,Мастер и Маргарита,1625,1640
Некрасов Николай Алексеевич,Железная дорога,1387,1738
Тургенев Иван Сергеевич,Шинель,1937,1442
Тургенев Иван Сергеевич,Белая гвардия,1884,380
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1691,1390
Тургенев Иван Сергеевич,Железная дорога,1514,395
Булгаков Михаил Афанасьевич,Железная дорога,1911,1103
Пушкин Александр Сергеевич,Война и мир,1827,545
Толстой Лев Николаевич,Лёгкое дыхание,1800,808
Толстой Лев Николаевич,Ася,1892,1376
Некрасов Виктор Платонович,Дом с мезонином,1355,1706
Бунин Иван Алексеевич,Анна Каренина,1276,954
Пушкин Александр Сергеевич,Отцы и дети,1432,525
Шолохов Михаил Александрович,Рядовой Лютиков,1628,736
Шолохов Михаил Александрович,Медный всадник,1514,1864
Гоголь Николай Васильевич,Собачье сердце,1267,716
Некрасов Виктор Платонович,Крестьянские дети,1602,309
Шолохов Михаил Александрович,Вишнёвый сад,1532,1838
Тургенев Иван Сергеевич,Ася,2015,961
Некрасов Виктор Платонович,Воскресение,1348,1875
Достоевский Фёдор Михайлович,Хождение по мукам,1392,61
Гоголь Николай Васильевич,Дама с собачкой,1707,1862
Пушкин Александр Сергеевич,Евгений Онегин,1417,59
Бунин Иван Алексеевич,Хождение по мукам,1746,526
Гоголь Николай Васильевич,Дама с собачкой,1844,1478
Пушкин Александр Сергеевич,Дом с мезонином,1612,763
Бунин Иван Алексеевич,Собачье сердце,1111,54
Толстой Алексей Николаевич,В окопах Сталинграда,1753,362
Достоевский Фёдор Михайлович,Собачье сердце,1328,1612
Шолохов Михаил Александрович,Отцы и дети,2020,966
Некрасов Виктор Платонович,Белая гвардия,1321,1580
Шолохов Михаил Александрович,Вий,1333,665
Достоевский Фёдор Михайлович,Детство,2006,1364
Тургенев Иван Сергеевич,Дом с мезонином,1869,1782
Чехов Антон Павлович,Ионыч,1619,111
Шолохов Михаил Александрович,Ионыч,1357,1113
Толстой Алексей Николаевич,Судьба человека,1616,576
Шолохов Михаил Александрович,Тихий Дон,1619,1197
Толстой Алексей Николаевич,Пётр Первый,1122,18
Булгаков Михаил Афанасьевич,Дом с мезонином,1337,1349
Толстой Алексей Николаевич,Война и мир,1225,1391
Тургенев Иван Сергеевич,Тёмные аллеи,1801,1984
Булгаков Михаил Афанасьевич,Морфий,1630,1900
Пушкин Александр Сергеевич,Русские женщины,1606,1381
Некрасов Виктор Платонович,Русские женщины,1897,633
Некрасов Николай Алексеевич,Морфий,1375,1792
Достоевский Фёдор Михайлович,Антоновские яблоки,1527,821
Толстой Лев Николаевич,Русские женщины,1799,1390
Бунин Иван Алексеевич,Анна Каренина,1410,1696
Гоголь Николай Васильевич,В окопах Сталинграда,1223,1113
Шолохов Михаил Александрович,Тарас Бульба,1263,1227
Шолохов Михаил Александрович,Евгений Онегин,1315,935
Булгаков Михаил Афанасьевич,Отцы и дети,1294,1747
Бунин Иван Алексеевич,Лёгкое дыхание,1600,643
Шолохов Михаил Александрович,Мастер и Маргарита,1241,411
Толстой Лев Николаевич,Рядовой Лютиков,1976,1513
Шолохов Михаил Александрович,Русские женщины,1805,723
Достоевский Фёдор Михайлович,Вишнёвый сад,1748,519
Гоголь Николай Васильевич,Преступление и наказание,1134,678
Толстой Лев Николаевич,Первая любовь,1904,778
Шолохов Михаил Александрович,Идиот,1126,1389
Шолохов Михаил Александрович,Морфий,1438,999
Некрасов Николай Алексеевич,Ася,1423,1157
Шолохов Михаил Александрович,Хождение по мукам,1632,1952
Пушкин Александр Сергеевич,Маленькая печальная повесть,1950,1695
Некрасов Николай Алексеевич,Война и мир,1685,1027
Тургенев Иван Сергеевич,Отцы и дети,1480,301
Некрасов Николай Алексеевич,Хамелеон,1376,984
Достоевский Фёдор Михайлович,Рядовой Лютиков,1990,1966
Чехов Антон Павлович,Медный всадник,1705,367
Пушкин Александр Сергеевич,Листопад,1967,1807
Тургенев Иван Сергеевич,Бесы,1944,551
Толстой Алексей Николаевич,Анна Каренина,1692,1018
Чехов Антон Павлович,Тихий Дон,1884,599
Тургенев Иван Сергеевич,Хождение по мукам,1675,587
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1466,1538
Гоголь Николай Васильевич,Ася,1148,490
Шолохов Михаил Александрович,Митина любовь,1282,979
Чехов Антон Павлович,Тёмные аллеи,1390,984
Бунин Иван Алексеевич,Аэлита,1314,1939
Булгаков Михаил Афанасьевич,Ионыч,1168,1314
Толстой Лев Николаевич,Митина любовь,1493,1726
Толстой Алексей Николаевич,Мертвые души,1394,1098
Некрасов Николай Алексеевич,Медный всадник,1458,297
Шолохов Михаил Александрович,Белые ночи,1917,330
Гоголь Николай Васильевич,Ионыч,1431,1344
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1946,748
Гоголь Николай Васильевич,Бесы,1508,714
Тургенев Иван Сергеевич,Преступление и наказание,1293,786
Шолохов Михаил Александрович,Хамелеон,1835,305
Некрасов Виктор Платонович,Братья Карамазовы,1791,1558
Бунин Иван Алексеевич,Тарас Бульба,1761,170
Гоголь Николай Васильевич,Пётр Первый,1261,1498
Некрасов Николай Алексеевич,Бесы,1178,1632
Толстой Лев Николаевич,Тарас Бульба,1255,478
Пушкин Александр Сергеевич,Аэлита,1406,1893
Булгаков Михаил Афанасьевич,Тихий Дон,1381,1030
Некрасов Виктор Платонович,Пётр Первый,1608,72
Гоголь Николай Васильевич,Идиот,1310,301
Некрасов Виктор Платонович,Ася,1749,1315
Пушкин Александр Сергеевич,Вишнёвый сад,1266,1258
Булгаков Михаил Афанасьевич,Ионыч,2002,587
Тургенев Иван Сергеевич,Хамелеон,1584,397
Шолохов Михаил Александрович,Антоновские яблоки,1751,582
Чехов Антон Павлович,Железная дорога,1688,1651
Бунин Иван Алексеевич,Шинель,1324,1719
Некрасов Виктор Платонович,Морфий,1857,712
Чехов Антон Павлович,Ионыч,1332,885
Толстой Лев Николаевич,Братья Карамазовы,1547,1259
Достоевский Фёдор Михайлович,В окопах Сталинграда,1749,1370
Пушкин Александр Сергеевич,Антоновские яблоки,1702,153
Булгаков Михаил Афанасьевич,Первая любовь,1246,1357
Пушкин Александр Сергеевич,Первая любовь,1502,746
Толстой Алексей Николаевич,Детство,1975,1532
Булгаков Михаил Афанасьевич,Мертвые души,1248,1441
Шолохов Михаил Александрович,Хождение по мукам,1627,895
Гоголь Николай Васильевич,Вишнёвый сад,1727,1888
Чехов Антон Павлович,Тёмные аллеи,1351,955
Толстой Алексей Николаевич,Идиот,1742,533
Тургенев Иван Сергеевич,Собачье сердце,1986,1439
Тургенев Иван Сергеевич,Бесы,1172,809
Шолохов Михаил Александрович,Белые ночи,1285,1200
Шолохов Михаил Александрович,Братья Карамазовы,1350,1130
Булгаков Михаил Афанасьевич,Крестьянские дети,1564,59
Некрасов Николай Алексеевич,Лёгкое дыхание,1484,892
Шолохов Михаил Александрович,Воскресение,1807,119
Тургенев Иван Сергеевич,Русские женщины,1151,1029
Гоголь Николай Васильевич,Мастер и Маргарита,2020,1981
Пушкин Александр Сергеевич,Мертвые души,1161,1435
Гоголь Николай Васильевич,Митина любовь,1984,145
Пушкин Александр Сергеевич,Морфий,1933,1334
Некрасов Николай Алексеевич,Тёмные аллеи,1363,330
Булгаков Михаил Афанасьевич,Преступление и наказание,1825,1192
Толстой Алексей Николаевич,Первая любовь,1917,235
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1697,844
Тургенев Иван Сергеевич,Братья Карамазовы,1389,1688
Тургенев Иван Сергеевич,Шинель,1386,888
Бунин Иван Алексеевич,Вишнёвый сад,1396,1926
Толстой Лев Николаевич,Тёмные аллеи,1126,890
Бунин Иван Алексеевич,В окопах Сталинграда,1428,22
Чехов Антон Павлович,Вишнёвый сад,1223,291
Булгаков Михаил Афанасьевич,Собачье сердце,1258,1786
Булгаков Михаил Афанасьевич,Мертвые души,1787,1647
Булгаков Михаил Афанасьевич,Воскресение,1474,1581
Шолохов Михаил Александрович,Крестьянские дети,1981,256
Толстой Лев Николаевич,Листопад,1772,1289
Бунин Иван Алексеевич,Дама с собачкой,1849,1206
Гоголь Николай Васильевич,Хождение по мукам,1303,83
Достоевский Фёдор Михайлович,Ионыч,1204,36
Булгаков Михаил Афанасьевич,Ионыч,1733,1715
Некрасов Виктор Платонович,Тихий Дон,1961,1899
Некрасов Виктор Платонович,Судьба человека,1266,1696
Некрасов Николай Алексеевич,Тихий Дон,1586,489
Бунин Иван Алексеевич,Братья Карамазовы,1281,1709
Бунин Иван Алексеевич,Аэлита,1561,333
Некрасов Николай Алексеевич,Тихий Дон,1478,1045
Толстой Алексей Николаевич,Белые ночи,1297,860
Некрасов Николай Алексеевич,Листопад,1746,1836
Достоевский Фёдор Михайлович,Детство,1830,294
Шолохов Михаил Александрович,Лёгкое дыхание,1306,1844
Бунин Иван Алексеевич,Крестьянские дети,1440,451
Достоевский Фёдор Михайлович,Судьба человека,1849,295
Толстой Лев Николаевич,Евгений Онегин,1669,1789
Гоголь Николай Васильевич,Ионыч,1299,912
Чехов Антон Павлович,Железная дорога,1456,1928
Некрасов Виктор Платонович,Тихий Дон,1575,1205
Пушкин Александр Сергеевич,Отцы и дети,1268,1955
Бунин Иван Алексеевич,Судьба человека,1480,172
Чехов Антон Павлович,Мастер и Маргарита,1539,53
Некрасов Виктор Платонович,Преступление и наказание,1796,1483
Толстой Алексей Николаевич,Собачье сердце,1696,777
Шолохов Михаил Александрович,Хождение по мукам,1722,1497
Чехов Антон Павлович,Детство,1400,1755
Достоевский Фёдор Михайлович,Ревизор,1983,210
Толстой Лев Николаевич,Шинель,1108,548
Тургенев Иван Сергеевич,Вишнёвый сад,1752,260
Достоевский Фёдор Михайлович,Медный всадник,1180,64
Пушкин Александр Сергеевич,Дом с мезонином,1680,1171
Толстой Алексей Николаевич,Крестьянские дети,1688,531
Достоевский Фёдор Михайлович,Отцы и дети,1535,1574
Толстой Лев Николаевич,Тарас Бульба,1929,1083
Некрасов Виктор Платонович,Маленькая печальная повесть,1634,890
Толстой Алексей Николаевич,Железная дорога,1251,842
Пушкин Александр Сергеевич,Война и мир,1769,963
Шолохов Михаил Александрович,Маленькая печальная повесть,1708,1468
Некрасов Николай Алексеевич,Шинель,1720,819
Некрасов Николай Алексеевич,Русские женщины,1589,1351
Бунин Иван Алексеевич,Ионыч,1257,1171
Бунин Иван Алексеевич,Судьба человека,1628,1306
Некрасов Николай Алексеевич,Шинель,1734,1939
Булгаков Михаил Афанасьевич,Мертвые души,1981,363
Тургенев Иван Сергеевич,Первая любовь,1976,1554
Пушкин Александр Сергеевич,Детство,1697,890
Достоевский Фёдор Михайлович,Ася,1793,275
Толстой Лев Николаевич,Записки охотника,1303,290
Некрасов Николай Алексеевич,Хамелеон,1600,249
Некрасов Виктор Платонович,В окопах Сталинграда,1979,319
Достоевский Фёдор Михайлович,Митина любовь,1405,1379
Тургенев Иван Сергеевич,Крестьянские дети,1713,535
Бунин Иван Алексеевич,Идиот,1429,338
Тургенев Иван Сергеевич,Мастер и Маргарита,1580,1739
Бунин Иван Алексеевич,Дама с собачкой,1690,1396
Достоевский Фёдор Михайлович,Евгений Онегин,1410,597
Чехов Антон Павлович,Евгений Онегин,2007,443
Шолохов Михаил Александрович,Судьба человека,1389,307
Толстой Лев Николаевич,Митина любовь,1105,358
Тургенев Иван Сергеевич,Медный всадник,1633,1966
Пушкин Александр Сергеевич,Дама с собачкой,1519,1994
Булгаков Михаил Афанасьевич,Ревизор,1549,1009
Некрасов Виктор Платонович,Отцы и дети,1738,660
Пушкин Александр Сергеевич,Ревизор,1143,932
Тургенев Иван Сергеевич,Митина любовь,1533,700
Толстой Алексей Николаевич,Маленькая печальная повесть,1181,1719
Толстой Алексей Николаевич,Анна Каренина,1446,175
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1722,632
Чехов Антон Павлович,Ася,1295,28
Некрасов Виктор Платонович,Первая любовь,1256,1215
Гоголь Николай Васильевич,Маленькая печальная повесть,1433,845
Достоевский Фёдор Михайлович,Железная дорога,1605,1386
Толстой Лев Николаевич,Тёмные аллеи,1542,582
Толстой Алексей Николаевич,Белая гвардия,1507,1209
Пушкин Александр Сергеевич,Детство,1950,609
Шолохов Михаил Александрович,Детство,1377,1549
Некрасов Виктор Платонович,Записки охотника,1815,1619
Бунин Иван Алексеевич,Морфий,2026,1203
Булгаков Михаил Афанасьевич,Мертвые души,1777,997
Бунин Иван Алексеевич,Братья Карамазовы,1148,127
Тургенев Иван Сергеевич,Ревизор,1256,353
Толстой Лев Николаевич,Тихий Дон,1880,39
Толстой Алексей Николаевич,Судьба человека,1710,157
Булгаков Михаил Афанасьевич,Евгений Онегин,1551,557
Толстой Алексей Николаевич,Мастер и Маргарита,1251,768
Гоголь Николай Васильевич,Детство,1582,1008
Чехов Антон Павлович,Дом с мезонином,1810,1627
Некрасов Николай Алексеевич,Ионыч,1353,1706
Шолохов Михаил Александрович,Вий,1965,307
Тургенев Иван Сергеевич,Записки охотника,1871,1461
Толстой Алексей Николаевич,Антоновские яблоки,1209,411
Толстой Лев Николаевич,Бесы,1554,451
Достоевский Фёдор Михайлович,Рядовой Лютиков,1293,167
Толстой Алексей Николаевич,Мертвые души,1326,977
Некрасов Николай Алексеевич,Мастер и Маргарита,1349,217
Бунин Иван Алексеевич,Железная дорога,1963,459
Чехов Антон Павлович,Воскресение,1607,1223
Шолохов Михаил Александрович,Русские женщины,1652,126
Чехов Антон Павлович,Хамелеон,1988,964
Чехов Антон Павлович,Анна Каренина,1664,53
Толстой Алексей Николаевич,Дом с мезонином,1783,1772
Пушкин Александр Сергеевич,Бесы,1347,864
Достоевский Фёдор Михайлович,В окопах Сталинграда,1620,11
Пушкин Александр Сергеевич,Лёгкое дыхание,1663,480
Толстой Лев Николаевич,В окопах Сталинграда,1849,329
Толстой Алексей Николаевич,Вишнёвый сад,1569,784
Толстой Алексей Николаевич,Ревизор,1133,1067
Толстой Алексей Николаевич,Тёмные аллеи,1648,515
Гоголь Николай Васильевич,Анна Каренина,1286,1012
Некрасов Виктор Платонович,Мертвые души,1209,1836
Тургенев Иван Сергеевич,Идиот,1257,1877
Тургенев Иван Сергеевич,Медный всадник,1664,484
Пушкин Александр Сергеевич,Преступление и наказание,1284,343
Бунин Иван Алексеевич,Пётр Первый,2015,1301
Гоголь Николай Васильевич,Дама с собачкой,1580,1223
Некрасов Виктор Платонович,Ася,1826,586
Толстой Алексей Николаевич,Ревизор,1913,1488
Гоголь Николай Васильевич,Аэлита,1349,1994
Толстой Алексей Николаевич,Мертвые души,1909,1437
Гоголь Николай Васильевич,Митина любовь,1280,1456
Чехов Антон Павлович,Антоновские яблоки,1787,1909
Шолохов Михаил Александрович,Война и мир,1372,268
Некрасов Виктор Платонович,Собачье сердце,1418,607
Некрасов Виктор Платонович,В окопах Сталинграда,1502,1010
Достоевский Фёдор Михайлович,Братья Карамазовы,1556,1784
Тургенев Иван Сергеевич,Русские женщины,1693,1409
Бунин Иван Алексеевич,Мастер и Маргарита,1812,1030
Бунин Иван Алексеевич,Листопад,1733,1386
Пушкин Александр Сергеевич,Хождение по мукам,1193,1447
Булгаков Михаил Афанасьевич,Митина любовь,1353,1552
Толстой Алексей Николаевич,Медный всадник,1276,65
Некрасов Николай Алексеевич,Морфий,1265,1747
Толстой Лев Николаевич,Шинель,1951,104
Бунин Иван Алексеевич,Русские женщины,1523,1445
Тургенев Иван Сергеевич,Лёгкое дыхание,1707,869
Шолохов Михаил Александрович,Рядовой Лютиков,1591,1321
Некрасов Виктор Платонович,Лёгкое дыхание,1728,1793
Толстой Лев Николаевич,Судьба человека,1798,390
Бунин Иван Алексеевич,Ася,1721,1385
Чехов Антон Павлович,Преступление и наказание,1173,987
Гоголь Николай Васильевич,Ревизор,1619,699
Булгаков Михаил Афанасьевич,Ревизор,1626,235
Некрасов Николай Алексеевич,Тёмные аллеи,1134,1328
Гоголь Николай Васильевич,Ревизор,1925,1626
Гоголь Николай Васильевич,Маленькая печальная повесть,2023,943
Некрасов Николай Алексеевич,Пётр Первый,1689,1988
Толстой Алексей Николаевич,Записки охотника,1556,86
Некрасов Виктор Платонович,Записки охотника,1941,681
Шолохов Михаил Александрович,Отцы и дети,1759,1657
Чехов Антон Павлович,Вишнёвый сад,1927,217
Шолохов Михаил Александрович,Крестьянские дети,1672,556
Некрасов Виктор Платонович,Ревизор,1668,285
Гоголь Николай Васильевич,Ревизор,1998,660
Гоголь Николай Васильевич,Крестьянские дети,1203,561
Шолохов Михаил Александрович,Вишнёвый сад,1470,463
Некрасов Николай Алексеевич,Аэлита,1678,10
Чехов Антон Павлович,Война и мир,1126,1540
Чехов Антон Павлович,Тёмные аллеи,1996,22
Некрасов Николай Алексеевич,Аэлита,1548,1171
Некрасов Николай Алексеевич,Судьба человека,1419,629
Тургенев Иван Сергеевич,Вий,1316,1896
Некрасов Николай Алексеевич,Ревизор,1257,1556
Тургенев Иван Сергеевич,Бесы,1184,740
Некрасов Виктор Платонович,Война и мир,1920,864
Чехов Антон Павлович,Хождение по мукам,1259,396
Некрасов Николай Алексеевич,Листопад,1892,1052
Гоголь Николай Васильевич,Белые ночи,1399,981
Достоевский Фёдор Михайлович,Антоновские яблоки,1686,656
Чехов Антон Павлович,Ревизор,1575,93
Толстой Лев Николаевич,Детство,1189,1549
Достоевский Фёдор Михайлович,Ревизор,1403,31
Достоевский Фёдор Михайлович,Идиот,1664,1186
Шолохов Михаил Александрович,Белая гвардия,1930,1289
