ФИО автора,название,год издания,количество страниц
Толстой Лев Николаевич,Преступление и наказание,1772,1697
Достоевский Фёдор Михайлович,Белая гвардия,1696,240
Толстой Лев Николаевич,Мастер и Маргарита,1292,465
Пушкин Александр Сергеевич,Антоновские яблоки,1894,1642
Булгаков Михаил Афанасьевич,Мертвые души,1317,544
Достоевский Фёдор Михайлович,Ревизор,1425,1061
Шолохов Михаил Александрович,Хождение по мукам,1166,125
Булгаков Михаил Афанасьевич,Анна Каренина,1905,982
Чехов Антон Павлович,Судьба человека,1116,1348
Некрасов Виктор Платонович,Анна Каренина,1940,73
Некрасов Николай Алексеевич,Собачье сердце,1498,372
Достоевский Фёдор Михайлович,Бесы,1318,720
Достоевский Фёдор Михайлович,Хождение по мукам,1637,280
Бунин Иван Алексеевич,Белая гвардия,1221,718
Булгаков Михаил Афанасьевич,Первая любовь,1541,651
Пушкин Александр Сергеевич,Ревизор,1924,1978
Тургенев Иван Сергеевич,Белые ночи,1327,596
Толстой Алексей Николаевич,Тихий Дон,1424,903
Толстой Алексей Николаевич,Лёгкое дыхание,1810,1667
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1816,1108
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1548,1326
Толстой Лев Николаевич,Хамелеон,1250,1000
Некрасов Николай Алексеевич,Белая гвардия,1554,1548
Толстой Лев Николаевич,Записки охотника,1197,1299
Булгаков Михаил Афанасьевич,Идиот,1391,199
Некрасов Виктор Платонович,Донские рассказы,1254,254
Толстой Алексей Николаевич,Вий,1499,1305
Толстой Лев Николаевич,Дама с собачкой,1985,489
Бунин Иван Алексеевич,Ионыч,1830,86
Толстой Алексей Николаевич,Хамелеон,1988,396
Шолохов Михаил Александрович,Антоновские яблоки,1168,1267
Толстой Алексей Николаевич,Тёмные аллеи,1524,1678
Некрасов Николай Алексеевич,Шинель,1690,884
Бунин Иван Алексеевич,Аэлита,1772,1875
Достоевский Фёдор Михайлович,Первая любовь,1104,358
Гоголь Николай Васильевич,Аэлита,1492,546
Гоголь Николай Васильевич,Антоновские яблоки,1509,561
Булгаков Михаил Афанасьевич,Детство,1725,518
Чехов Антон Павлович,Аэлита,1559,853
Чехов Антон Павлович,Крестьянские дети,1469,286
Бунин Иван Алексеевич,Дама с собачкой,1910,1545
Некрасов Виктор Платонович,Евгений Онегин,1147,1040
Некрасов Николай Алексеевич,Донские рассказы,1267,371
Тургенев Иван Сергеевич,Бесы,1486,933
Толстой Алексей Николаевич,Пётр Первый,1265,991
Толстой Алексей Николаевич,Собачье сердце,1436,1204
Некрасов Виктор Платонович,Ионыч,1120,985
Бунин Иван Алексеевич,Мастер и Маргарита,1722,1824
Некрасов Николай Алексеевич,Тёмные аллеи,1110,1073
Достоевский Фёдор Михайлович,Война и мир,1604,1929
Пушкин Александр Сергеевич,Судьба человека,1342,697
Некрасов Виктор Платонович,Русские женщины,1966,1599
Гоголь Николай Васильевич,Преступление и наказание,1406,60
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1542,1531
Булгаков Михаил Афанасьевич,Шинель,1673,1208
Пушкин Александр Сергеевич,Русские женщины,1936,1635
Некрасов Виктор Платонович,Война и мир,2012,320
Пушкин Александр Сергеевич,Тихий Дон,1693,1461
Некрасов Виктор Платонович,Анна Каренина,1671,1082
Чехов Антон Павлович,Лёгкое дыхание,1703,1153
Тургенев Иван Сергеевич,Листопад,1411,1486
Некрасов Николай Алексеевич,Воскресение,1563,688
Толстой Алексей Николаевич,Тихий Дон,1410,854
Булгаков Михаил Афанасьевич,Вишнёвый сад,1368,412
Шолохов Михаил Александрович,Воскресение,1682,1350
Гоголь Николай Васильевич,Записки охотника,1479,377
Булгаков Михаил Афанасьевич,Русские женщины,1710,232
Шолохов Михаил Александрович,Первая любовь,1704,541
Достоевский Фёдор Михайлович,Тихий Дон,1563,1797
Толстой Лев Николаевич,Бесы,1896,1498
Некрасов Виктор Платонович,Хождение по мукам,1888,1179
Шолохов Михаил Александрович,Бесы,1330,801
Пушкин Александр Сергеевич,Аэлита,1417,54
Шолохов Михаил Александрович,Маленькая печальная повесть,1492,1617
Достоевский Фёдор Михайлович,Русские женщины,1890,1354
Бунин Иван Алексеевич,Ревизор,1565,802
Чехов Антон Павлович,Железная дорога,1357,329
Шолохов Михаил Александрович,Вий,1618,487
Чехов Антон Павлович,Записки охотника,1530,1364
Чехов Антон Павлович,Бесы,1658,806
Гоголь Николай Васильевич,Крестьянские дети,1651,845
Булгаков Михаил Афанасьевич,Записки охотника,1185,1175
Бунин Иван Алексеевич,Морфий,1422,1368
Толстой Алексей Николаевич,Хождение по мукам,1315,477
Булгаков Михаил Афанасьевич,Антоновские яблоки,1421,1443
Бунин Иван Алексеевич,Тихий Дон,1534,49
Тургенев Иван Сергеевич,Вий,1293,1605
Булгаков Михаил Афанасьевич,Медный всадник,1353,1708
Толстой Алексей Николаевич,Евгений Онегин,1405,411
Пушкин Александр Сергеевич,Детство,1702,1080
Бунин Иван Алексеевич,Крестьянские дети,1876,788
Некрасов Виктор Платонович,Донские рассказы,1352,1374
Некрасов Николай Алексеевич,Первая любовь,1543,141
Тургенев Иван Сергеевич,Ионыч,1559,1000
Толстой Алексей Николаевич,Железная дорога,1726,349
Тургенев Иван Сергеевич,Железная дорога,1281,1134
Некрасов Виктор Платонович,Лёгкое дыхание,1293,1740
Пушкин Александр Сергеевич,Хамелеон,1272,876
Бунин Иван Алексеевич,Анна Каренина,1553,1012
Гоголь Николай Васильевич,Аэлита,1148,247
Пушкин Александр Сергеевич,Хождение по мукам,1980,1770
Толстой Алексей Николаевич,Маленькая печальная повесть,1693,1985
Пушкин Александр Сергеевич,Лёгкое дыхание,1337,465
Некрасов Виктор Платонович,Мертвые души,1217,1661
Некрасов Виктор Платонович,Тарас Бульба,1358,1886
Бунин Иван Алексеевич,Рядовой Лютиков,1290,1745
Толстой Лев Николаевич,Морфий,1115,1965
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1531,776
Гоголь Николай Васильевич,Собачье сердце,2013,43
Толстой Лев Николаевич,Детство,1762,637
Толстой Лев Николаевич,Маленькая печальная повесть,1767,946
Толстой Лев Николаевич,Рядовой Лютиков,1541,26
Чехов Антон Павлович,Митина любовь,1575,663
Шолохов Михаил Александрович,Тарас Бульба,1503,1180
Гоголь Николай Васильевич,Морфий,1976,1543
Чехов Антон Павлович,Тихий Дон,1707,1487
Чехов Антон Павлович,Морфий,1399,572
Чехов Антон Павлович,Тихий Дон,1710,1158
Чехов Антон Павлович,Тёмные аллеи,1259,140
Гоголь Николай Васильевич,Пётр Первый,1909,1852
Некрасов Виктор Платонович,Ревизор,1765,899
Булгаков Михаил Афанасьевич,Война и мир,1642,663
Пушкин Александр Сергеевич,В окопах Сталинграда,1614,931
Достоевский Фёдор Михайлович,Война и мир,1663,1173
Тургенев Иван Сергеевич,Хождение по мукам,1958,1480
Некрасов Виктор Платонович,Тёмные аллеи,1953,1981
Тургенев Иван Сергеевич,Рядовой Лютиков,1992,151
Некрасов Виктор Платонович,Анна Каренина,1254,1408
Толстой Лев Николаевич,Дом с мезонином,1938,409
Булгаков Михаил Афанасьевич,Евгений Онегин,1845,516
Бунин Иван Алексеевич,В окопах Сталинграда,1473,402
Пушкин Александр Сергеевич,Ионыч,1839,1977
Некрасов Виктор Платонович,Братья Карамазовы,1524,607
Некрасов Николай Алексеевич,Вий,1979,1080
Чехов Антон Павлович,Вий,1247,521
Достоевский Фёдор Михайлович,Железная дорога,1108,157
Толстой Алексей Николаевич,Ася,1550,216
Толстой Алексей Николаевич,Ася,1373,561
Некрасов Николай Алексеевич,Русские женщины,1296,1343
Шолохов Михаил Александрович,Евгений Онегин,1161,697
Толстой Лев Николаевич,Белая гвардия,1570,1191
Бунин Иван Алексеевич,Судьба человека,1744,1390
Толстой Алексей Николаевич,Тихий Дон,1559,1413
Чехов Антон Павлович,Шинель,1166,1016
Бунин Иван Алексеевич,Тарас Бульба,1280,1163
Бунин Иван Алексеевич,Записки охотника,1284,1956
Тургенев Иван Сергеевич,Рядовой Лютиков,1651,460
Достоевский Фёдор Михайлович,Русские женщины,2022,209
Гоголь Николай Васильевич,Тарас Бульба,1102,1854
Тургенев Иван Сергеевич,Воскресение,1199,1784
Достоевский Фёдор Михайлович,Вишнёвый сад,1592,92
Бунин Иван Алексеевич,Воскресение,1720,1517
Шолохов Михаил Александрович,Детство,1775,1904
Пушкин Александр Сергеевич,Вишнёвый сад,1680,305
Чехов Антон Павлович,Анна Каренина,1768,915
Пушкин Александр Сергеевич,Записки охотника,1571,1412
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,2001,1074
Толстой Алексей Николаевич,Антоновские яблоки,1586,1080
Некрасов Виктор Платонович,Хамелеон,2001,398
Бунин Иван Алексеевич,Хождение по мукам,1872,811
Достоевский Фёдор Михайлович,Вий,1765,1407
Чехов Антон Павлович,Листопад,1452,644
Тургенев Иван Сергеевич,Детство,1881,916
Чехов Антон Павлович,Ионыч,1905,583
Тургенев Иван Сергеевич,Братья Карамазовы,1683,801
Толстой Алексей Николаевич,Тёмные аллеи,1277,1271
Некрасов Виктор Платонович,Русские женщины,1278,1545
Бунин Иван Алексеевич,Медный всадник,1932,1579
Тургенев Иван Сергеевич,Отцы и дети,1307,1930
Чехов Антон Павлович,Тарас Бульба,1407,876
Шолохов Михаил Александрович,Преступление и наказание,1371,364
Гоголь Николай Васильевич,Анна Каренина,1253,24
Пушкин Александр Сергеевич,Тихий Дон,1732,925
Чехов Антон Павлович,Лёгкое дыхание,1379,429
Гоголь Николай Васильевич,Анна Каренина,1536,45
Булгаков Михаил Афанасьевич,Железная дорога,1231,1203
Некрасов Николай Алексеевич,Медный всадник,2011,242
Бунин Иван Алексеевич,Рядовой Лютиков,1685,1730
Толстой Лев Николаевич,Война и мир,1792,1140
Шолохов Михаил Александрович,Белые ночи,1633,1362
Толстой Лев Николаевич,Детство,1817,1381
Некрасов Виктор Платонович,Тарас Бульба,1554,997
Гоголь Николай Васильевич,Донские рассказы,1627,1173
Некрасов Виктор Платонович,Братья Карамазовы,1465,1709
Тургенев Иван Сергеевич,Рядовой Лютиков,1761,63
Толстой Лев Николаевич,Мертвые души,1852,812
Некрасов Виктор Платонович,Мертвые души,1172,1902
Тургенев Иван Сергеевич,Первая любовь,1737,1942
Гоголь Николай Васильевич,Аэлита,1868,1924
Бунин Иван Алексеевич,Бесы,1559,400
Некрасов Виктор Платонович,Война и мир,1358,1674
Толстой Лев Николаевич,Преступление и наказание,1735,640
Пушкин Александр Сергеевич,Тихий Дон,1276,919
Толстой Лев Николаевич,Воскресение,1141,1598
Некрасов Виктор Платонович,Шинель,1241,171
Бунин Иван Алексеевич,Железная дорога,1986,1597
Толстой Алексей Николаевич,Хождение по мукам,1837,275
Гоголь Николай Васильевич,Отцы и дети,1622,1339
Достоевский Фёдор Михайлович,Медный всадник,1729,1668
Чехов Антон Павлович,Ионыч,1154,632
Некрасов Виктор Платонович,Железная дорога,1153,1922
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1467,1546
Пушкин Александр Сергеевич,Крестьянские дети,1655,865
Булгаков Михаил Афанасьевич,Идиот,1162,1205
Тургенев Иван Сергеевич,Пётр Первый,1413,365
Гоголь Николай Васильевич,В окопах Сталинграда,1173,1173
Шолохов Михаил Александрович,Тёмные аллеи,1493,1045
Толстой Алексей Николаевич,Тарас Бульба,1491,522
Толстой Алексей Николаевич,Ася,1863,781
Бунин Иван Алексеевич,Бесы,1870,802
Шолохов Михаил Александрович,Преступление и наказание,1940,272
Некрасов Виктор Платонович,Вишнёвый сад,1920,1637
Некрасов Николай Алексеевич,Отцы и дети,2017,688
Толстой Алексей Николаевич,Братья Карамазовы,1180,245
Чехов Антон Павлович,Хамелеон,1386,1760
Достоевский Фёдор Михайлович,Анна Каренина,1543,1558
Чехов Антон Павлович,Кому на Руси жить хорошо,1776,1961
Чехов Антон Павлович,Судьба человека,2026,1800
Толстой Алексей Николаевич,Хождение по мукам,1467,643
Достоевский Фёдор Михайлович,Медный всадник,1423,175
Пушкин Александр Сергеевич,Белая гвардия,1412,1723
Гоголь Николай Васильевич,Собачье сердце,1735,1278
Толстой Лев Николаевич,Пётр Первый,1391,556
Толстой Алексей Николаевич,Листопад,1488,1861
Тургенев Иван Сергеевич,Братья Карамазовы,1135,1240
Булгаков Михаил Афанасьевич,Аэлита,1915,1094
Толстой Алексей Николаевич,Евгений Онегин,1687,1386
Чехов Антон Павлович,Евгений Онегин,2000,1872
Толстой Алексей Николаевич,Ионыч,1865,1224
Достоевский Фёдор Михайлович,Анна Каренина,1813,303
Тургенев Иван Сергеевич,Рядовой Лютиков,1551,779
Пушкин Александр Сергеевич,Аэлита,2013,1690
Толстой Алексей Николаевич,Тёмные аллеи,1940,217
Некрасов Виктор Платонович,Пётр Первый,1380,1954
Пушкин Александр Сергеевич,Шинель,2017,428
Бунин Иван Алексеевич,Тихий Дон,1502,1358
Тургенев Иван Сергеевич,Анна Каренина,1420,1161
Гоголь Николай Васильевич,Тихий Дон,1137,1064
Толстой Лев Николаевич,Анна Каренина,1972,1268
Достоевский Фёдор Михайлович,Морфий,1119,53
Толстой Лев Николаевич,Мертвые души,1181,813
Некрасов Виктор Платонович,Русские женщины,1353,890
Достоевский Фёдор Михайлович,Пётр Первый,1625,446
Шолохов Михаил Александрович,Ася,1284,410
Шолохов Михаил Александрович,Детство,1432,1479
Бунин Иван Алексеевич,Ревизор,1555,39
Некрасов Николай Алексеевич,Пётр Первый,1742,694
Чехов Антон Павлович,Тёмные аллеи,1221,292
Достоевский Фёдор Михайлович,Воскресение,1204,640
Гоголь Николай Васильевич,Дама с собачкой,1837,1344
Шолохов Михаил Александрович,Железная дорога,1988,1551
Шолохов Михаил Александрович,Отцы и дети,1922,1735
Достоевский Фёдор Михайлович,Дама с собачкой,1253,19
Пушкин Александр Сергеевич,Идиот,1299,994
Достоевский Фёдор Михайлович,Первая любовь,1754,1960
Чехов Антон Павлович,Воскресение,1851,1348
Достоевский Фёдор Михайлович,Вий,1915,1774
Некрасов Виктор Платонович,Русские женщины,1603,299
Тургенев Иван Сергеевич,Братья Карамазовы,1810,816
Тургенев Иван Сергеевич,Антоновские яблоки,1496,1145
Пушкин Александр Сергеевич,Морфий,1205,93
Некрасов Николай Алексеевич,Евгений Онегин,1587,277
Некрасов Николай Алексеевич,Железная дорога,1623,822
Достоевский Фёдор Михайлович,Мертвые души,1184,520
Бунин Иван Алексеевич,Тарас Бульба,1500,1790
Шолохов Михаил Александрович,Аэлита,1954,741
Булгаков Михаил Афанасьевич,Евгений Онегин,1784,303
Гоголь Николай Васильевич,Ревизор,1628,1508
Булгаков Михаил Афанасьевич,Мертвые души,1609,546
Некрасов Николай Алексеевич,Война и мир,1412,1279
Достоевский Фёдор Михайлович,Антоновские яблоки,1816,1824
Тургенев Иван Сергеевич,Бесы,1819,89
Толстой Алексей Николаевич,Отцы и дети,1588,1837
Бунин Иван Алексеевич,Мертвые души,1463,1252
Некрасов Виктор Платонович,Морфий,1618,792
Булгаков Михаил Афанасьевич,Ревизор,1990,1392
Тургенев Иван Сергеевич,Записки охотника,1847,1640
Толстой Алексей Николаевич,Вишнёвый сад,1774,905
Шолохов Михаил Александрович,Морфий,1357,330
Толстой Лев Николаевич,Медный всадник,1892,869
Чехов Антон Павлович,Ася,1318,28
Толстой Лев Николаевич,Мастер и Маргарита,1802,289
Толстой Лев Николаевич,Братья Карамазовы,1523,797
Толстой Лев Николаевич,Листопад,1630,695
Шолохов Михаил Александрович,Мастер и Маргарита,1967,1288
Булгаков Михаил Афанасьевич,Дама с собачкой,1305,173
Толстой Лев Николаевич,Хождение по мукам,1755,232
Некрасов Николай Алексеевич,Анна Каренина,1411,1299
Некрасов Виктор Платонович,Дама с собачкой,1632,1514
Шолохов Михаил Александрович,Морфий,1766,828
Пушкин Александр Сергеевич,Анна Каренина,1548,1668
Чехов Антон Павлович,Донские рассказы,1159,1425
Пушкин Александр Сергеевич,Тарас Бульба,1393,497
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1558,518
Некрасов Николай Алексеевич,Медный всадник,1410,1612
Некрасов Виктор Платонович,Преступление и наказание,1184,1012
Пушкин Александр Сергеевич,Записки охотника,1471,1834
Тургенев Иван Сергеевич,Аэлита,2014,1975
Пушкин Александр Сергеевич,Детство,1248,1718
Гоголь Николай Васильевич,Детство,1238,1632
Шолохов Михаил Александрович,Отцы и дети,1558,1054
Толстой Лев Николаевич,Мастер и Маргарита,1256,390
Некрасов Николай Алексеевич,Крестьянские дети,1781,1364
Тургенев Иван Сергеевич,Шинель,1741,1663
Тургенев Иван Сергеевич,Вий,1854,103
Толстой Лев Николаевич,Тёмные аллеи,1934,1246
Толстой Лев Николаевич,Ася,1115,1639
Достоевский Фёдор Михайлович,Тарас Бульба,1416,897
Бунин Иван Алексеевич,Анна Каренина,1634,813
Пушкин Александр Сергеевич,Дом с мезонином,2023,1531
Бунин Иван Алексеевич,Донские рассказы,2024,705
Гоголь Николай Васильевич,Детство,1269,1639
Чехов Антон Павлович,Мертвые души,1608,1312
Толстой Лев Николаевич,Белая гвардия,1972,491
Некрасов Николай Алексеевич,Собачье сердце,1551,1498
Некрасов Николай Алексеевич,Листопад,1827,40
Гоголь Николай Васильевич,Собачье сердце,1626,990
Пушкин Александр Сергеевич,Собачье сердце,1897,1595
Тургенев Иван Сергеевич,Мертвые души,1640,1931
Шолохов Михаил Александрович,Рядовой Лютиков,1833,129
Толстой Алексей Николаевич,Русские женщины,1116,1998
Толстой Лев Николаевич,Маленькая печальная повесть,1402,88
Некрасов Николай Алексеевич,Анна Каренина,1179,1459
Толстой Лев Николаевич,Братья Карамазовы,1911,1908
Толстой Алексей Николаевич,Шинель,1483,1889
Пушкин Александр Сергеевич,Лёгкое дыхание,1615,1728
Гоголь Николай Васильевич,Мастер и Маргарита,1954,933
Бунин Иван Алексеевич,Лёгкое дыхание,1903,808
Пушкин Александр Сергеевич,Рядовой Лютиков,1270,749
Чехов Антон Павлович,Дом с мезонином,1767,233
Достоевский Фёдор Михайлович,Хождение по мукам,1785,191
Бунин Иван Алексеевич,Морфий,1851,1782
Некрасов Виктор Платонович,Хамелеон,1199,759
Булгаков Михаил Афанасьевич,Бесы,1746,336
Бунин Иван Алексеевич,Евгений Онегин,1966,420
Бунин Иван Алексеевич,Ионыч,1413,1011
Бунин Иван Алексеевич,Листопад,1581,1191
Толстой Алексей Николаевич,Белые ночи,1978,567
Булгаков Михаил Афанасьевич,Митина любовь,1603,1491
Шолохов Михаил Александрович,Евгений Онегин,1212,617
Гоголь Николай Васильевич,Бесы,2024,1969
Некрасов Виктор Платонович,Тёмные аллеи,1450,565
Бунин Иван Алексеевич,Анна Каренина,1837,1224
Бунин Иван Алексеевич,Идиот,1326,282
Некрасов Виктор Платонович,Бесы,1551,1553
Некрасов Виктор Платонович,Бесы,1682,866
Пушкин Александр Сергеевич,Анна Каренина,1164,376
Булгаков Михаил Афанасьевич,Война и мир,1968,993
Чехов Антон Павлович,Дама с собачкой,1873,1135
Некрасов Николай Алексеевич,Вий,1304,1681
Толстой Алексей Николаевич,Первая любовь,1726,695
Толстой Лев Николаевич,Медный всадник,1870,1243
Гоголь Николай Васильевич,Тихий Дон,1449,1586
Булгаков Михаил Афанасьевич,Тарас Бульба,1209,769
Тургенев Иван Сергеевич,Антоновские яблоки,1315,1425
Шолохов Михаил Александрович,Русские женщины,1864,750
Некрасов Николай Алексеевич,Медный всадник,1445,1124
Достоевский Фёдор Михайлович,Война и мир,1692,1459
Пушкин Александр Сергеевич,Хамелеон,2004,91
Пушкин Александр Сергеевич,Ионыч,1212,1715
Некрасов Виктор Платонович,Дама с собачкой,1713,865
Шолохов Михаил Александрович,Судьба человека,1725,625
Чехов Антон Павлович,Отцы и дети,1476,752
Бунин Иван Алексеевич,Хамелеон,1454,393
Тургенев Иван Сергеевич,Мастер и Маргарита,1218,905
Гоголь Николай Васильевич,Маленькая печальная повесть,1447,1061
Чехов Антон Павлович,Анна Каренина,1598,1191
Тургенев Иван Сергеевич,Идиот,1313,929
Некрасов Виктор Платонович,Белая гвардия,2009,1340
Некрасов Виктор Платонович,Донские рассказы,1419,1230
Шолохов Михаил Александрович,Маленькая печальная повесть,1108,1010
Толстой Лев Николаевич,Хамелеон,1928,1424
Некрасов Виктор Платонович,Хамелеон,1960,467
Пушкин Александр Сергеевич,Мастер и Маргарита,1804,1390
Достоевский Фёдор Михайлович,Братья Карамазовы,1630,1659
Пушкин Александр Сергеевич,Бесы,1425,1732
Некрасов Виктор Платонович,Шинель,1187,159
Некрасов Николай Алексеевич,Идиот,1733,343
Толстой Лев Николаевич,Анна Каренина,1407,33
Толстой Лев Николаевич,Хождение по мукам,1412,1806
Некрасов Виктор Платонович,Белые ночи,1837,1945
Чехов Антон Павлович,Рядовой Лютиков,1252,1280
Гоголь Николай Васильевич,Евгений Онегин,1987,1147
Достоевский Фёдор Михайлович,Хамелеон,1174,168
Гоголь Николай Васильевич,Дом с мезонином,1259,1265
Бунин Иван Алексеевич,Идиот,1804,1627
Толстой Лев Николаевич,Война и мир,1876,937
Бунин Иван Алексеевич,Детство,1832,969
Тургенев Иван Сергеевич,Листопад,1358,122
Тургенев Иван Сергеевич,Русские женщины,1450,1347
Шолохов Михаил Александрович,Листопад,1438,1764
Достоевский Фёдор Михайлович,Донские рассказы,1787,314
Гоголь Николай Васильевич,Мастер и Маргарита,1707,1781
Толстой Лев Николаевич,Медный всадник,1232,1316
Толстой Лев Николаевич,Хамелеон,1854,345
Булгаков Михаил Афанасьевич,Русские женщины,1970,1387
Толстой Алексей Николаевич,Отцы и дети,1967,1494
Бунин Иван Алексеевич,Донские рассказы,1178,106
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1557,1709
Булгаков Михаил Афанасьевич,Морфий,1942,368
Пушкин Александр Сергеевич,Воскресение,1796,268
Толстой Лев Николаевич,Листопад,1145,1121
Некрасов Николай Алексеевич,Первая любовь,1386,1757
Толстой Лев Николаевич,Дом с мезонином,1455,874
Бунин Иван Алексеевич,Детство,1699,1775
Бунин Иван Алексеевич,Морфий,1118,254
Толстой Алексей Николаевич,Дама с собачкой,1987,1013
Некрасов Николай Алексеевич,Идиот,1589,295
Булгаков Михаил Афанасьевич,Русские женщины,1988,1232
Чехов Антон Павлович,В окопах Сталинграда,1859,288
Булгаков Михаил Афанасьевич,Митина любовь,1280,308
Некрасов Николай Алексеевич,Русские женщины,2009,444
Шолохов Михаил Александрович,Белые ночи,1353,724
Некрасов Виктор Платонович,Хамелеон,1402,1888
Гоголь Николай Васильевич,Лёгкое дыхание,1797,958
Толстой Лев Николаевич,Ионыч,1849,685
Бунин Иван Алексеевич,Рядовой Лютиков,1584,630
Пушкин Александр Сергеевич,Анна Каренина,1512,204
Толстой Лев Николаевич,Митина любовь,1249,1946
Бунин Иван Алексеевич,Отцы и дети,1335,1809
Гоголь Николай Васильевич,Аэлита,1985,80
Пушкин Александр Сергеевич,Тёмные аллеи,1139,1736
Пушкин Александр Сергеевич,Судьба человека,1575,463
Тургенев Иван Сергеевич,Белые ночи,1305,1674
Некрасов Виктор Платонович,Листопад,1514,1549
Тургенев Иван Сергеевич,Вий,1824,583
Бунин Иван Алексеевич,Хождение по мукам,1398,525
Достоевский Фёдор Михайлович,Судьба человека,1738,1692
Гоголь Николай Васильевич,Дама с собачкой,1300,510
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1873,1523
Некрасов Виктор Платонович,Дом с мезонином,1688,441
Толстой Лев Николаевич,Дом с мезонином,1942,1331
Шолохов Михаил Александрович,Мертвые души,1161,106
Толстой Лев Николаевич,Анна Каренина,1449,1130
Пушкин Александр Сергеевич,Братья Карамазовы,1146,546
Гоголь Николай Васильевич,Белая гвардия,1113,1027
Гоголь Николай Васильевич,Собачье сердце,1483,669
Некрасов Виктор Платонович,Братья Карамазовы,1903,1562
Чехов Антон Павлович,Кому на Руси жить хорошо,1979,1239
Бунин Иван Алексеевич,Аэлита,1516,703
Толстой Алексей Николаевич,Мастер и Маргарита,1262,1444
Достоевский Фёдор Михайлович,Первая любовь,1538,234
Достоевский Фёдор Михайлович,Хождение по мукам,1352,848
Толстой Алексей Николаевич,В окопах Сталинграда,1279,363
Пушкин Александр Сергеевич,Судьба человека,1178,1259
Достоевский Фёдор Михайлович,Листопад,1147,1895
Шолохов Михаил Александрович,Пётр Первый,1590,1932
Некрасов Виктор Платонович,Хамелеон,1197,147
Тургенев Иван Сергеевич,Тарас Бульба,1576,1448
Пушкин Александр Сергеевич,Белые ночи,1449,26
Толстой Алексей Николаевич,Аэлита,1233,1501
Шолохов Михаил Александрович,Братья Карамазовы,1454,1284
Гоголь Николай Васильевич,Воскресение,1379,1471
Гоголь Николай Васильевич,Воскресение,1895,679
Тургенев Иван Сергеевич,Отцы и дети,1199,1548
Тургенев Иван Сергеевич,Записки охотника,1241,466
Толстой Алексей Николаевич,Железная дорога,2010,1371
Бунин Иван Алексеевич,Тёмные аллеи,1892,905
Толстой Лев Николаевич,Воскресение,1339,1639
Гоголь Николай Васильевич,Белая гвардия,1758,959
Толстой Лев Николаевич,Хождение по мукам,1224,1298
Толстой Алексей Николаевич,Идиот,1382,1798
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1280,363
Шолохов Михаил Александрович,Митина любовь,1951,493
Бунин Иван Алексеевич,Рядовой Лютиков,1485,1681
Толстой Алексей Николаевич,Дама с собачкой,1479,1524
Булгаков Михаил Афанасьевич,Дама с собачкой,1489,1285
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1300,1713
Гоголь Николай Васильевич,Железная дорога,1257,881
Некрасов Николай Алексеевич,Записки охотника,1750,603
Толстой Алексей Николаевич,Рядовой Лютиков,1437,1879
Булгаков Михаил Афанасьевич,Отцы и дети,1510,268
Толстой Лев Николаевич,В окопах Сталинграда,1770,1503
Тургенев Иван Сергеевич,Воскресение,1762,492
Толстой Лев Николаевич,Шинель,1262,1953
Тургенев Иван Сергеевич,Лёгкое дыхание,1246,1782
Достоевский Фёдор Михайлович,Хождение по мукам,1921,842
Толстой Лев Николаевич,Вий,1886,257
Булгаков Михаил Афанасьевич,Дама с собачкой,1732,628
Тургенев Иван Сергеевич,Хамелеон,1470,576
Некрасов Виктор Платонович,Ревизор,1310,1028
Булгаков Михаил Афанасьевич,Ионыч,1351,1258
Достоевский Фёдор Михайлович,Митина любовь,1705,1604
Достоевский Фёдор Михайлович,Воскресение,1732,502
Шолохов Михаил Александрович,Записки охотника,1905,833
Достоевский Фёдор Михайлович,Тихий Дон,1210,100
Толстой Алексей Николаевич,Аэлита,1412,1529
Гоголь Николай Васильевич,Братья Карамазовы,1107,1451
Пушкин Александр Сергеевич,Записки охотника,1525,248
Бунин Иван Алексеевич,Митина любовь,1165,1610
Некрасов Виктор Платонович,Лёгкое дыхание,1418,201
Толстой Лев Николаевич,Железная дорога,1849,846
Гоголь Николай Васильевич,Белые ночи,1882,1654
Шолохов Михаил Александрович,Ионыч,1449,910
Достоевский Фёдор Михайлович,Война и мир,1196,1056
Пушкин Александр Сергеевич,Ионыч,1125,1860
Некрасов Виктор Платонович,Морфий,1968,411
Некрасов Виктор Платонович,Судьба человека,1781,734
Толстой Алексей Николаевич,Записки охотника,1194,1702
Достоевский Фёдор Михайлович,Детство,1409,45
Гоголь Николай Васильевич,Ася,1155,772
Тургенев Иван Сергеевич,Тарас Бульба,1684,984
Пушкин Александр Сергеевич,Аэлита,1395,1350
Булгаков Михаил Афанасьевич,Белая гвардия,1649,1007
Толстой Алексей Николаевич,Преступление и наказание,1327,1319
Бунин Иван Алексеевич,Тёмные аллеи,1139,1038
Бунин Иван Алексеевич,Война и мир,1457,1631
