author,title,year,pages
Маяковский Владимир Владимирович,Митина любовь,2007,1450
Шолохов Михаил Александрович,Хождение по мукам,1994,1113
Петров Евгений Петрович,Рядовой Лютиков,1895,1064
Грибоедов Александр Сергеевич,Ася,1948,791
Мандельштам Осип Эмильевич,Судьба человека,1968,273
Набоков Владимир Владимирович,Анна Каренина,1839,1305
Есенин Сергей Александрович,Железная дорога,1838,591
Стругацкий Борис Натанович,Преступление и наказание,1928,66
Бунин Иван Алексеевич,Тарас Бульба,1862,1001
Лесков Николай Семёнович,Записки охотника,1835,678
Ильф Илья Арнольдович,Мертвые души,1918,865
Чернышевский Николай Гаврилович,Братья Карамазовы,2009,599
Пушкин Александр Сергеевич,Собачье сердце,1886,337
Куприн Александр Иванович,Братья Карамазовы,1991,223
Блок Александр Александрович,Медный всадник,1990,201
Грибоедов Александр Сергеевич,Судьба человека,1954,1076
Добролюбов Николай Александрович,Медный всадник,1922,605
Добролюбов Николай Александрович,Тихий Дон,1832,800
Пушкин Александр Сергеевич,Лёгкое дыхание,1922,910
Стругацкий Борис Натанович,Хождение по мукам,1851,1171
Толстой Лев Николаевич,Дом с мезонином,1986,1468
Толстой Лев Николаевич,Дама с собачкой,1968,707
Салтыков-Щедрин Михаил Евграфович,Дама с собачкой,1977,313
Бродский Иосиф Александрович,Митина любовь,1906,1247
Ахматова Анна Андреевна,Записки охотника,1989,551
Гоголь Николай Васильевич,Донские рассказы,1865,477
Грибоедов Александр Сергеевич,Шинель,1956,1368
Толстой Лев Николаевич,Бесы,1823,1372
Грин Александр Степанович,Аэлита,1830,87
Толстой Лев Николаевич,Анна Каренина,1875,955
Лесков Николай Семёнович,Отцы и дети,1877,797
Есенин Сергей Александрович,Шинель,1865,1312
Добролюбов Николай Александрович,Евгений Онегин,1917,950
Куприн Александр Иванович,Рядовой Лютиков,1930,1191
Цветаева Марина Ивановна,Преступление и наказание,1826,218
Чернышевский Николай Гаврилович,Ревизор,1883,1275
Толстой Лев Николаевич,Воскресение,1978,778
Лермонтов Михаил Юрьевич,Бесы,1968,1325
Шолохов Михаил Александрович,В окопах Сталинграда,1902,349
Горький Максим,Ревизор,1910,1363
Пастернак Борис Леонидович,Рядовой Лютиков,1833,863
Салтыков-Щедрин Михаил Евграфович,Хождение по мукам,1924,465
Пастернак Борис Леонидович,Мертвые души,2024,734
Тургенев Иван Сергеевич,Судьба человека,2010,769
Гоголь Николай Васильевич,Морфий,1896,1454
Куприн Александр Иванович,Дама с собачкой,1858,1113
Гоголь Николай Васильевич,Крестьянские дети,1830,1191
Толстой Лев Николаевич,Дом с мезонином,1966,1429
Пастернак Борис Леонидович,Кому на Руси жить хорошо,1873,1053
Толстой Лев Николаевич,Тарас Бульба,2020,162
Платонов Андрей Платонович,Медный всадник,1907,181
Бунин Иван Алексеевич,Мертвые души,1925,150
Стругацкий Борис Натанович,Медный всадник,1878,740
Ильф Илья Арнольдович,Ионыч,1901,611
Лесков Николай Семёнович,Донские рассказы,1952,459
Замятин Евгений Иванович,Вий,1842,546
Мандельштам Осип Эмильевич,Антоновские яблоки,1947,470
Куприн Александр Иванович,Анна Каренина,1996,316
Булгаков Михаил Афанасьевич,Бесы,1881,1321
Некрасов Виктор Платонович,Рядовой Лютиков,1984,90
Толстой Лев Николаевич,Война и мир,1818,1375
Есенин Сергей Александрович,Митина любовь,1843,1409
Ахматова Анна Андреевна,Ася,1833,1113
Достоевский Фёдор Михайлович,Тихий Дон,1916,209
Добролюбов Николай Александрович,Рядовой Лютиков,2017,1367
Толстой Лев Николаевич,Евгений Онегин,1983,671
Островский Александр Николаевич,Ревизор,1989,1494
Лесков Николай Семёнович,Отцы и дети,1872,1472
Пушкин Александр Сергеевич,Мастер и Маргарита,1983,721
Булгаков Михаил Афанасьевич,Дом с мезонином,1882,1418
Блок Александр Александрович,Анна Каренина,1854,1089
Бунин Иван Алексеевич,Вишнёвый сад,1957,1043
Ахматова Анна Андреевна,Тихий Дон,1909,348
Лесков Николай Семёнович,Листопад,2022,953
Толстой Лев Николаевич,Мастер и Маргарита,2014,1248
Салтыков-Щедрин Михаил Евграфович,Железная дорога,1999,104
Толстой Лев Николаевич,Отцы и дети,2015,475
Горький Максим,Листопад,1945,1089
Бродский Иосиф Александрович,Донские рассказы,1861,590
Куприн Александр Иванович,Анна Каренина,1943,332
Куприн Александр Иванович,Рядовой Лютиков,1846,1276
Ахматова Анна Андреевна,Вишнёвый сад,1973,805
Салтыков-Щедрин Михаил Евграфович,Хождение по мукам,1884,679
Толстой Лев Николаевич,Детство,1805,303
Тургенев Иван Сергеевич,Аэлита,1942,902
Толстой Лев Николаевич,Шинель,2016,1437
Беляев Александр Романович,Судьба человека,1993,512
Куприн Александр Иванович,Ревизор,1856,774
Стругацкий Борис Натанович,Дама с собачкой,1900,1054
Замятин Евгений Иванович,Анна Каренина,1987,53
Толстой Лев Николаевич,Антоновские яблоки,1918,471
Булгаков Михаил Афанасьевич,Дом с мезонином,1802,918
Пушкин Александр Сергеевич,Идиот,1811,485
Чернышевский Николай Гаврилович,Антоновские яблоки,1872,83
Некрасов Николай Алексеевич,Шинель,1894,936
Ильф Илья Арнольдович,Рядовой Лютиков,1914,1169
Некрасов Виктор Платонович,Тихий Дон,1930,480
Бунин Иван Алексеевич,Преступление и наказание,1866,743
Маяковский Владимир Владимирович,Детство,1915,950
Гоголь Николай Васильевич,Собачье сердце,1982,1202
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1960,669
Горький Максим,Тарас Бульба,1868,74
Грин Александр Степанович,Медный всадник,1996,1014
Островский Александр Николаевич,Братья Карамазовы,1864,1103
Толстой Лев Николаевич,Белая гвардия,1900,576
Тургенев Иван Сергеевич,Русские женщины,1850,217
Толстой Алексей Николаевич,Тарас Бульба,1952,251
Ахматова Анна Андреевна,Морфий,1830,628
Толстой Лев Николаевич,Записки охотника,1942,704
Стругацкий Аркадий Натанович,Детство,1924,1306
Грибоедов Александр Сергеевич,Рядовой Лютиков,1923,88
Бунин Иван Алексеевич,Записки охотника,1896,986
Грин Александр Степанович,Вий,1907,585
Беляев Александр Романович,Мастер и Маргарита,1804,62
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1860,1328
Пастернак Борис Леонидович,Белая гвардия,1989,793
Добролюбов Николай Александрович,Листопад,1852,801
Булгаков Михаил Афанасьевич,Митина любовь,1804,1266
Шолохов Михаил Александрович,Война и мир,1845,357
Куприн Александр Иванович,Железная дорога,1888,1059
Толстой Алексей Николаевич,Донские рассказы,1863,1453
Петров Евгений Петрович,Воскресение,2003,585
Чехов Антон Павлович,Мастер и Маргарита,1997,714
Пастернак Борис Леонидович,Тёмные аллеи,1911,645
Толстой Лев Николаевич,Хамелеон,1809,992
Гоголь Николай Васильевич,Медный всадник,1960,1426
Чехов Антон Павлович,Лёгкое дыхание,1888,841
Толстой Лев Николаевич,Дом с мезонином,1894,1149
Толстой Алексей Николаевич,Дама с собачкой,1996,159
Некрасов Николай Алексеевич,Антоновские яблоки,1980,1224
Платонов Андрей Платонович,Тёмные аллеи,1947,1045
Толстой Лев Николаевич,Идиот,1833,576
Куприн Александр Иванович,Вишнёвый сад,1937,980
Стругацкий Аркадий Натанович,Хождение по мукам,1941,595
Беляев Александр Романович,Железная дорога,1872,134
Толстой Лев Николаевич,Тёмные аллеи,2020,705
Маяковский Владимир Владимирович,Крестьянские дети,1908,59
Горький Максим,Маленькая печальная повесть,2003,345
Пушкин Александр Сергеевич,Медный всадник,1883,1030
Куприн Александр Иванович,Донские рассказы,1924,1479
Беляев Александр Романович,Лёгкое дыхание,1928,983
Толстой Лев Николаевич,В окопах Сталинграда,1807,594
Салтыков-Щедрин Михаил Евграфович,Евгений Онегин,1998,408
Лермонтов Михаил Юрьевич,Идиот,1858,695
Куприн Александр Иванович,Маленькая печальная повесть,2015,152
Толстой Алексей Николаевич,Шинель,1803,183
Платонов Андрей Платонович,Братья Карамазовы,1989,1278
Островский Александр Николаевич,Вишнёвый сад,1913,1337
Некрасов Николай Алексеевич,Собачье сердце,2000,539
Ильф Илья Арнольдович,Ася,1802,1135
Шолохов Михаил Александрович,Мастер и Маргарита,1962,1275
Пастернак Борис Леонидович,Вишнёвый сад,1885,1087
Салтыков-Щедрин Михаил Евграфович,Белая гвардия,1934,975
Стругацкий Аркадий Натанович,Судьба человека,2000,869
Гоголь Николай Васильевич,Ионыч,1858,1400
Куприн Александр Иванович,Тёмные аллеи,1908,1071
Салтыков-Щедрин Михаил Евграфович,Записки охотника,1808,406
Замятин Евгений Иванович,Идиот,1830,516
Куприн Александр Иванович,Мертвые души,1953,1188
Петров Евгений Петрович,Донские рассказы,1964,102
Гоголь Николай Васильевич,Братья Карамазовы,1973,441
Стругацкий Аркадий Натанович,Крестьянские дети,2019,753
Толстой Лев Николаевич,Бесы,1843,364
Стругацкий Борис Натанович,Хамелеон,1991,256
Некрасов Николай Алексеевич,Хождение по мукам,1904,1119
Чехов Антон Павлович,Вишнёвый сад,1943,860
Некрасов Николай Алексеевич,Белые ночи,1823,311
Платонов Андрей Платонович,Отцы и дети,1948,759
Куприн Александр Иванович,Братья Карамазовы,1937,1000
Добролюбов Николай Александрович,Ионыч,1832,1156
Стругацкий Борис Натанович,Медный всадник,1830,1212
Тургенев Иван Сергеевич,Русские женщины,2015,753
Есенин Сергей Александрович,Ася,1962,1418
Ильф Илья Арнольдович,Русские женщины,2018,294
Петров Евгений Петрович,Маленькая печальная повесть,1817,1377
Есенин Сергей Александрович,Пётр Первый,1964,1249
Замятин Евгений Иванович,Железная дорога,2002,946
Платонов Андрей Платонович,Идиот,1843,423
Петров Евгений Петрович,Митина любовь,1908,1117
Блок Александр Александрович,Маленькая печальная повесть,2012,1013
Цветаева Марина Ивановна,Листопад,1909,1242
Толстой Лев Николаевич,Кому на Руси жить хорошо,1989,409
Толстой Лев Николаевич,Маленькая печальная повесть,1923,236
Некрасов Виктор Платонович,Братья Карамазовы,2016,107
Ахматова Анна Андреевна,Дом с мезонином,2011,629
Замятин Евгений Иванович,Митина любовь,1968,1000
Достоевский Фёдор Михайлович,Ася,1859,783
Грин Александр Степанович,Братья Карамазовы,1833,780
Замятин Евгений Иванович,Кому на Руси жить хорошо,1844,204
Толстой Лев Николаевич,Мастер и Маргарита,1809,475
Грин Александр Степанович,Шинель,1905,1163
Добролюбов Николай Александрович,Тёмные аллеи,1803,1132
Куприн Александр Иванович,Митина любовь,1971,346
Толстой Лев Николаевич,Вишнёвый сад,1982,392
Пушкин Александр Сергеевич,Белая гвардия,1954,233
Стругацкий Аркадий Натанович,Преступление и наказание,1832,1417
Некрасов Виктор Платонович,Аэлита,1988,688
Чехов Антон Павлович,Евгений Онегин,1845,1247
Набоков Владимир Владимирович,Преступление и наказание,2023,153
Бродский Иосиф Александрович,Война и мир,1941,1320
Мандельштам Осип Эмильевич,Записки охотника,1809,915
Лермонтов Михаил Юрьевич,Собачье сердце,1837,144
Замятин Евгений Иванович,Листопад,1901,127
Блок Александр Александрович,Хамелеон,2023,282
Лесков Николай Семёнович,Русские женщины,2002,1313
Толстой Лев Николаевич,Вишнёвый сад,1848,1250
Толстой Лев Николаевич,Железная дорога,1815,1269
Беляев Александр Романович,Хамелеон,2024,965
Булгаков Михаил Афанасьевич,Пётр Первый,1893,810
Ахматова Анна Андреевна,Записки охотника,2019,555
Цветаева Марина Ивановна,Белые ночи,1886,1089
Бунин Иван Алексеевич,Митина любовь,1827,1000
Некрасов Николай Алексеевич,Тихий Дон,1810,500
Грибоедов Александр Сергеевич,Ревизор,1809,1315
Салтыков-Щедрин Михаил Евграфович,Аэлита,1992,326
Толстой Лев Николаевич,Листопад,1837,393
Толстой Лев Николаевич,Записки охотника,2019,632
Есенин Сергей Александрович,Листопад,1848,481
Стругацкий Борис Натанович,Детство,1902,1064
Блок Александр Александрович,Морфий,1816,147
Бунин Иван Алексеевич,Ревизор,1851,233
Толстой Алексей Николаевич,Ревизор,1997,946
Ахматова Анна Андреевна,Дама с собачкой,1988,1228
Грибоедов Александр Сергеевич,Крестьянские дети,1984,308
Стругацкий Борис Натанович,Идиот,1969,1198
Беляев Александр Романович,Пётр Первый,1879,1349
Куприн Александр Иванович,Вий,2006,352
Толстой Лев Николаевич,Собачье сердце,1927,291
Достоевский Фёдор Михайлович,Записки охотника,1999,1437
Набоков Владимир Владимирович,Ревизор,1966,1379
Гоголь Николай Васильевич,Детство,2025,457
Тургенев Иван Сергеевич,Хождение по мукам,1920,906
Замятин Евгений Иванович,Записки охотника,1877,414
Тургенев Иван Сергеевич,Русские женщины,1902,1174
Лермонтов Михаил Юрьевич,Антоновские яблоки,1881,854
Толстой Лев Николаевич,Детство,1822,1158
Бунин Иван Алексеевич,Отцы и дети,1919,199
Грибоедов Александр Сергеевич,Анна Каренина,1853,1265
Достоевский Фёдор Михайлович,Железная дорога,2011,481
Толстой Лев Николаевич,Идиот,1996,686
Чехов Антон Павлович,Анна Каренина,1839,247
Горький Максим,Анна Каренина,1961,736
Чехов Антон Павлович,Идиот,1909,1483
Чернышевский Николай Гаврилович,Первая любовь,1821,970
Булгаков Михаил Афанасьевич,Братья Карамазовы,1905,498
Беляев Александр Романович,Дама с собачкой,1893,791
Гоголь Николай Васильевич,Хамелеон,1870,560
Лермонтов Михаил Юрьевич,Русские женщины,1869,227
Тургенев Иван Сергеевич,Тихий Дон,1969,1363
Толстой Лев Николаевич,Анна Каренина,2016,1223
Булгаков Михаил Афанасьевич,Белая гвардия,2017,1239
Маяковский Владимир Владимирович,Тёмные аллеи,1925,1051
Толстой Лев Николаевич,Железная дорога,1955,1230
Булгаков Михаил Афанасьевич,Тихий Дон,2005,1186
Толстой Лев Николаевич,Мертвые души,1877,619
Чехов Антон Павлович,Тихий Дон,1918,222
Чернышевский Николай Гаврилович,Хождение по мукам,1834,1050
Толстой Лев Николаевич,Хождение по мукам,1958,1490
Стругацкий Аркадий Натанович,Отцы и дети,1876,135
Цветаева Марина Ивановна,Морфий,1888,556
Лермонтов Михаил Юрьевич,Железная дорога,1855,1374
Грибоедов Александр Сергеевич,Ионыч,1968,205
Цветаева Марина Ивановна,Аэлита,1838,500
Шолохов Михаил Александрович,Тёмные аллеи,1857,226
Беляев Александр Романович,Анна Каренина,1925,51
Маяковский Владимир Владимирович,Листопад,1844,369
Стругацкий Аркадий Натанович,Аэлита,1893,1387
Некрасов Виктор Платонович,Ревизор,1851,1435
Достоевский Фёдор Михайлович,Хамелеон,1921,620
Пастернак Борис Леонидович,Железная дорога,1922,247
Блок Александр Александрович,Мастер и Маргарита,1982,1472
Чернышевский Николай Гаврилович,Морфий,2000,995
Лесков Николай Семёнович,Бесы,1958,613
Беляев Александр Романович,Антоновские яблоки,1902,711
Стругацкий Аркадий Натанович,Записки охотника,1929,237
Платонов Андрей Платонович,Евгений Онегин,1802,696
Цветаева Марина Ивановна,Анна Каренина,1975,1295
Шолохов Михаил Александрович,Аэлита,1990,603
Гоголь Николай Васильевич,Собачье сердце,1986,548
Островский Александр Николаевич,Анна Каренина,1810,587
Платонов Андрей Платонович,Железная дорога,1872,691
Лермонтов Михаил Юрьевич,Отцы и дети,1879,1056
Добролюбов Николай Александрович,Мертвые души,1891,1177
Тургенев Иван Сергеевич,Преступление и наказание,1836,995
Достоевский Фёдор Михайлович,Мертвые души,1828,549
Беляев Александр Романович,Детство,1901,754
Лермонтов Михаил Юрьевич,Бесы,1894,1260
Шолохов Михаил Александрович,Шинель,1862,1321
Тургенев Иван Сергеевич,Тарас Бульба,1985,538
Грин Александр Степанович,Хождение по мукам,1828,59
Толстой Лев Николаевич,Ревизор,1905,352
Блок Александр Александрович,Крестьянские дети,1893,673
Куприн Александр Иванович,Евгений Онегин,1833,220
Бунин Иван Алексеевич,Мертвые души,2013,1370
Толстой Лев Николаевич,Железная дорога,1846,170
Островский Александр Николаевич,Судьба человека,1848,969
Маяковский Владимир Владимирович,Железная дорога,1908,163
Некрасов Николай Алексеевич,Дом с мезонином,1872,60
Замятин Евгений Иванович,Морфий,1870,160
Есенин Сергей Александрович,Вишнёвый сад,1880,1040
Островский Александр Николаевич,Морфий,1975,291
Толстой Лев Николаевич,Судьба человека,1850,1371
Пушкин Александр Сергеевич,Крестьянские дети,1841,806
Толстой Лев Николаевич,Преступление и наказание,1845,638
Булгаков Михаил Афанасьевич,Записки охотника,1973,328
Цветаева Марина Ивановна,Анна Каренина,1806,865
Грибоедов Александр Сергеевич,Кому на Руси жить хорошо,1960,1154
Грин Александр Степанович,Первая любовь,1839,1074
Островский Александр Николаевич,Отцы и дети,1842,1414
Куприн Александр Иванович,Шинель,1922,1430
Добролюбов Николай Александрович,Хождение по мукам,1861,1249
Толстой Лев Николаевич,Рядовой Лютиков,1930,1056
Салтыков-Щедрин Михаил Евграфович,Бесы,1957,1204
Тургенев Иван Сергеевич,В окопах Сталинграда,1897,937
Чернышевский Николай Гаврилович,Хождение по мукам,1890,639
Стругацкий Борис Натанович,Братья Карамазовы,1851,434
Гоголь Николай Васильевич,Вишнёвый сад,1887,246
Ильф Илья Арнольдович,Воскресение,1900,1128
Пастернак Борис Леонидович,Листопад,1803,661
Маяковский Владимир Владимирович,Крестьянские дети,1956,308
Достоевский Фёдор Михайлович,Идиот,1979,192
Бунин Иван Алексеевич,Железная дорога,1898,1415
Толстой Лев Николаевич,Хамелеон,1974,1100
Достоевский Фёдор Михайлович,Антоновские яблоки,2001,1224
Беляев Александр Романович,Морфий,1961,333
Толстой Лев Николаевич,Русские женщины,1929,919
Платонов Андрей Платонович,Антоновские яблоки,1817,510
Стругацкий Аркадий Натанович,Митина любовь,1839,911
Пастернак Борис Леонидович,Белая гвардия,1838,1053
Толстой Алексей Николаевич,Дом с мезонином,1809,1134
Островский Александр Николаевич,Братья Карамазовы,1962,439
Толстой Лев Николаевич,Дама с собачкой,1933,982
Есенин Сергей Александрович,Кому на Руси жить хорошо,1907,416
Замятин Евгений Иванович,Судьба человека,1802,1085
Ильф Илья Арнольдович,Донские рассказы,1823,803
Блок Александр Александрович,Записки охотника,2020,748
Цветаева Марина Ивановна,Шинель,1991,389
Чехов Антон Павлович,Тихий Дон,1886,1229
Ахматова Анна Андреевна,Бесы,1979,1327
Чехов Антон Павлович,Дом с мезонином,1926,351
Достоевский Фёдор Михайлович,Русские женщины,1816,1188
Лесков Николай Семёнович,Медный всадник,1876,1457
Толстой Лев Николаевич,В окопах Сталинграда,1947,1175
Чернышевский Николай Гаврилович,Хамелеон,1982,461
Пастернак Борис Леонидович,Русские женщины,1908,559
Толстой Лев Николаевич,Евгений Онегин,1929,1483
Пастернак Борис Леонидович,Ревизор,1877,495
Стругацкий Борис Натанович,Белая гвардия,1837,1225
Бродский Иосиф Александрович,Вишнёвый сад,1978,60
Платонов Андрей Платонович,Рядовой Лютиков,1838,666
Лермонтов Михаил Юрьевич,Шинель,1917,1012
Блок Александр Александрович,Донские рассказы,1926,170
Лесков Николай Семёнович,Преступление и наказание,1985,587
Бродский Иосиф Александрович,Собачье сердце,1862,174
Замятин Евгений Иванович,Братья Карамазовы,1935,145
Тургенев Иван Сергеевич,Медный всадник,2011,1348
Петров Евгений Петрович,Хамелеон,1864,398
Чернышевский Николай Гаврилович,Лёгкое дыхание,1888,636
Островский Александр Николаевич,Пётр Первый,1855,276
Салтыков-Щедрин Михаил Евграфович,Пётр Первый,1865,1454
Цветаева Марина Ивановна,Митина любовь,2018,1029
Стругацкий Аркадий Натанович,Антоновские яблоки,1857,523
Цветаева Марина Ивановна,Записки охотника,1978,234
Толстой Лев Николаевич,Дама с собачкой,1804,1172
Тургенев Иван Сергеевич,Записки охотника,1804,525
Толстой Лев Николаевич,Крестьянские дети,1948,1084
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1977,475
Добролюбов Николай Александрович,Пётр Первый,1848,644
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1857,837
Толстой Лев Николаевич,Вий,1822,1395
Блок Александр Александрович,Ревизор,1875,1230
Булгаков Михаил Афанасьевич,Тарас Бульба,1828,273
Толстой Алексей Николаевич,Донские рассказы,1821,84
Некрасов Виктор Платонович,Детство,1938,1443
Некрасов Виктор Платонович,Евгений Онегин,1873,1360
Ахматова Анна Андреевна,Мастер и Маргарита,1958,1488
Пушкин Александр Сергеевич,Антоновские яблоки,1806,841
Платонов Андрей Платонович,Донские рассказы,1884,859
Некрасов Николай Алексеевич,Пётр Первый,1844,748
Толстой Лев Николаевич,Шинель,1827,1263
Некрасов Виктор Платонович,В окопах Сталинграда,1830,1364
Платонов Андрей Платонович,Идиот,2011,1165
Стругацкий Борис Натанович,Железная дорога,1867,375
Бродский Иосиф Александрович,Железная дорога,1954,127
Есенин Сергей Александрович,Собачье сердце,2017,1037
Грин Александр Степанович,Русские женщины,1888,159
Набоков Владимир Владимирович,Мертвые души,1859,1316
Достоевский Фёдор Михайлович,Детство,1847,1321
Мандельштам Осип Эмильевич,Крестьянские дети,1817,1214
Пастернак Борис Леонидович,Лёгкое дыхание,1878,559
Некрасов Николай Алексеевич,Ионыч,1989,1243
Толстой Лев Николаевич,Кому на Руси жить хорошо,2000,67
Грибоедов Александр Сергеевич,Кому на Руси жить хорошо,2001,1347
Цветаева Марина Ивановна,Первая любовь,1898,323
Цветаева Марина Ивановна,Идиот,1807,1468
Бродский Иосиф Александрович,Кому на Руси жить хорошо,2019,1244
Мандельштам Осип Эмильевич,Евгений Онегин,1876,1255
Грин Александр Степанович,В окопах Сталинграда,1913,1127
Чернышевский Николай Гаврилович,Белые ночи,1869,1417
Достоевский Фёдор Михайлович,Мастер и Маргарита,1913,1201
Чернышевский Николай Гаврилович,Маленькая печальная повесть,1921,232
Толстой Лев Николаевич,Донские рассказы,1957,648
Некрасов Виктор Платонович,Воскресение,1884,169
Горький Максим,Русские женщины,1884,497
Чехов Антон Павлович,Преступление и наказание,1934,1342
Ильф Илья Арнольдович,Ревизор,2008,277
Петров Евгений Петрович,Детство,1973,733
Добролюбов Николай Александрович,Хамелеон,1853,358
Грин Александр Степанович,Судьба человека,2025,426
Достоевский Фёдор Михайлович,Донские рассказы,1965,905
Добролюбов Николай Александрович,Железная дорога,1860,863
Островский Александр Николаевич,Преступление и наказание,1932,617
Островский Александр Николаевич,Анна Каренина,1829,399
Толстой Лев Николаевич,Вишнёвый сад,2023,80
Островский Александр Николаевич,Дама с собачкой,1972,1468
Шолохов Михаил Александрович,Преступление и наказание,1982,1200
Пастернак Борис Леонидович,Детство,1853,421
Толстой Лев Николаевич,Железная дорога,1979,343
Островский Александр Николаевич,Антоновские яблоки,1841,1042
Куприн Александр Иванович,Белая гвардия,1975,1107
Толстой Лев Николаевич,Тёмные аллеи,1943,644
Есенин Сергей Александрович,Вий,1813,741
Некрасов Виктор Платонович,Кому на Руси жить хорошо,1895,1244
Куприн Александр Иванович,Тёмные аллеи,2006,996
Гоголь Николай Васильевич,Бесы,1923,1184
Ильф Илья Арнольдович,Шинель,1805,125
Некрасов Виктор Платонович,Кому на Руси жить хорошо,2017,949
Добролюбов Николай Александрович,Кому на Руси жить хорошо,1832,1460
Замятин Евгений Иванович,Собачье сердце,1950,727
Грин Александр Степанович,Воскресение,1893,1488
Некрасов Виктор Платонович,Евгений Онегин,1803,72
Стругацкий Борис Натанович,Ионыч,1844,293
Пушкин Александр Сергеевич,Листопад,1982,848
Гоголь Николай Васильевич,Собачье сердце,2006,871
Ахматова Анна Андреевна,Тарас Бульба,1880,167
Куприн Александр Иванович,Бесы,1989,754
Толстой Алексей Николаевич,Донские рассказы,1959,1351
Салтыков-Щедрин Михаил Евграфович,Воскресение,1801,941
Блок Александр Александрович,Война и мир,1973,1149
Бунин Иван Алексеевич,Рядовой Лютиков,1810,1451
Булгаков Михаил Афанасьевич,Морфий,1808,1253
Лесков Николай Семёнович,Братья Карамазовы,1932,662
Толстой Лев Николаевич,Ася,1929,974
Мандельштам Осип Эмильевич,Тёмные аллеи,1810,1320
Толстой Лев Николаевич,Анна Каренина,1984,948
Чернышевский Николай Гаврилович,Ионыч,1823,405
Пушкин Александр Сергеевич,Отцы и дети,1868,1257
Островский Александр Николаевич,Белые ночи,1914,688
Чехов Антон Павлович,Белые ночи,1904,159
Толстой Алексей Николаевич,Тихий Дон,1927,675
Толстой Лев Николаевич,Медный всадник,1927,904
Достоевский Фёдор Михайлович,Железная дорога,1812,1171
Грибоедов Александр Сергеевич,Тихий Дон,1843,1400
Толстой Лев Николаевич,Судьба человека,1994,1025
Бродский Иосиф Александрович,Хамелеон,1985,1352
Толстой Лев Николаевич,Война и мир,1812,935
Добролюбов Николай Александрович,Братья Карамазовы,1825,205
Добролюбов Николай Александрович,Медный всадник,1914,1141
Ильф Илья Арнольдович,Идиот,2001,1194
Грибоедов Александр Сергеевич,Кому на Руси жить хорошо,1964,177
Булгаков Михаил Афанасьевич,Вишнёвый сад,1980,1072
Некрасов Виктор Платонович,Воскресение,1845,1256
Достоевский Фёдор Михайлович,Записки охотника,1912,1298
Замятин Евгений Иванович,Собачье сердце,1937,654
Толстой Лев Николаевич,Анна Каренина,1836,403
Горький Максим,Идиот,1927,432
Гоголь Николай Васильевич,Крестьянские дети,1983,435
Стругацкий Аркадий Натанович,Шинель,1833,984
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1919,615
Замятин Евгений Иванович,Пётр Первый,1946,1354
Добролюбов Николай Александрович,Тарас Бульба,1817,1256
Островский Александр Николаевич,Листопад,1808,506
Горький Максим,Преступление и наказание,1986,1416
Тургенев Иван Сергеевич,В окопах Сталинграда,1905,361
Петров Евгений Петрович,Анна Каренина,1953,1446
Некрасов Николай Алексеевич,Медный всадник,1931,752
Ильф Илья Арнольдович,Хамелеон,1990,1472
Пушкин Александр Сергеевич,Хождение по мукам,1817,745
Стругацкий Борис Натанович,Железная дорога,1875,576
Толстой Лев Николаевич,Листопад,1857,139
Достоевский Фёдор Михайлович,Воскресение,1984,1288
Грибоедов Александр Сергеевич,Записки охотника,1963,301
Толстой Лев Николаевич,Крестьянские дети,1853,1219
Толстой Алексей Николаевич,Хождение по мукам,1876,104
Платонов Андрей Платонович,Собачье сердце,2005,302
Толстой Лев Николаевич,Тёмные аллеи,1820,313
Маяковский Владимир Владимирович,Кому на Руси жить хорошо,1943,607
Толстой Алексей Николаевич,Бесы,1927,647
Тургенев Иван Сергеевич,Белые ночи,1856,814
Салтыков-Щедрин Михаил Евграфович,Листопад,1923,628
Грин Александр Степанович,Тихий Дон,1869,129
Некрасов Виктор Платонович,Идиот,1951,996
Горький Максим,Пётр Первый,1982,1217
Бродский Иосиф Александрович,Евгений Онегин,1821,563
Чехов Антон Павлович,Евгений Онегин,1981,134
Горький Максим,Вишнёвый сад,1912,1468
Добролюбов Николай Александрович,Шинель,1893,1154
Горький Максим,Медный всадник,1979,947
Замятин Евгений Иванович,Отцы и дети,1834,416
Островский Александр Николаевич,Дом с мезонином,1972,459
Толстой Лев Николаевич,Мертвые души,1913,1300
Островский Александр Николаевич,Белые ночи,1898,848
Есенин Сергей Александрович,Мастер и Маргарита,1809,710
Пастернак Борис Леонидович,Антоновские яблоки,1951,892
Стругацкий Борис Натанович,Антоновские яблоки,2012,408
Булгаков Михаил Афанасьевич,Железная дорога,2003,215
Островский Александр Николаевич,Записки охотника,1813,995
Толстой Алексей Николаевич,Тихий Дон,1887,96
Лесков Николай Семёнович,Хождение по мукам,1849,109
Салтыков-Щедрин Михаил Евграфович,Детство,1969,880
Толстой Лев Николаевич,Хамелеон,1809,591
Толстой Алексей Николаевич,Детство,2004,1226
Куприн Александр Иванович,Шинель,1959,421
Набоков Владимир Владимирович,Митина любовь,1883,169
Замятин Евгений Иванович,Тарас Бульба,2024,145
Стругацкий Аркадий Натанович,Рядовой Лютиков,1885,665
