author,title,year,pages
Есенин Сергей Александрович,Белая гвардия,1846,539
Толстой Лев Николаевич,Медный всадник,2005,190
Толстой Лев Николаевич,Крестьянские дети,1853,232
Толстой Лев Николаевич,Вишнёвый сад,1901,1287
Чехов Антон Павлович,Тарас Бульба,1809,1447
Булгаков Михаил Афанасьевич,Идиот,1815,408
Толстой Лев Николаевич,Листопад,1834,484
Толстой Лев Николаевич,Анна Каренина,2025,450
Пастернак Борис Леонидович,Евгений Онегин,1979,267
Лермонтов Михаил Юрьевич,Морфий,1932,522
Толстой Лев Николаевич,Дом с мезонином,2025,240
Куприн Александр Иванович,Шинель,1957,893
Ильф Илья Арнольдович,Ревизор,1948,1209
Островский Александр Николаевич,Шинель,2014,564
Горький Максим,Отцы и дети,1873,1414
Лермонтов Михаил Юрьевич,Евгений Онегин,1895,498
Шолохов Михаил Александрович,Вий,1951,570
Гоголь Николай Васильевич,Дом с мезонином,1992,1099
Тургенев Иван Сергеевич,В окопах Сталинграда,1877,1378
Бунин Иван Алексеевич,Морфий,1982,638
Шолохов Михаил Александрович,Идиот,2016,382
Набоков Владимир Владимирович,Анна Каренина,1832,542
Стругацкий Аркадий Натанович,Дама с собачкой,1840,1152
Лермонтов Михаил Юрьевич,Евгений Онегин,1915,1450
Блок Александр Александрович,Рядовой Лютиков,1961,966
Цветаева Марина Ивановна,Братья Карамазовы,1960,91
Куприн Александр Иванович,Евгений Онегин,1878,1461
Тургенев Иван Сергеевич,Листопад,1875,1313
Ильф Илья Арнольдович,Ася,2012,763
Цветаева Марина Ивановна,Хождение по мукам,1934,325
Грин Александр Степанович,Лёгкое дыхание,1859,59
Горький Максим,Русские женщины,1972,1335
Салтыков-Щедрин Михаил Евграфович,Братья Карамазовы,1826,706
Мандельштам Осип Эмильевич,Идиот,1887,808
Гоголь Николай Васильевич,Антоновские яблоки,1876,746
Стругацкий Борис Натанович,Аэлита,1914,151
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1851,60
Ильф Илья Арнольдович,Русские женщины,1987,256
Чехов Антон Павлович,Белые ночи,1874,492
Шолохов Михаил Александрович,Русские женщины,2018,720
Набоков Владимир Владимирович,Хамелеон,1914,1454
Мандельштам Осип Эмильевич,Евгений Онегин,2019,125
Маяковский Владимир Владимирович,Антоновские яблоки,1910,324
Грин Александр Степанович,Железная дорога,1955,91
Пушкин Александр Сергеевич,Отцы и дети,1923,1395
Грин Александр Степанович,Преступление и наказание,1974,141
Грибоедов Александр Сергеевич,Донские рассказы,2015,532
Толстой Лев Николаевич,Отцы и дети,1825,1363
Лесков Николай Семёнович,Судьба человека,1854,691
Чернышевский Николай Гаврилович,Мастер и Маргарита,1838,1433
Чехов Антон Павлович,Рядовой Лютиков,1893,1116
Цветаева Марина Ивановна,Вишнёвый сад,1819,992
Чернышевский Николай Гаврилович,Антоновские яблоки,1872,621
Ахматова Анна Андреевна,Ревизор,1913,614
Пушкин Александр Сергеевич,Хамелеон,1860,106
Замятин Евгений Иванович,Антоновские яблоки,1923,477
Толстой Лев Николаевич,В окопах Сталинграда,1829,1273
Чехов Антон Павлович,Война и мир,1974,856
Бунин Иван Алексеевич,Война и мир,1942,919
Куприн Александр Иванович,Идиот,1993,946
Стругацкий Борис Натанович,Детство,1807,1030
Бунин Иван Алексеевич,Маленькая печальная повесть,1877,435
Чехов Антон Павлович,Хамелеон,1910,586
Добролюбов Николай Александрович,Мертвые души,1991,1177
Есенин Сергей Александрович,Война и мир,2000,799
Добролюбов Николай Александрович,Отцы и дети,2021,912
Бунин Иван Алексеевич,В окопах Сталинграда,1880,1339
Мандельштам Осип Эмильевич,Тарас Бульба,1962,625
Толстой Лев Николаевич,Воскресение,1862,353
Маяковский Владимир Владимирович,Воскресение,1898,1349
Толстой Лев Николаевич,Железная дорога,1874,1333
Цветаева Марина Ивановна,Записки охотника,1912,50
Блок Александр Александрович,Белые ночи,1826,1239
Чехов Антон Павлович,Собачье сердце,1912,256
Пушкин Александр Сергеевич,Антоновские яблоки,1923,174
Чехов Антон Павлович,Морфий,1917,89
Куприн Александр Иванович,Пётр Первый,1985,1358
Ильф Илья Арнольдович,Шинель,1860,466
Толстой Лев Николаевич,Железная дорога,1846,173
Толстой Лев Николаевич,Идиот,1838,983
Мандельштам Осип Эмильевич,Ревизор,1863,970
Грибоедов Александр Сергеевич,Морфий,1825,906
Лермонтов Михаил Юрьевич,Тарас Бульба,1914,1287
Достоевский Фёдор Михайлович,Тарас Бульба,1920,475
Куприн Александр Иванович,Война и мир,1832,980
Лермонтов Михаил Юрьевич,Судьба человека,1911,930
Грибоедов Александр Сергеевич,Вишнёвый сад,1978,347
Шолохов Михаил Александрович,Дом с мезонином,1888,315
Гоголь Николай Васильевич,Крестьянские дети,1953,551
Чернышевский Николай Гаврилович,Вий,1902,1395
Толстой Лев Николаевич,Тёмные аллеи,1970,312
Стругацкий Аркадий Натанович,Собачье сердце,1974,431
Грибоедов Александр Сергеевич,Воскресение,1808,707
Бродский Иосиф Александрович,Дом с мезонином,1898,295
Гоголь Николай Васильевич,Шинель,1958,615
Цветаева Марина Ивановна,Рядовой Лютиков,2014,1264
Толстой Лев Николаевич,Донские рассказы,1859,328
Шолохов Михаил Александрович,Собачье сердце,1826,334
Петров Евгений Петрович,Митина любовь,1842,345
Пушкин Александр Сергеевич,Лёгкое дыхание,1849,226
Толстой Лев Николаевич,Вий,1874,570
Набоков Владимир Владимирович,Война и мир,1898,531
Добролюбов Николай Александрович,Листопад,1870,1333
Бунин Иван Алексеевич,Митина любовь,1864,373
Ильф Илья Арнольдович,Медный всадник,1821,907
Стругацкий Аркадий Натанович,Бесы,1862,1257
Стругацкий Аркадий Натанович,Анна Каренина,1909,841
Платонов Андрей Платонович,Евгений Онегин,1890,610
Платонов Андрей Платонович,Белая гвардия,1804,229
Цветаева Марина Ивановна,Белая гвардия,1865,535
Стругацкий Аркадий Натанович,Тихий Дон,1992,1227
Толстой Лев Николаевич,Судьба человека,1953,1300
Беляев Александр Романович,Дом с мезонином,1998,890
Лесков Николай Семёнович,Шинель,1976,390
Толстой Лев Николаевич,Тихий Дон,1959,407
Гоголь Николай Васильевич,Вишнёвый сад,1833,1128
Замятин Евгений Иванович,Судьба человека,1878,1050
Пушкин Александр Сергеевич,Ревизор,1891,1180
Некрасов Виктор Платонович,Бесы,1929,924
Шолохов Михаил Александрович,Бесы,2003,1431
Куприн Александр Иванович,В окопах Сталинграда,1840,1156
Пастернак Борис Леонидович,Медный всадник,1929,1153
Петров Евгений Петрович,Детство,1828,1261
Островский Александр Николаевич,Донские рассказы,1950,829
Булгаков Михаил Афанасьевич,Донские рассказы,1927,630
Бродский Иосиф Александрович,Морфий,1943,1137
Маяковский Владимир Владимирович,Кому на Руси жить хорошо,1933,762
Есенин Сергей Александрович,Листопад,1973,731
Куприн Александр Иванович,Братья Карамазовы,1833,1365
Петров Евгений Петрович,Война и мир,1894,1270
Беляев Александр Романович,Анна Каренина,1849,648
Петров Евгений Петрович,Война и мир,2005,523
Лесков Николай Семёнович,Аэлита,1917,274
Ахматова Анна Андреевна,Донские рассказы,1878,727
Цветаева Марина Ивановна,Вий,2016,89
Петров Евгений Петрович,Вишнёвый сад,1866,273
Куприн Александр Иванович,Записки охотника,1949,866
Набоков Владимир Владимирович,Ревизор,1878,169
Петров Евгений Петрович,Антоновские яблоки,1963,1037
Толстой Лев Николаевич,Вишнёвый сад,1974,558
Куприн Александр Иванович,Тёмные аллеи,1987,277
Толстой Лев Николаевич,Маленькая печальная повесть,1851,952
Ильф Илья Арнольдович,Война и мир,1954,265
Куприн Александр Иванович,Записки охотника,1900,1289
Толстой Лев Николаевич,Вий,1840,755
Грин Александр Степанович,Ионыч,1984,921
Островский Александр Николаевич,Медный всадник,1894,302
Маяковский Владимир Владимирович,Отцы и дети,1836,278
Лермонтов Михаил Юрьевич,Бесы,1879,1104
Лесков Николай Семёнович,Ревизор,1823,473
Тургенев Иван Сергеевич,Ионыч,2010,677
Лермонтов Михаил Юрьевич,Русские женщины,1903,952
Толстой Лев Николаевич,Лёгкое дыхание,1901,1205
Мандельштам Осип Эмильевич,Лёгкое дыхание,2025,970
Толстой Лев Николаевич,Лёгкое дыхание,1905,1082
Толстой Лев Николаевич,Аэлита,1966,1296
Стругацкий Аркадий Натанович,Крестьянские дети,1899,717
Некрасов Николай Алексеевич,Первая любовь,1942,883
Мандельштам Осип Эмильевич,Тарас Бульба,1903,658
Чехов Антон Павлович,Записки охотника,1821,1018
Достоевский Фёдор Михайлович,Пётр Первый,2007,444
Бродский Иосиф Александрович,Хождение по мукам,1818,209
Толстой Лев Николаевич,Тарас Бульба,1951,637
Достоевский Фёдор Михайлович,Вишнёвый сад,1900,846
Чехов Антон Павлович,Отцы и дети,1925,905
Лесков Николай Семёнович,Антоновские яблоки,1908,818
Лермонтов Михаил Юрьевич,Собачье сердце,2012,1361
Бунин Иван Алексеевич,Пётр Первый,1941,1159
Набоков Владимир Владимирович,Первая любовь,1889,773
Гоголь Николай Васильевич,Мастер и Маргарита,1923,715
Салтыков-Щедрин Михаил Евграфович,Маленькая печальная повесть,1990,1434
Замятин Евгений Иванович,Ионыч,1913,543
Ильф Илья Арнольдович,Идиот,2006,771
Некрасов Николай Алексеевич,Судьба человека,1854,1147
Некрасов Виктор Платонович,Крестьянские дети,2020,1220
Беляев Александр Романович,Вий,1815,394
Петров Евгений Петрович,Кому на Руси жить хорошо,1853,1471
Бродский Иосиф Александрович,Тёмные аллеи,1947,580
Толстой Лев Николаевич,Собачье сердце,1873,1399
Замятин Евгений Иванович,Мертвые души,1933,471
Беляев Александр Романович,Братья Карамазовы,1968,386
Шолохов Михаил Александрович,Записки охотника,1975,710
Маяковский Владимир Владимирович,Идиот,1885,385
Бродский Иосиф Александрович,Первая любовь,1992,1311
Шолохов Михаил Александрович,Морфий,1804,825
Лесков Николай Семёнович,Идиот,1939,1365
Платонов Андрей Платонович,Преступление и наказание,2006,1480
Некрасов Виктор Платонович,Крестьянские дети,1893,1440
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1824,1384
Беляев Александр Романович,Шинель,1860,1310
Маяковский Владимир Владимирович,Мастер и Маргарита,1831,529
Булгаков Михаил Афанасьевич,Белые ночи,1893,663
Блок Александр Александрович,Донские рассказы,1894,1358
Мандельштам Осип Эмильевич,Русские женщины,1965,617
Салтыков-Щедрин Михаил Евграфович,Вий,1968,423
Беляев Александр Романович,Дама с собачкой,2006,1016
Ильф Илья Арнольдович,Ревизор,2015,593
Стругацкий Аркадий Натанович,Тёмные аллеи,2011,873
Шолохов Михаил Александрович,Медный всадник,1883,524
Ахматова Анна Андреевна,Маленькая печальная повесть,1915,1229
Мандельштам Осип Эмильевич,Мертвые души,1940,382
Чернышевский Николай Гаврилович,Рядовой Лютиков,1989,626
Гоголь Николай Васильевич,Железная дорога,1950,284
Платонов Андрей Платонович,Хождение по мукам,1843,578
Некрасов Николай Алексеевич,Морфий,1955,376
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1977,626
Маяковский Владимир Владимирович,Преступление и наказание,1817,477
Шолохов Михаил Александрович,Медный всадник,1942,378
Добролюбов Николай Александрович,Первая любовь,1823,417
Толстой Лев Николаевич,Братья Карамазовы,1854,1038
Горький Максим,Братья Карамазовы,1810,1417
Островский Александр Николаевич,Пётр Первый,2020,1182
Тургенев Иван Сергеевич,Шинель,1827,300
Булгаков Михаил Афанасьевич,Тёмные аллеи,1970,658
Некрасов Виктор Платонович,Тёмные аллеи,1857,1158
Толстой Лев Николаевич,Анна Каренина,1953,1224
Чехов Антон Павлович,Донские рассказы,1814,60
Салтыков-Щедрин Михаил Евграфович,Белые ночи,1853,1152
Замятин Евгений Иванович,Антоновские яблоки,1839,656
Набоков Владимир Владимирович,Кому на Руси жить хорошо,1904,497
Есенин Сергей Александрович,В окопах Сталинграда,1974,1460
Ахматова Анна Андреевна,Вий,1923,1279
Шолохов Михаил Александрович,Идиот,1887,789
Пастернак Борис Леонидович,Мастер и Маргарита,1803,642
Лесков Николай Семёнович,Братья Карамазовы,1934,1155
Пушкин Александр Сергеевич,Анна Каренина,1834,735
Булгаков Михаил Афанасьевич,Первая любовь,1913,704
Куприн Александр Иванович,Антоновские яблоки,1962,62
Замятин Евгений Иванович,Бесы,1979,1312
Цветаева Марина Ивановна,Тарас Бульба,1875,1169
Бунин Иван Алексеевич,Антоновские яблоки,1943,503
Гоголь Николай Васильевич,Преступление и наказание,1852,698
Лесков Николай Семёнович,В окопах Сталинграда,1972,740
Бродский Иосиф Александрович,Митина любовь,1827,388
Некрасов Виктор Платонович,Антоновские яблоки,1819,483
Толстой Лев Николаевич,Война и мир,1986,1198
Куприн Александр Иванович,Судьба человека,1872,1192
Лесков Николай Семёнович,Крестьянские дети,1925,1000
Гоголь Николай Васильевич,Митина любовь,2014,1148
Стругацкий Аркадий Натанович,Война и мир,1838,858
Беляев Александр Романович,Вий,1961,1069
Толстой Алексей Николаевич,Собачье сердце,1994,1217
Замятин Евгений Иванович,Анна Каренина,1820,841
Лесков Николай Семёнович,Анна Каренина,1876,1247
Пастернак Борис Леонидович,Война и мир,1929,295
Гоголь Николай Васильевич,Братья Карамазовы,1845,702
Шолохов Михаил Александрович,Воскресение,2010,673
Беляев Александр Романович,Листопад,1894,81
Стругацкий Аркадий Натанович,Маленькая печальная повесть,1910,1493
Булгаков Михаил Афанасьевич,Донские рассказы,1810,203
Некрасов Николай Алексеевич,Медный всадник,1898,243
Цветаева Марина Ивановна,Русские женщины,2016,344
Горький Максим,Братья Карамазовы,1893,1195
Ильф Илья Арнольдович,Вий,1860,949
Островский Александр Николаевич,Маленькая печальная повесть,1821,370
Чехов Антон Павлович,Война и мир,1846,978
Салтыков-Щедрин Михаил Евграфович,Листопад,1823,1432
Петров Евгений Петрович,Мертвые души,1827,486
Пушкин Александр Сергеевич,Митина любовь,1958,1231
Булгаков Михаил Афанасьевич,Преступление и наказание,1826,940
Пастернак Борис Леонидович,Митина любовь,1995,130
Пушкин Александр Сергеевич,Железная дорога,1864,1180
Островский Александр Николаевич,Хамелеон,2013,505
Толстой Лев Николаевич,Белые ночи,1892,1251
Булгаков Михаил Афанасьевич,Записки охотника,1878,295
Островский Александр Николаевич,Русские женщины,1958,729
Островский Александр Николаевич,Аэлита,2013,351
Тургенев Иван Сергеевич,Рядовой Лютиков,1938,668
Беляев Александр Романович,Мастер и Маргарита,1941,221
Набоков Владимир Владимирович,Мастер и Маргарита,1969,752
Чехов Антон Павлович,Ревизор,1813,331
Стругацкий Борис Натанович,Митина любовь,1896,220
Грин Александр Степанович,Первая любовь,1823,1250
Цветаева Марина Ивановна,Донские рассказы,2024,591
Грибоедов Александр Сергеевич,Братья Карамазовы,1853,449
Толстой Алексей Николаевич,Вий,1989,1227
Лесков Николай Семёнович,Братья Карамазовы,2023,997
Стругацкий Аркадий Натанович,Дом с мезонином,1891,1155
Блок Александр Александрович,Русские женщины,1998,802
Ахматова Анна Андреевна,Маленькая печальная повесть,1816,441
Набоков Владимир Владимирович,Крестьянские дети,1812,1356
Замятин Евгений Иванович,Отцы и дети,1992,678
Толстой Лев Николаевич,Тёмные аллеи,1941,940
Мандельштам Осип Эмильевич,Белая гвардия,1955,1172
Блок Александр Александрович,Мастер и Маргарита,1804,825
Островский Александр Николаевич,Ревизор,2007,336
Платонов Андрей Платонович,Крестьянские дети,1929,392
Салтыков-Щедрин Михаил Евграфович,Шинель,1814,144
Есенин Сергей Александрович,Донские рассказы,1805,272
Тургенев Иван Сергеевич,Донские рассказы,1825,1348
Салтыков-Щедрин Михаил Евграфович,Русские женщины,2019,1047
Некрасов Виктор Платонович,Детство,2010,402
Бунин Иван Алексеевич,Рядовой Лютиков,1903,489
Шолохов Михаил Александрович,Тихий Дон,1855,1042
Замятин Евгений Иванович,В окопах Сталинграда,1947,234
Толстой Лев Николаевич,Отцы и дети,1863,338
Беляев Александр Романович,Железная дорога,1813,596
Грибоедов Александр Сергеевич,Морфий,1827,716
Толстой Лев Николаевич,Судьба человека,2002,545
Салтыков-Щедрин Михаил Евграфович,Тёмные аллеи,2016,488
Некрасов Виктор Платонович,Записки охотника,2001,1500
Толстой Лев Николаевич,Тёмные аллеи,2017,760
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1862,406
Толстой Лев Николаевич,Белые ночи,1858,731
Куприн Александр Иванович,Митина любовь,1829,535
Чехов Антон Павлович,Хамелеон,1925,1426
Лесков Николай Семёнович,Донские рассказы,1937,1448
Толстой Алексей Николаевич,Ася,1839,1213
Маяковский Владимир Владимирович,Дама с собачкой,1803,401
Платонов Андрей Платонович,Донские рассказы,1977,676
Бунин Иван Алексеевич,Воскресение,1880,584
Толстой Лев Николаевич,Русские женщины,1832,604
Чехов Антон Павлович,Хождение по мукам,1870,64
Некрасов Николай Алексеевич,В окопах Сталинграда,1901,1422
Блок Александр Александрович,Воскресение,1914,404
Стругацкий Аркадий Натанович,Война и мир,1996,730
Островский Александр Николаевич,Братья Карамазовы,1822,1171
Стругацкий Аркадий Натанович,Идиот,1807,1468
Толстой Лев Николаевич,Митина любовь,2002,1190
Бродский Иосиф Александрович,Дама с собачкой,1890,1425
Толстой Лев Николаевич,Тарас Бульба,1982,209
Грибоедов Александр Сергеевич,Лёгкое дыхание,1952,423
Беляев Александр Романович,Русские женщины,1818,1371
Достоевский Фёдор Михайлович,Морфий,2019,524
Чехов Антон Павлович,Дама с собачкой,1926,1086
Бродский Иосиф Александрович,Ревизор,2006,996
Грин Александр Степанович,Донские рассказы,1831,1151
Гоголь Николай Васильевич,Тарас Бульба,1968,54
Ахматова Анна Андреевна,Идиот,1872,1060
Стругацкий Борис Натанович,Тёмные аллеи,1886,719
Лермонтов Михаил Юрьевич,Анна Каренина,1863,519
Толстой Алексей Николаевич,Листопад,1961,889
Горький Максим,Донские рассказы,1805,1481
Грин Александр Степанович,Митина любовь,1877,1303
Грибоедов Александр Сергеевич,Пётр Первый,1911,613
Пушкин Александр Сергеевич,Мертвые души,1879,1094
Толстой Лев Николаевич,Первая любовь,1901,858
Толстой Алексей Николаевич,Железная дорога,1945,1409
Набоков Владимир Владимирович,Русские женщины,1929,499
Грибоедов Александр Сергеевич,Ионыч,1920,1142
Толстой Лев Николаевич,Хождение по мукам,2023,77
Платонов Андрей Платонович,Русские женщины,1908,910
Пастернак Борис Леонидович,Аэлита,1915,1007
Блок Александр Александрович,Антоновские яблоки,1860,829
Толстой Алексей Николаевич,Донские рассказы,1897,368
Тургенев Иван Сергеевич,Ревизор,1932,995
Блок Александр Александрович,Тихий Дон,1889,1143
Горький Максим,Детство,2010,1170
Грибоедов Александр Сергеевич,Маленькая печальная повесть,1801,1155
Толстой Лев Николаевич,Записки охотника,1958,1158
Ахматова Анна Андреевна,Хождение по мукам,1916,1062
Стругацкий Борис Натанович,Тихий Дон,1984,444
Пушкин Александр Сергеевич,Вий,1836,969
Есенин Сергей Александрович,Бесы,1934,1444
Блок Александр Александрович,Листопад,1881,822
Толстой Лев Николаевич,Листопад,1917,1013
Толстой Лев Николаевич,Идиот,2024,870
Пушкин Александр Сергеевич,Тарас Бульба,1910,972
Стругацкий Борис Натанович,Хождение по мукам,1844,465
Добролюбов Николай Александрович,Вишнёвый сад,1967,323
Толстой Лев Николаевич,Белые ночи,1856,442
Толстой Лев Николаевич,Война и мир,1931,733
Горький Максим,Вий,1866,301
Грибоедов Александр Сергеевич,Братья Карамазовы,1841,1167
Салтыков-Щедрин Михаил Евграфович,Маленькая печальная повесть,1941,88
Пушкин Александр Сергеевич,Анна Каренина,1834,1018
Чехов Антон Павлович,Евгений Онегин,1821,1232
Грибоедов Александр Сергеевич,Тихий Дон,1979,157
Булгаков Михаил Афанасьевич,Записки охотника,1803,728
Некрасов Николай Алексеевич,Маленькая печальная повесть,1909,908
Горький Максим,Хождение по мукам,1918,1020
Толстой Лев Николаевич,Бесы,1806,1389
Грибоедов Александр Сергеевич,Тарас Бульба,1913,1288
Толстой Лев Николаевич,Тихий Дон,2020,530
Цветаева Марина Ивановна,Братья Карамазовы,1844,683
Салтыков-Щедрин Михаил Евграфович,Маленькая печальная повесть,1940,1168
Толстой Лев Николаевич,Железная дорога,1828,1011
Стругацкий Борис Натанович,Воскресение,1948,100
Гоголь Николай Васильевич,Лёгкое дыхание,1830,687
Грибоедов Александр Сергеевич,Тихий Дон,2020,788
Шолохов Михаил Александрович,Белая гвардия,2021,263
Достоевский Фёдор Михайлович,Аэлита,1859,727
Некрасов Виктор Платонович,Бесы,1852,1158
Булгаков Михаил Афанасьевич,Русские женщины,1909,1479
Пастернак Борис Леонидович,Ася,1825,186
Ахматова Анна Андреевна,Хамелеон,1840,1461
Достоевский Фёдор Михайлович,Дама с собачкой,1928,1212
Есенин Сергей Александрович,Анна Каренина,1933,1094
Некрасов Николай Алексеевич,Евгений Онегин,1916,345
Бунин Иван Алексеевич,Тарас Бульба,1870,1022
Добролюбов Николай Александрович,Морфий,1992,1027
Набоков Владимир Владимирович,Пётр Первый,1930,281
Добролюбов Николай Александрович,Первая любовь,1937,1007
Ильф Илья Арнольдович,Вий,1891,1135
Некрасов Виктор Платонович,Братья Карамазовы,1821,486
Куприн Александр Иванович,Тёмные аллеи,1894,1281
Толстой Лев Николаевич,Ревизор,1884,356
Толстой Лев Николаевич,Хамелеон,1910,1418
Толстой Лев Николаевич,Тёмные аллеи,1997,344
Блок Александр Александрович,Вий,1963,581
Лесков Николай Семёнович,Морфий,1944,854
Платонов Андрей Платонович,Бесы,1899,507
Цветаева Марина Ивановна,Вишнёвый сад,1950,141
Куприн Александр Иванович,Антоновские яблоки,1903,1038
Толстой Лев Николаевич,Крестьянские дети,1856,1238
Достоевский Фёдор Михайлович,Хождение по мукам,1913,1208
Бродский Иосиф Александрович,Война и мир,1925,73
Бродский Иосиф Александрович,Пётр Первый,1930,1260
Лермонтов Михаил Юрьевич,Записки охотника,1892,1372
Замятин Евгений Иванович,Судьба человека,1810,891
Цветаева Марина Ивановна,Вишнёвый сад,1951,315
Островский Александр Николаевич,Ионыч,1866,469
Петров Евгений Петрович,Первая любовь,1964,1053
Лермонтов Михаил Юрьевич,Отцы и дети,2007,1213
Бродский Иосиф Александрович,Медный всадник,2015,488
Замятин Евгений Иванович,Судьба человека,1917,733
Блок Александр Александрович,Пётр Первый,2019,1474
Стругацкий Аркадий Натанович,Пётр Первый,1978,563
Толстой Лев Николаевич,Шинель,1866,394
Толстой Лев Николаевич,Судьба человека,1955,948
Стругацкий Борис Натанович,Бесы,1914,1062
Тургенев Иван Сергеевич,Антоновские яблоки,1815,127
Тургенев Иван Сергеевич,Антоновские яблоки,2000,221
Толстой Лев Николаевич,Аэлита,1980,183
Толстой Лев Николаевич,Листопад,1925,104
Есенин Сергей Александрович,Собачье сердце,1852,95
Замятин Евгений Иванович,Мертвые души,1908,955
Островский Александр Николаевич,Шинель,1834,1159
Блок Александр Александрович,Ася,2012,975
Толстой Лев Николаевич,Евгений Онегин,1800,1040
Пушкин Александр Сергеевич,Вишнёвый сад,1926,1264
Некрасов Николай Алексеевич,Шинель,1881,903
Булгаков Михаил Афанасьевич,Ревизор,2018,1149
Тургенев Иван Сергеевич,Война и мир,1883,639
Набоков Владимир Владимирович,Рядовой Лютиков,2009,283
Толстой Лев Николаевич,Донские рассказы,2020,572
Толстой Лев Николаевич,Первая любовь,1923,191
Ильф Илья Арнольдович,Донские рассказы,1874,281
Пушкин Александр Сергеевич,Хамелеон,1888,1086
Салтыков-Щедрин Михаил Евграфович,Листопад,1825,1124
Тургенев Иван Сергеевич,Тарас Бульба,1963,904
Ильф Илья Арнольдович,Морфий,1844,299
Толстой Лев Николаевич,Медный всадник,1848,1322
Цветаева Марина Ивановна,Первая любовь,1936,1266
Грин Александр Степанович,Морфий,1970,449
Бунин Иван Алексеевич,Рядовой Лютиков,1809,252
Чернышевский Николай Гаврилович,Кому на Руси жить хорошо,1891,1212
Стругацкий Борис Натанович,Кому на Руси жить хорошо,1870,274
Цветаева Марина Ивановна,Шинель,1803,1481
Лесков Николай Семёнович,Евгений Онегин,1897,1305
Петров Евгений Петрович,Аэлита,1908,1272
Толстой Лев Николаевич,Отцы и дети,2021,543
Набоков Владимир Владимирович,Хождение по мукам,1849,739
Маяковский Владимир Владимирович,Ионыч,1995,1316
Некрасов Николай Алексеевич,Русские женщины,1885,842
Толстой Алексей Николаевич,Пётр Первый,1920,687
Толстой Лев Николаевич,Вий,2013,615
Достоевский Фёдор Михайлович,Белые ночи,1885,664
Достоевский Фёдор Михайлович,Рядовой Лютиков,1848,244
Пастернак Борис Леонидович,Тарас Бульба,1941,1422
Куприн Александр Иванович,Тёмные аллеи,1810,1458
Толстой Лев Николаевич,Детство,1964,337
Горький Максим,Донские рассказы,1980,1310
Лесков Николай Семёнович,Тёмные аллеи,2001,604
Шолохов Михаил Александрович,Отцы и дети,1823,1176
Чехов Антон Павлович,Первая любовь,1882,754
Некрасов Николай Алексеевич,Крестьянские дети,1937,225
Стругацкий Аркадий Натанович,Вишнёвый сад,1868,881
Мандельштам Осип Эмильевич,Воскресение,1800,177
Лесков Николай Семёнович,Пётр Первый,1884,91
Толстой Лев Николаевич,Идиот,1894,1009
Чехов Антон Павлович,Белая гвардия,1899,714
Достоевский Фёдор Михайлович,Записки охотника,1966,634
Набоков Владимир Владимирович,Рядовой Лютиков,1842,1142
Некрасов Николай Алексеевич,Отцы и дети,1814,108
Толстой Лев Николаевич,Мертвые души,1841,701
Горький Максим,Морфий,1819,410
Бунин Иван Алексеевич,Записки охотника,1979,285
Маяковский Владимир Владимирович,Братья Карамазовы,1852,831
Островский Александр Николаевич,Листопад,1835,206
Бродский Иосиф Александрович,Братья Карамазовы,1836,1002
Есенин Сергей Александрович,Аэлита,1982,1040
Шолохов Михаил Александрович,Мертвые души,1826,826
Толстой Лев Николаевич,Бесы,1907,1486
Платонов Андрей Платонович,Тарас Бульба,1833,1437
Стругацкий Борис Натанович,Воскресение,1870,337
Есенин Сергей Александрович,Вишнёвый сад,1875,219
Платонов Андрей Платонович,Аэлита,1974,1300
Толстой Лев Николаевич,Бесы,1894,993
Стругацкий Аркадий Натанович,Митина любовь,2018,936
Достоевский Фёдор Михайлович,Бесы,1857,669
Бродский Иосиф Александрович,Донские рассказы,1885,940
Чернышевский Николай Гаврилович,Маленькая печальная повесть,1883,1282
Горький Максим,Евгений Онегин,1856,566
Блок Александр Александрович,Идиот,2020,1375
Грибоедов Александр Сергеевич,Кому на Руси жить хорошо,1837,352
Куприн Александр Иванович,Собачье сердце,1953,199
Достоевский Фёдор Михайлович,Записки охотника,1920,1430
Горький Максим,Хамелеон,1916,799
Стругацкий Борис Натанович,Тарас Бульба,1838,368
Пастернак Борис Леонидович,Дама с собачкой,1941,68
Горький Максим,Лёгкое дыхание,2003,1311
Некрасов Николай Алексеевич,Вишнёвый сад,1880,958
Платонов Андрей Платонович,Лёгкое дыхание,1832,527
Беляев Александр Романович,Преступление и наказание,1869,1034
Цветаева Марина Ивановна,Ионыч,1811,630
Салтыков-Щедрин Михаил Евграфович,В окопах Сталинграда,1888,1176
Маяковский Владимир Владимирович,Война и мир,1831,1300
Замятин Евгений Иванович,Железная дорога,1943,1040
Толстой Лев Николаевич,Анна Каренина,1864,221
Толстой Лев Николаевич,Листопад,1868,548
Шолохов Михаил Александрович,Братья Карамазовы,2002,406
Платонов Андрей Платонович,Дама с собачкой,1802,472
Шолохов Михаил Александрович,Судьба человека,1957,779
Булгаков Михаил Афанасьевич,Первая любовь,2003,247
Достоевский Фёдор Михайлович,Вишнёвый сад,1830,209
Толстой Лев Николаевич,Кому на Руси жить хорошо,1925,308
Платонов Андрей Платонович,Дама с собачкой,1849,1386
Стругацкий Борис Натанович,Отцы и дети,1986,568
