author,title,year,pages
Пастернак Борис Леонидович,Хождение по мукам,1957,341
Есенин Сергей Александрович,Бесы,1964,541
Толстой Лев Николаевич,Судьба человека,1801,781
Набоков Владимир Владимирович,Воскресение,1943,1174
Булгаков Михаил Афанасьевич,Евгений Онегин,1993,1457
Бунин Иван Алексеевич,Белая гвардия,1942,1322
Стругацкий Аркадий Натанович,Рядовой Лютиков,1810,795
Куприн Александр Иванович,Анна Каренина,1946,195
Мандельштам Осип Эмильевич,Донские рассказы,1829,878
Бунин Иван Алексеевич,Судьба человека,1854,809
Стругацкий Борис Натанович,Отцы и дети,1910,881
Мандельштам Осип Эмильевич,Тёмные аллеи,1927,774
Чехов Антон Павлович,Братья Карамазовы,1880,461
Стругацкий Борис Натанович,Собачье сердце,1990,687
Мандельштам Осип Эмильевич,Ревизор,1878,107
Цветаева Марина Ивановна,Братья Карамазовы,1978,697
Толстой Лев Николаевич,Кому на Руси жить хорошо,1921,50
Толстой Лев Николаевич,Ревизор,1845,339
Толстой Лев Николаевич,Вишнёвый сад,1880,1191
Тургенев Иван Сергеевич,В окопах Сталинграда,1887,1328
Толстой Алексей Николаевич,Ионыч,1983,891
Петров Евгений Петрович,Железная дорога,2007,467
Куприн Александр Иванович,Отцы и дети,1800,382
Островский Александр Николаевич,Мертвые души,1919,1241
Грибоедов Александр Сергеевич,Вий,1814,1489
Чехов Антон Павлович,Хождение по мукам,1853,477
Толстой Лев Николаевич,Собачье сердце,1988,1380
Добролюбов Николай Александрович,Донские рассказы,1999,780
Набоков Владимир Владимирович,Белые ночи,1953,497
Грибоедов Александр Сергеевич,Преступление и наказание,1869,472
Маяковский Владимир Владимирович,Медный всадник,1806,860
Куприн Александр Иванович,Записки охотника,1891,179
Бунин Иван Алексеевич,Братья Карамазовы,1948,774
Ильф Илья Арнольдович,Анна Каренина,1845,1102
Блок Александр Александрович,Тарас Бульба,2009,769
Ахматова Анна Андреевна,Детство,1913,652
Цветаева Марина Ивановна,Ионыч,1929,1377
Бродский Иосиф Александрович,Отцы и дети,1877,819
Толстой Лев Николаевич,Крестьянские дети,1990,1060
Толстой Лев Николаевич,Дама с собачкой,1951,810
Достоевский Фёдор Михайлович,Белые ночи,1927,1205
Стругацкий Аркадий Натанович,Вишнёвый сад,1837,154
Куприн Александр Иванович,Собачье сердце,2016,1446
Пушкин Александр Сергеевич,Тёмные аллеи,1821,535
Стругацкий Борис Натанович,Крестьянские дети,1868,295
Островский Александр Николаевич,Первая любовь,1936,213
Толстой Алексей Николаевич,Железная дорога,1999,196
Чехов Антон Павлович,Анна Каренина,1954,1285
Петров Евгений Петрович,Братья Карамазовы,1843,71
Салтыков-Щедрин Михаил Евграфович,Детство,1889,1226
Замятин Евгений Иванович,Рядовой Лютиков,1845,1043
Стругацкий Аркадий Натанович,Антоновские яблоки,1833,410
Некрасов Виктор Платонович,Тихий Дон,1917,773
Толстой Лев Николаевич,Ревизор,1865,144
Добролюбов Николай Александрович,Крестьянские дети,1886,560
Толстой Лев Николаевич,Пётр Первый,1903,1374
Ильф Илья Арнольдович,Дама с собачкой,2001,901
Куприн Александр Иванович,Морфий,1901,523
Гоголь Николай Васильевич,Белая гвардия,2024,580
Ильф Илья Арнольдович,Железная дорога,1888,981
Петров Евгений Петрович,Белая гвардия,1957,1491
Куприн Александр Иванович,Записки охотника,1928,633
Шолохов Михаил Александрович,Судьба человека,1937,460
Чехов Антон Павлович,Воскресение,1877,370
Пушкин Александр Сергеевич,Идиот,1922,397
Чехов Антон Павлович,Листопад,1968,383
Некрасов Виктор Платонович,Крестьянские дети,1885,1090
Салтыков-Щедрин Михаил Евграфович,Листопад,2000,56
Толстой Лев Николаевич,Судьба человека,1886,726
Чехов Антон Павлович,Лёгкое дыхание,1833,745
Бунин Иван Алексеевич,Дом с мезонином,2009,339
Чернышевский Николай Гаврилович,Хамелеон,1908,1074
Платонов Андрей Платонович,Ионыч,1879,133
Горький Максим,Идиот,1974,1254
Беляев Александр Романович,Медный всадник,2022,104
Бунин Иван Алексеевич,Тихий Дон,2011,1273
Стругацкий Борис Натанович,Война и мир,2002,398
Шолохов Михаил Александрович,Морфий,1885,596
Толстой Алексей Николаевич,Первая любовь,1907,566
Добролюбов Николай Александрович,Война и мир,1860,552
Куприн Александр Иванович,Идиот,1846,117
Цветаева Марина Ивановна,В окопах Сталинграда,1964,788
Бродский Иосиф Александрович,Рядовой Лютиков,1864,124
Маяковский Владимир Владимирович,Мастер и Маргарита,1955,966
Тургенев Иван Сергеевич,Воскресение,1835,653
Толстой Лев Николаевич,Лёгкое дыхание,1823,560
Толстой Лев Николаевич,Евгений Онегин,1871,64
Толстой Алексей Николаевич,Лёгкое дыхание,1843,1371
Есенин Сергей Александрович,Пётр Первый,1859,1071
Мандельштам Осип Эмильевич,Аэлита,1890,72
Блок Александр Александрович,Отцы и дети,1901,387
Набоков Владимир Владимирович,Пётр Первый,1863,1321
Лесков Николай Семёнович,Ася,1968,974
Толстой Лев Николаевич,Хамелеон,2006,833
Стругацкий Борис Натанович,Первая любовь,1999,1289
Бродский Иосиф Александрович,Дом с мезонином,2012,789
Гоголь Николай Васильевич,Ревизор,1831,964
Замятин Евгений Иванович,Дама с собачкой,2006,766
Бродский Иосиф Александрович,Ионыч,1999,296
Шолохов Михаил Александрович,Дама с собачкой,1911,1034
Островский Александр Николаевич,Анна Каренина,1836,1443
Толстой Лев Николаевич,Шинель,1823,74
Есенин Сергей Александрович,Евгений Онегин,1925,890
Петров Евгений Петрович,Ревизор,1861,1240
Некрасов Николай Алексеевич,Мертвые души,1942,1427
Пушкин Александр Сергеевич,Бесы,1981,133
Тургенев Иван Сергеевич,Тихий Дон,1949,788
Беляев Александр Романович,Ася,1921,1481
Лесков Николай Семёнович,Кому на Руси жить хорошо,2020,1436
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1933,931
Цветаева Марина Ивановна,Мастер и Маргарита,2003,600
Блок Александр Александрович,Вишнёвый сад,2018,833
Стругацкий Аркадий Натанович,Белые ночи,1960,726
Лермонтов Михаил Юрьевич,Анна Каренина,1894,394
Беляев Александр Романович,Воскресение,1977,149
Стругацкий Борис Натанович,Идиот,1929,312
Беляев Александр Романович,Идиот,2016,798
Толстой Лев Николаевич,Вий,1884,781
Грин Александр Степанович,Митина любовь,1924,1078
Добролюбов Николай Александрович,Белая гвардия,1836,602
Шолохов Михаил Александрович,Рядовой Лютиков,1912,1148
Некрасов Виктор Платонович,Маленькая печальная повесть,2017,885
Набоков Владимир Владимирович,Записки охотника,1858,524
Толстой Лев Николаевич,Дом с мезонином,1913,1152
Пушкин Александр Сергеевич,Судьба человека,1951,367
Толстой Лев Николаевич,Ася,1898,1477
Замятин Евгений Иванович,Воскресение,1851,1288
Лермонтов Михаил Юрьевич,Маленькая печальная повесть,1994,1495
Лермонтов Михаил Юрьевич,Вий,1838,1364
Тургенев Иван Сергеевич,Судьба человека,1837,800
Стругацкий Борис Натанович,Бесы,1944,984
Некрасов Виктор Платонович,Пётр Первый,1822,604
Стругацкий Борис Натанович,Идиот,1923,736
Толстой Лев Николаевич,Ревизор,1910,892
Гоголь Николай Васильевич,Донские рассказы,1966,327
Некрасов Николай Алексеевич,Крестьянские дети,1983,1117
Толстой Лев Николаевич,Вишнёвый сад,1919,1024
Шолохов Михаил Александрович,Антоновские яблоки,1961,474
Грибоедов Александр Сергеевич,Пётр Первый,1862,616
Тургенев Иван Сергеевич,Шинель,2024,1359
Маяковский Владимир Владимирович,Дама с собачкой,1892,975
Стругацкий Борис Натанович,Детство,1862,1299
Замятин Евгений Иванович,Тарас Бульба,1873,502
Толстой Лев Николаевич,Вий,1896,1050
Толстой Лев Николаевич,Дом с мезонином,1978,1342
Некрасов Николай Алексеевич,Война и мир,1869,1090
Грин Александр Степанович,Хамелеон,1901,322
Бунин Иван Алексеевич,Записки охотника,1903,1431
Толстой Алексей Николаевич,Ася,1899,1170
Толстой Лев Николаевич,Белая гвардия,1808,70
Бунин Иван Алексеевич,Идиот,2000,743
Тургенев Иван Сергеевич,Аэлита,1800,138
Куприн Александр Иванович,Белая гвардия,1810,1280
Горький Максим,Русские женщины,1883,229
Чехов Антон Павлович,Отцы и дети,1966,1088
Петров Евгений Петрович,Война и мир,2010,156
Горький Максим,Кому на Руси жить хорошо,1846,879
Цветаева Марина Ивановна,Белая гвардия,1958,548
Ильф Илья Арнольдович,Пётр Первый,2025,291
Толстой Лев Николаевич,Преступление и наказание,1828,182
Тургенев Иван Сергеевич,Морфий,1935,475
Грибоедов Александр Сергеевич,Аэлита,1850,298
Блок Александр Александрович,Железная дорога,1903,172
Ильф Илья Арнольдович,Собачье сердце,1911,1106
Толстой Лев Николаевич,Хождение по мукам,1843,298
Пастернак Борис Леонидович,Бесы,1975,1487
Добролюбов Николай Александрович,Белая гвардия,2022,1306
Замятин Евгений Иванович,Хамелеон,1838,413
Лермонтов Михаил Юрьевич,Антоновские яблоки,2010,412
Некрасов Николай Алексеевич,Ионыч,1960,358
Бродский Иосиф Александрович,Митина любовь,1963,1298
Салтыков-Щедрин Михаил Евграфович,Бесы,2017,1425
Есенин Сергей Александрович,Листопад,1846,1275
Стругацкий Борис Натанович,Белая гвардия,1976,227
Есенин Сергей Александрович,Первая любовь,1855,1025
Мандельштам Осип Эмильевич,Пётр Первый,1964,396
Достоевский Фёдор Михайлович,Идиот,1982,1066
Ахматова Анна Андреевна,Мастер и Маргарита,1939,95
Булгаков Михаил Афанасьевич,Хождение по мукам,1994,1268
Грибоедов Александр Сергеевич,Дом с мезонином,1827,881
Стругацкий Борис Натанович,Кому на Руси жить хорошо,1970,640
Стругацкий Аркадий Натанович,Вий,1935,811
Добролюбов Николай Александрович,Крестьянские дети,1855,179
Беляев Александр Романович,Мастер и Маргарита,1929,150
Тургенев Иван Сергеевич,Крестьянские дети,1934,1383
Достоевский Фёдор Михайлович,Преступление и наказание,1946,812
Тургенев Иван Сергеевич,Война и мир,1988,216
Некрасов Николай Алексеевич,Вишнёвый сад,2003,502
Толстой Лев Николаевич,Преступление и наказание,1966,108
Толстой Лев Николаевич,Рядовой Лютиков,2000,1441
Платонов Андрей Платонович,Кому на Руси жить хорошо,1916,1257
Стругацкий Аркадий Натанович,Мастер и Маргарита,1920,157
Стругацкий Аркадий Натанович,Пётр Первый,1912,661
Набоков Владимир Владимирович,Дама с собачкой,2024,574
Лесков Николай Семёнович,Дом с мезонином,1894,418
Некрасов Николай Алексеевич,Морфий,2004,1214
Замятин Евгений Иванович,Мертвые души,1818,139
Бунин Иван Алексеевич,Белая гвардия,1931,1036
Петров Евгений Петрович,Евгений Онегин,1937,1378
Салтыков-Щедрин Михаил Евграфович,Дом с мезонином,1834,675
Платонов Андрей Платонович,Братья Карамазовы,1835,942
Некрасов Николай Алексеевич,Митина любовь,1808,872
Некрасов Виктор Платонович,Рядовой Лютиков,1947,364
Некрасов Николай Алексеевич,Евгений Онегин,1905,1479
Лермонтов Михаил Юрьевич,Белые ночи,1977,237
Тургенев Иван Сергеевич,Крестьянские дети,1818,1183
Горький Максим,Кому на Руси жить хорошо,1969,462
Островский Александр Николаевич,Донские рассказы,2007,1047
Островский Александр Николаевич,Воскресение,2008,536
Толстой Лев Николаевич,Белая гвардия,1984,147
Замятин Евгений Иванович,Собачье сердце,1864,838
Лермонтов Михаил Юрьевич,Воскресение,1958,457
Грибоедов Александр Сергеевич,Тарас Бульба,2008,861
Ахматова Анна Андреевна,Шинель,1871,1170
Стругацкий Аркадий Натанович,Идиот,1985,1347
Стругацкий Аркадий Натанович,Детство,1937,1168
Лесков Николай Семёнович,Бесы,1871,596
Ильф Илья Арнольдович,Шинель,1936,429
Достоевский Фёдор Михайлович,Шинель,1994,1264
Чернышевский Николай Гаврилович,Братья Карамазовы,1825,415
Достоевский Фёдор Михайлович,Тёмные аллеи,1887,968
Лермонтов Михаил Юрьевич,Ионыч,1823,705
Толстой Лев Николаевич,Тихий Дон,2001,745
Бунин Иван Алексеевич,Русские женщины,1837,1455
Ахматова Анна Андреевна,Судьба человека,1944,390
Островский Александр Николаевич,Вий,2020,1260
Петров Евгений Петрович,Преступление и наказание,1867,701
Салтыков-Щедрин Михаил Евграфович,Хождение по мукам,1928,480
Толстой Лев Николаевич,Идиот,2009,1439
Салтыков-Щедрин Михаил Евграфович,Крестьянские дети,1961,431
Беляев Александр Романович,Аэлита,1955,477
Добролюбов Николай Александрович,Дом с мезонином,1917,90
Есенин Сергей Александрович,Лёгкое дыхание,2008,930
Блок Александр Александрович,Хождение по мукам,2000,479
Куприн Александр Иванович,Отцы и дети,1828,1106
Шолохов Михаил Александрович,Донские рассказы,1940,1456
Платонов Андрей Платонович,Русские женщины,1906,379
Лермонтов Михаил Юрьевич,Вий,1820,1351
Пушкин Александр Сергеевич,Донские рассказы,1811,1153
Лермонтов Михаил Юрьевич,Евгений Онегин,1874,1056
Толстой Лев Николаевич,Вишнёвый сад,1861,235
Тургенев Иван Сергеевич,Тёмные аллеи,1813,1328
Набоков Владимир Владимирович,Аэлита,1907,141
Стругацкий Борис Натанович,Крестьянские дети,1867,902
Ильф Илья Арнольдович,Мертвые души,1948,1266
Булгаков Михаил Афанасьевич,Крестьянские дети,1952,332
Беляев Александр Романович,Шинель,1826,1200
Горький Максим,Война и мир,1802,185
Есенин Сергей Александрович,Судьба человека,1858,878
Островский Александр Николаевич,Морфий,1976,1374
Лесков Николай Семёнович,Бесы,1954,557
Маяковский Владимир Владимирович,Судьба человека,1937,892
Беляев Александр Романович,Белая гвардия,1977,757
Тургенев Иван Сергеевич,Война и мир,2006,1145
Замятин Евгений Иванович,Ионыч,1977,1292
Ильф Илья Арнольдович,Антоновские яблоки,1911,745
Замятин Евгений Иванович,Преступление и наказание,1882,1008
Чернышевский Николай Гаврилович,Детство,1908,1158
Пастернак Борис Леонидович,Митина любовь,1883,437
Шолохов Михаил Александрович,Судьба человека,1983,699
Стругацкий Борис Натанович,Ионыч,1832,222
Толстой Лев Николаевич,Отцы и дети,1871,1097
Пастернак Борис Леонидович,Хамелеон,1937,635
Толстой Лев Николаевич,Анна Каренина,1887,1002
Лермонтов Михаил Юрьевич,Медный всадник,1940,115
Горький Максим,Белая гвардия,1887,1301
Куприн Александр Иванович,В окопах Сталинграда,1945,853
Толстой Лев Николаевич,Русские женщины,2007,963
Некрасов Виктор Платонович,Тихий Дон,1986,368
Стругацкий Аркадий Натанович,Белая гвардия,1802,622
Стругацкий Аркадий Натанович,В окопах Сталинграда,1847,1220
Набоков Владимир Владимирович,Первая любовь,1970,906
Толстой Лев Николаевич,Тихий Дон,1997,895
Грибоедов Александр Сергеевич,Донские рассказы,1830,562
Грин Александр Степанович,Кому на Руси жить хорошо,1966,920
Куприн Александр Иванович,Морфий,1888,1264
Цветаева Марина Ивановна,Первая любовь,1912,345
Платонов Андрей Платонович,Тихий Дон,1858,389
Есенин Сергей Александрович,Мертвые души,1845,1211
Стругацкий Аркадий Натанович,Рядовой Лютиков,2002,568
Салтыков-Щедрин Михаил Евграфович,Тёмные аллеи,1870,697
Горький Максим,Железная дорога,1955,953
Беляев Александр Романович,Русские женщины,2014,400
Горький Максим,Война и мир,1890,1086
Мандельштам Осип Эмильевич,Донские рассказы,1972,351
Платонов Андрей Платонович,Антоновские яблоки,1880,386
Замятин Евгений Иванович,Вий,1999,792
Ахматова Анна Андреевна,Евгений Онегин,1931,259
Шолохов Михаил Александрович,Преступление и наказание,1931,1074
Толстой Лев Николаевич,Воскресение,1851,233
Мандельштам Осип Эмильевич,Лёгкое дыхание,2023,1452
Ильф Илья Арнольдович,Морфий,1993,723
Пушкин Александр Сергеевич,Аэлита,1887,541
Петров Евгений Петрович,Мертвые души,1873,593
Беляев Александр Романович,Тёмные аллеи,1929,653
Платонов Андрей Платонович,Бесы,1971,545
Ахматова Анна Андреевна,Лёгкое дыхание,1975,384
Блок Александр Александрович,Хождение по мукам,1876,434
Стругацкий Борис Натанович,Ася,2009,976
Толстой Лев Николаевич,Преступление и наказание,1922,314
Тургенев Иван Сергеевич,Братья Карамазовы,1894,1272
Булгаков Михаил Афанасьевич,Мертвые души,1843,372
Замятин Евгений Иванович,Шинель,2008,779
Пушкин Александр Сергеевич,Крестьянские дети,2020,60
Толстой Лев Николаевич,Антоновские яблоки,1868,484
Ильф Илья Арнольдович,Братья Карамазовы,1884,521
Салтыков-Щедрин Михаил Евграфович,Ревизор,1884,1020
Пушкин Александр Сергеевич,Преступление и наказание,1834,1207
Некрасов Николай Алексеевич,Преступление и наказание,1944,946
Блок Александр Александрович,Война и мир,1920,476
Толстой Лев Николаевич,Лёгкое дыхание,1977,469
Гоголь Николай Васильевич,Тихий Дон,1812,864
Пастернак Борис Леонидович,Лёгкое дыхание,1908,229
Петров Евгений Петрович,Белые ночи,1929,1093
Стругацкий Аркадий Натанович,В окопах Сталинграда,1809,338
Беляев Александр Романович,Крестьянские дети,1929,806
Толстой Алексей Николаевич,Тарас Бульба,1972,805
Чернышевский Николай Гаврилович,Вий,1920,348
Толстой Лев Николаевич,Анна Каренина,1905,1078
Гоголь Николай Васильевич,Белые ночи,1914,1369
Петров Евгений Петрович,Собачье сердце,1988,1446
Толстой Лев Николаевич,Война и мир,1820,641
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1980,1369
Толстой Лев Николаевич,Отцы и дети,1901,1108
Островский Александр Николаевич,Евгений Онегин,1901,463
Толстой Лев Николаевич,Медный всадник,1992,1195
Ахматова Анна Андреевна,Лёгкое дыхание,1995,1347
Чехов Антон Павлович,Рядовой Лютиков,2018,926
Замятин Евгений Иванович,Тарас Бульба,2018,1220
Куприн Александр Иванович,Ревизор,1954,971
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1938,516
Толстой Лев Николаевич,Анна Каренина,1858,78
Чехов Антон Павлович,Ревизор,1968,458
Островский Александр Николаевич,Преступление и наказание,1972,1269
Толстой Лев Николаевич,Пётр Первый,1825,1275
Петров Евгений Петрович,Анна Каренина,2006,1449
Лермонтов Михаил Юрьевич,Мастер и Маргарита,1992,796
Чехов Антон Павлович,Белые ночи,1941,373
Толстой Лев Николаевич,Дом с мезонином,1955,143
Петров Евгений Петрович,Кому на Руси жить хорошо,1923,848
Толстой Алексей Николаевич,Евгений Онегин,1860,163
Булгаков Михаил Афанасьевич,Шинель,2001,1067
Стругацкий Аркадий Натанович,Маленькая печальная повесть,1830,900
Мандельштам Осип Эмильевич,Евгений Онегин,1917,1233
Некрасов Виктор Платонович,Вишнёвый сад,1939,307
Некрасов Николай Алексеевич,Евгений Онегин,1852,369
Лермонтов Михаил Юрьевич,Отцы и дети,1965,540
Куприн Александр Иванович,Хамелеон,1965,249
Пастернак Борис Леонидович,Судьба человека,1802,924
Толстой Лев Николаевич,Кому на Руси жить хорошо,1933,1103
Островский Александр Николаевич,Кому на Руси жить хорошо,1879,1021
Есенин Сергей Александрович,Преступление и наказание,1885,1255
Маяковский Владимир Владимирович,Белые ночи,2010,1397
Мандельштам Осип Эмильевич,Рядовой Лютиков,1947,271
Чехов Антон Павлович,Листопад,1866,879
Грибоедов Александр Сергеевич,Отцы и дети,1907,567
Платонов Андрей Платонович,Война и мир,2008,352
Лесков Николай Семёнович,Братья Карамазовы,1946,796
Грибоедов Александр Сергеевич,Крестьянские дети,1940,852
Платонов Андрей Платонович,Кому на Руси жить хорошо,1905,1045
Гоголь Николай Васильевич,В окопах Сталинграда,1845,848
Петров Евгений Петрович,Мастер и Маргарита,1997,643
Толстой Лев Николаевич,Братья Карамазовы,1935,1060
Замятин Евгений Иванович,Анна Каренина,1843,755
Ахматова Анна Андреевна,Антоновские яблоки,1945,1245
Лермонтов Михаил Юрьевич,Вий,1863,1091
Чернышевский Николай Гаврилович,Медный всадник,1970,466
Толстой Лев Николаевич,Русские женщины,1875,1250
Гоголь Николай Васильевич,Антоновские яблоки,1822,1363
Маяковский Владимир Владимирович,Анна Каренина,1863,1318
Пастернак Борис Леонидович,Белые ночи,1946,543
Ахматова Анна Андреевна,Рядовой Лютиков,1860,784
Стругацкий Борис Натанович,Русские женщины,1856,532
Лермонтов Михаил Юрьевич,Тёмные аллеи,1897,236
Мандельштам Осип Эмильевич,Дама с собачкой,1988,534
Беляев Александр Романович,Маленькая печальная повесть,1983,749
Толстой Алексей Николаевич,Маленькая печальная повесть,1941,1339
Стругацкий Борис Натанович,Кому на Руси жить хорошо,1849,1200
Толстой Лев Николаевич,Пётр Первый,1994,761
Чернышевский Николай Гаврилович,Записки охотника,1927,1166
Петров Евгений Петрович,Маленькая печальная повесть,1860,1114
Шолохов Михаил Александрович,Листопад,2022,73
Толстой Лев Николаевич,Белая гвардия,1886,805
Толстой Лев Николаевич,Вишнёвый сад,1875,257
Ахматова Анна Андреевна,Собачье сердце,1965,522
Набоков Владимир Владимирович,Морфий,1924,347
Достоевский Фёдор Михайлович,Идиот,1945,724
Толстой Лев Николаевич,Евгений Онегин,1876,312
Достоевский Фёдор Михайлович,Детство,1908,417
Толстой Лев Николаевич,Ася,2007,390
Толстой Лев Николаевич,Пётр Первый,1845,1085
Ильф Илья Арнольдович,Листопад,1812,1186
Блок Александр Александрович,Хамелеон,2004,112
Ахматова Анна Андреевна,Аэлита,1940,977
Лермонтов Михаил Юрьевич,Ионыч,1936,606
Бродский Иосиф Александрович,Кому на Руси жить хорошо,1834,1341
Платонов Андрей Платонович,Крестьянские дети,1861,1193
Маяковский Владимир Владимирович,Первая любовь,1816,371
Некрасов Николай Алексеевич,Мастер и Маргарита,1829,639
Платонов Андрей Платонович,Ася,1841,1051
Грин Александр Степанович,Донские рассказы,1946,1082
Петров Евгений Петрович,Тёмные аллеи,1956,806
Есенин Сергей Александрович,Тёмные аллеи,1923,561
Маяковский Владимир Владимирович,Шинель,1828,1153
Толстой Лев Николаевич,Железная дорога,1807,1177
Есенин Сергей Александрович,Медный всадник,2001,661
Набоков Владимир Владимирович,Русские женщины,1887,1000
Бродский Иосиф Александрович,Тарас Бульба,1849,1433
Замятин Евгений Иванович,Война и мир,1802,528
Чехов Антон Павлович,Митина любовь,1975,1096
Чернышевский Николай Гаврилович,Бесы,1902,482
Булгаков Михаил Афанасьевич,Русские женщины,1926,851
Цветаева Марина Ивановна,Идиот,1820,744
Грин Александр Степанович,Судьба человека,1853,1292
Стругацкий Аркадий Натанович,Вишнёвый сад,2020,1461
Некрасов Виктор Платонович,Пётр Первый,1944,1333
Булгаков Михаил Афанасьевич,Евгений Онегин,2009,968
Чернышевский Николай Гаврилович,Детство,1925,556
Чернышевский Николай Гаврилович,Морфий,2011,700
Петров Евгений Петрович,Собачье сердце,1973,1150
Ильф Илья Арнольдович,Судьба человека,1872,541
Лесков Николай Семёнович,Мастер и Маргарита,1811,735
Лермонтов Михаил Юрьевич,Вий,1860,112
Стругацкий Аркадий Натанович,Первая любовь,1896,833
Тургенев Иван Сергеевич,Аэлита,2012,230
Замятин Евгений Иванович,Тихий Дон,1839,1475
Толстой Лев Николаевич,Дама с собачкой,1947,417
Маяковский Владимир Владимирович,Мастер и Маргарита,1834,814
Толстой Лев Николаевич,Хождение по мукам,1817,1079
Толстой Лев Николаевич,Война и мир,1841,1191
Толстой Лев Николаевич,Медный всадник,1808,386
Куприн Александр Иванович,Митина любовь,1806,1254
Грибоедов Александр Сергеевич,Тёмные аллеи,1998,341
Толстой Лев Николаевич,Хамелеон,1831,242
Пастернак Борис Леонидович,Железная дорога,1820,465
Беляев Александр Романович,Война и мир,2023,312
Бродский Иосиф Александрович,Маленькая печальная повесть,1802,824
Салтыков-Щедрин Михаил Евграфович,Донские рассказы,1875,166
Платонов Андрей Платонович,Морфий,1807,168
Стругацкий Борис Натанович,Тарас Бульба,1853,476
Пушкин Александр Сергеевич,Первая любовь,1850,1440
Чернышевский Николай Гаврилович,Преступление и наказание,1975,120
Островский Александр Николаевич,Первая любовь,1817,993
Бродский Иосиф Александрович,Вишнёвый сад,1914,1054
Петров Евгений Петрович,Записки охотника,1812,1020
Маяковский Владимир Владимирович,Хождение по мукам,1935,1361
Есенин Сергей Александрович,Война и мир,1834,141
Толстой Лев Николаевич,Пётр Первый,1909,1019
Куприн Александр Иванович,Воскресение,1915,257
Ильф Илья Арнольдович,Лёгкое дыхание,1879,407
Горький Максим,Евгений Онегин,1908,778
Беляев Александр Романович,Судьба человека,1899,751
Лермонтов Михаил Юрьевич,Тарас Бульба,1886,1378
Лермонтов Михаил Юрьевич,Маленькая печальная повесть,2005,1481
Петров Евгений Петрович,Дама с собачкой,1887,117
Островский Александр Николаевич,Евгений Онегин,2016,1091
Некрасов Виктор Платонович,Листопад,1876,517
Набоков Владимир Владимирович,В окопах Сталинграда,2008,524
Толстой Лев Николаевич,Братья Карамазовы,2005,703
Гоголь Николай Васильевич,Тихий Дон,1988,377
Толстой Алексей Николаевич,Тихий Дон,1964,686
Толстой Лев Николаевич,Ревизор,1977,1382
Пушкин Александр Сергеевич,Евгений Онегин,1990,753
Толстой Лев Николаевич,Вишнёвый сад,1894,1223
Достоевский Фёдор Михайлович,Собачье сердце,1921,360
Толстой Алексей Николаевич,Первая любовь,1821,59
Толстой Лев Николаевич,Вий,1917,768
Достоевский Фёдор Михайлович,Отцы и дети,1996,241
Замятин Евгений Иванович,Пётр Первый,1847,1474
Толстой Лев Николаевич,Братья Карамазовы,1850,772
Толстой Лев Николаевич,Кому на Руси жить хорошо,1962,291
Набоков Владимир Владимирович,Ионыч,1984,386
Блок Александр Александрович,Рядовой Лютиков,2001,563
Бунин Иван Алексеевич,Преступление и наказание,1871,390
Мандельштам Осип Эмильевич,Антоновские яблоки,1987,551
Бунин Иван Алексеевич,Дама с собачкой,1943,267
Маяковский Владимир Владимирович,Пётр Первый,1899,886
Платонов Андрей Платонович,Воскресение,1903,366
Мандельштам Осип Эмильевич,В окопах Сталинграда,1978,1144
Толстой Лев Николаевич,Идиот,1960,1182
Шолохов Михаил Александрович,Отцы и дети,1831,524
Набоков Владимир Владимирович,Листопад,1960,1023
Куприн Александр Иванович,Преступление и наказание,1902,71
Беляев Александр Романович,Аэлита,1830,262
Куприн Александр Иванович,Ионыч,1925,1063
Гоголь Николай Васильевич,Дама с собачкой,1921,1414
Петров Евгений Петрович,В окопах Сталинграда,1985,1369
Толстой Лев Николаевич,В окопах Сталинграда,1827,580
Островский Александр Николаевич,Листопад,2020,674
Толстой Лев Николаевич,Кому на Руси жить хорошо,1915,1133
Маяковский Владимир Владимирович,Аэлита,1936,1059
Набоков Владимир Владимирович,Железная дорога,1850,760
Островский Александр Николаевич,Отцы и дети,1841,880
Блок Александр Александрович,Аэлита,1825,419
Маяковский Владимир Владимирович,Медный всадник,1847,483
Ильф Илья Арнольдович,Русские женщины,1801,588
Петров Евгений Петрович,Собачье сердце,1904,51
Блок Александр Александрович,Тихий Дон,1970,462
Беляев Александр Романович,Дама с собачкой,1909,1090
Платонов Андрей Платонович,Русские женщины,1850,1241
Куприн Александр Иванович,Антоновские яблоки,1918,202
Пастернак Борис Леонидович,Мастер и Маргарита,1950,398
Толстой Лев Николаевич,Тарас Бульба,1996,322
Толстой Лев Николаевич,Листопад,1962,978
Толстой Лев Николаевич,Мастер и Маргарита,1809,989
Толстой Лев Николаевич,Дом с мезонином,1892,1432
Пушкин Александр Сергеевич,Пётр Первый,1801,1492
Толстой Лев Николаевич,Кому на Руси жить хорошо,1844,580
Куприн Александр Иванович,Антоновские яблоки,1983,613
Толстой Лев Николаевич,Судьба человека,1846,389
Толстой Лев Николаевич,Тарас Бульба,1900,240
Достоевский Фёдор Михайлович,Воскресение,1827,469
Маяковский Владимир Владимирович,Белая гвардия,1930,1286
Толстой Лев Николаевич,Лёгкое дыхание,1981,286
Горький Максим,Хамелеон,1878,858
Замятин Евгений Иванович,Воскресение,1958,1064
