ФИО автора,название,год издания,количество страниц
Некрасов Николай Алексеевич,Шинель,1768,653
Пушкин Александр Сергеевич,Крестьянские дети,1624,1188
Шолохов Михаил Александрович,Лёгкое дыхание,1420,391
Бунин Иван Алексеевич,Анна Каренина,1378,11
Чехов Антон Павлович,Братья Карамазовы,1279,1769
Достоевский Фёдор Михайлович,Хамелеон,1434,500
Некрасов Виктор Платонович,Мастер и Маргарита,1480,595
Достоевский Фёдор Михайлович,Отцы и дети,1136,1979
Пушкин Александр Сергеевич,Судьба человека,1910,888
Тургенев Иван Сергеевич,Евгений Онегин,1669,717
Тургенев Иван Сергеевич,Мастер и Маргарита,1904,72
Гоголь Николай Васильевич,Шинель,1203,1461
Гоголь Николай Васильевич,Первая любовь,1966,373
Булгаков Михаил Афанасьевич,Тарас Бульба,1107,1173
Толстой Лев Николаевич,Братья Карамазовы,1205,870
Бунин Иван Алексеевич,Воскресение,1207,1256
Достоевский Фёдор Михайлович,Мастер и Маргарита,1797,1209
Гоголь Николай Васильевич,Тёмные аллеи,1668,414
Достоевский Фёдор Михайлович,Ионыч,1586,829
Гоголь Николай Васильевич,Русские женщины,1568,1859
Бунин Иван Алексеевич,Воскресение,1434,560
Пушкин Александр Сергеевич,Вий,1793,1241
Толстой Лев Николаевич,Ионыч,1264,1346
Тургенев Иван Сергеевич,Рядовой Лютиков,1225,123
Шолохов Михаил Александрович,Ревизор,1824,30
Чехов Антон Павлович,Детство,1226,1662
Гоголь Николай Васильевич,Тарас Бульба,1761,704
Пушкин Александр Сергеевич,Идиот,1803,1600
Чехов Антон Павлович,Евгений Онегин,1240,962
Тургенев Иван Сергеевич,Хождение по мукам,1524,819
Некрасов Николай Алексеевич,Отцы и дети,1190,154
Некрасов Виктор Платонович,Мастер и Маргарита,1672,1717
Шолохов Михаил Александрович,Белая гвардия,1391,394
Тургенев Иван Сергеевич,Война и мир,1534,742
Некрасов Виктор Платонович,Война и мир,1470,219
Бунин Иван Алексеевич,Шинель,1195,1081
Толстой Алексей Николаевич,Маленькая печальная повесть,1498,925
Достоевский Фёдор Михайлович,Шинель,1967,1013
Достоевский Фёдор Михайлович,Пётр Первый,1529,1947
Толстой Лев Николаевич,Отцы и дети,1567,433
Некрасов Виктор Платонович,Белая гвардия,1849,81
Пушкин Александр Сергеевич,Белая гвардия,1740,926
Булгаков Михаил Афанасьевич,Пётр Первый,1782,1503
Гоголь Николай Васильевич,Мертвые души,1887,314
Некрасов Виктор Платонович,Дама с собачкой,1683,1951
Тургенев Иван Сергеевич,Рядовой Лютиков,1345,1440
Некрасов Николай Алексеевич,Антоновские яблоки,1258,738
Тургенев Иван Сергеевич,Отцы и дети,1518,1017
Бунин Иван Алексеевич,Белые ночи,1185,1379
Толстой Лев Николаевич,Война и мир,1641,623
Некрасов Николай Алексеевич,Шинель,1950,353
Гоголь Николай Васильевич,Вий,1222,1383
Пушкин Александр Сергеевич,Белая гвардия,1387,322
Бунин Иван Алексеевич,Евгений Онегин,1510,1650
Некрасов Николай Алексеевич,Дама с собачкой,1672,1567
Бунин Иван Алексеевич,Русские женщины,1922,458
Достоевский Фёдор Михайлович,Дама с собачкой,1489,521
Некрасов Николай Алексеевич,Анна Каренина,1547,213
Толстой Алексей Николаевич,Крестьянские дети,1940,1172
Чехов Антон Павлович,Первая любовь,1627,1370
Толстой Алексей Николаевич,Донские рассказы,1555,312
Некрасов Николай Алексеевич,Медный всадник,1818,1001
Некрасов Виктор Платонович,Вий,1734,1401
Толстой Алексей Николаевич,Судьба человека,1692,446
Пушкин Александр Сергеевич,Маленькая печальная повесть,1422,1242
Толстой Лев Николаевич,Донские рассказы,1712,937
Тургенев Иван Сергеевич,Ионыч,1871,287
Тургенев Иван Сергеевич,В окопах Сталинграда,1419,1561
Чехов Антон Павлович,Тёмные аллеи,1558,1557
Толстой Лев Николаевич,Ионыч,1820,1020
Гоголь Николай Васильевич,Антоновские яблоки,1901,1278
Шолохов Михаил Александрович,Отцы и дети,1262,56
Пушкин Александр Сергеевич,Идиот,1112,1519
Бунин Иван Алексеевич,Мастер и Маргарита,1459,1690
Чехов Антон Павлович,Рядовой Лютиков,1458,1517
Пушкин Александр Сергеевич,Мастер и Маргарита,2015,1047
Тургенев Иван Сергеевич,Белые ночи,1141,404
Булгаков Михаил Афанасьевич,Бесы,1673,1204
Чехов Антон Павлович,Русские женщины,1974,1487
Некрасов Виктор Платонович,Анна Каренина,1976,1865
Булгаков Михаил Афанасьевич,Митина любовь,1381,1740
Тургенев Иван Сергеевич,Лёгкое дыхание,1522,897
Шолохов Михаил Александрович,Хамелеон,1112,1479
Некрасов Николай Алексеевич,Воскресение,2002,324
Некрасов Виктор Платонович,Мертвые души,2009,830
Толстой Лев Николаевич,Ревизор,1792,268
Некрасов Виктор Платонович,Лёгкое дыхание,1727,553
Шолохов Михаил Александрович,Донские рассказы,1647,1513
Булгаков Михаил Афанасьевич,Тарас Бульба,1647,614
Пушкин Александр Сергеевич,Воскресение,1117,1626
Тургенев Иван Сергеевич,Бесы,1244,1789
Толстой Алексей Николаевич,Ионыч,1325,506
Толстой Алексей Николаевич,Война и мир,1608,627
Бунин Иван Алексеевич,Белые ночи,1788,691
Булгаков Михаил Афанасьевич,Русские женщины,1618,905
Шолохов Михаил Александрович,В окопах Сталинграда,1759,1178
Некрасов Виктор Платонович,Тарас Бульба,1766,799
Пушкин Александр Сергеевич,Морфий,1487,888
Пушкин Александр Сергеевич,Митина любовь,1264,1577
Некрасов Виктор Платонович,Донские рассказы,1319,1735
Некрасов Виктор Платонович,Дама с собачкой,1550,1534
Пушкин Александр Сергеевич,Тёмные аллеи,1815,1756
Бунин Иван Алексеевич,В окопах Сталинграда,1222,1158
Толстой Алексей Николаевич,Судьба человека,1503,1018
Шолохов Михаил Александрович,Железная дорога,1902,829
Чехов Антон Павлович,Медный всадник,1581,1590
Чехов Антон Павлович,Рядовой Лютиков,1777,371
Толстой Алексей Николаевич,Ревизор,1670,468
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1936,1526
Тургенев Иван Сергеевич,В окопах Сталинграда,1208,837
Некрасов Николай Алексеевич,В окопах Сталинграда,1717,1518
Чехов Антон Павлович,Мастер и Маргарита,1797,1506
Булгаков Михаил Афанасьевич,Вишнёвый сад,1316,436
Некрасов Виктор Платонович,Пётр Первый,1735,1859
Тургенев Иван Сергеевич,Хамелеон,1307,240
Пушкин Александр Сергеевич,Листопад,1177,22
Достоевский Фёдор Михайлович,Хамелеон,1258,1650
Гоголь Николай Васильевич,Евгений Онегин,1767,1586
Бунин Иван Алексеевич,Идиот,1807,180
Некрасов Николай Алексеевич,Маленькая печальная повесть,1238,1635
Пушкин Александр Сергеевич,Рядовой Лютиков,1526,981
Толстой Алексей Николаевич,Дом с мезонином,1816,871
Шолохов Михаил Александрович,Дама с собачкой,1168,1578
Гоголь Николай Васильевич,Ревизор,1678,1614
Бунин Иван Алексеевич,Ионыч,1403,132
Достоевский Фёдор Михайлович,Белая гвардия,2018,1949
Толстой Лев Николаевич,Вий,1231,875
Бунин Иван Алексеевич,Евгений Онегин,1401,1686
Чехов Антон Павлович,Ионыч,1377,1458
Чехов Антон Павлович,Анна Каренина,1133,1088
Шолохов Михаил Александрович,Ася,1300,891
Бунин Иван Алексеевич,Анна Каренина,1101,127
Толстой Лев Николаевич,Собачье сердце,1819,1449
Пушкин Александр Сергеевич,Мертвые души,1677,1433
Некрасов Николай Алексеевич,Отцы и дети,1312,1903
Некрасов Николай Алексеевич,Белые ночи,1470,1692
Шолохов Михаил Александрович,Лёгкое дыхание,1508,1296
Бунин Иван Алексеевич,Пётр Первый,1837,1010
Булгаков Михаил Афанасьевич,Записки охотника,1179,427
Толстой Лев Николаевич,Маленькая печальная повесть,1669,323
Бунин Иван Алексеевич,Судьба человека,1620,1273
Бунин Иван Алексеевич,Записки охотника,1843,645
Некрасов Николай Алексеевич,Братья Карамазовы,1707,1241
Булгаков Михаил Афанасьевич,Тёмные аллеи,1930,1597
Гоголь Николай Васильевич,Детство,1292,986
Некрасов Виктор Платонович,Дом с мезонином,1205,1720
Чехов Антон Павлович,Антоновские яблоки,1383,417
Некрасов Виктор Платонович,Записки охотника,1971,1012
Толстой Лев Николаевич,Белые ночи,1234,1673
Шолохов Михаил Александрович,Тёмные аллеи,2001,1700
Толстой Алексей Николаевич,Бесы,1683,1233
Чехов Антон Павлович,Железная дорога,1709,165
Толстой Лев Николаевич,Детство,1703,1024
Булгаков Михаил Афанасьевич,Морфий,1157,747
Пушкин Александр Сергеевич,Хождение по мукам,1185,1849
Толстой Алексей Николаевич,Шинель,1462,79
Пушкин Александр Сергеевич,Ревизор,1894,24
Гоголь Николай Васильевич,Ася,1490,1313
Достоевский Фёдор Михайлович,Ионыч,1196,1157
Толстой Лев Николаевич,Тихий Дон,1714,927
Некрасов Виктор Платонович,Детство,1178,313
Некрасов Виктор Платонович,Тихий Дон,1898,198
Гоголь Николай Васильевич,Пётр Первый,1550,966
Толстой Алексей Николаевич,Железная дорога,1886,1930
Достоевский Фёдор Михайлович,Первая любовь,1523,1027
Гоголь Николай Васильевич,Шинель,1178,1568
Достоевский Фёдор Михайлович,Листопад,1303,1797
Бунин Иван Алексеевич,Вишнёвый сад,1602,1068
Некрасов Николай Алексеевич,Мертвые души,1590,472
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,2006,569
Тургенев Иван Сергеевич,Железная дорога,1213,992
Толстой Алексей Николаевич,Евгений Онегин,1980,464
Тургенев Иван Сергеевич,Шинель,1851,71
Тургенев Иван Сергеевич,Морфий,1318,1929
Шолохов Михаил Александрович,Пётр Первый,2001,474
Некрасов Виктор Платонович,Война и мир,1914,1021
Булгаков Михаил Афанасьевич,Евгений Онегин,1456,1962
Некрасов Виктор Платонович,Дом с мезонином,1617,1977
Достоевский Фёдор Михайлович,Детство,1548,1158
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1445,1491
Гоголь Николай Васильевич,Братья Карамазовы,1296,415
Чехов Антон Павлович,Железная дорога,1920,834
Чехов Антон Павлович,Мастер и Маргарита,1909,1431
Булгаков Михаил Афанасьевич,Судьба человека,1385,1474
Шолохов Михаил Александрович,Белая гвардия,1154,1160
Булгаков Михаил Афанасьевич,Детство,1183,1175
Чехов Антон Павлович,Донские рассказы,1603,775
Тургенев Иван Сергеевич,Рядовой Лютиков,1355,153
Бунин Иван Алексеевич,Медный всадник,1296,1769
Пушкин Александр Сергеевич,Бесы,1393,1281
Чехов Антон Павлович,Детство,1254,314
Булгаков Михаил Афанасьевич,Дом с мезонином,1943,1719
Некрасов Николай Алексеевич,Железная дорога,1664,651
Толстой Алексей Николаевич,Собачье сердце,1575,384
Толстой Алексей Николаевич,Донские рассказы,1370,1879
Пушкин Александр Сергеевич,Судьба человека,1204,1451
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1446,1422
Чехов Антон Павлович,Митина любовь,1299,1044
Достоевский Фёдор Михайлович,Евгений Онегин,1245,623
Некрасов Виктор Платонович,Донские рассказы,2016,1631
Некрасов Виктор Платонович,Маленькая печальная повесть,1878,792
Некрасов Виктор Платонович,Лёгкое дыхание,1653,1677
Чехов Антон Павлович,Шинель,1551,1603
Бунин Иван Алексеевич,Война и мир,1549,1856
Булгаков Михаил Афанасьевич,Война и мир,1941,1160
Тургенев Иван Сергеевич,Собачье сердце,2016,1883
Некрасов Виктор Платонович,Хождение по мукам,1521,115
Некрасов Николай Алексеевич,Аэлита,1636,1141
Пушкин Александр Сергеевич,Тихий Дон,1870,1995
Толстой Алексей Николаевич,Дама с собачкой,1351,1260
Достоевский Фёдор Михайлович,Воскресение,1296,344
Достоевский Фёдор Михайлович,Первая любовь,1286,1352
Некрасов Виктор Платонович,Донские рассказы,1745,757
Булгаков Михаил Афанасьевич,Ася,1448,202
Пушкин Александр Сергеевич,Анна Каренина,1533,1202
Гоголь Николай Васильевич,Собачье сердце,1793,482
Некрасов Виктор Платонович,Донские рассказы,1833,424
Некрасов Виктор Платонович,Мастер и Маргарита,1703,984
Пушкин Александр Сергеевич,Тёмные аллеи,1646,1296
Толстой Алексей Николаевич,Записки охотника,1411,1558
Пушкин Александр Сергеевич,Ася,1927,1160
Некрасов Виктор Платонович,Шинель,1460,889
Шолохов Михаил Александрович,Крестьянские дети,1481,1867
Пушкин Александр Сергеевич,Судьба человека,1829,526
Толстой Лев Николаевич,Тихий Дон,1616,1030
Толстой Алексей Николаевич,Ревизор,1673,251
Бунин Иван Алексеевич,Дама с собачкой,1506,909
Некрасов Николай Алексеевич,Война и мир,1452,1061
Булгаков Михаил Афанасьевич,Пётр Первый,1735,345
Бунин Иван Алексеевич,Митина любовь,1570,848
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1462,671
Некрасов Николай Алексеевич,Тёмные аллеи,1153,620
Достоевский Фёдор Михайлович,Митина любовь,1578,1877
Достоевский Фёдор Михайлович,Железная дорога,1458,1744
Бунин Иван Алексеевич,Мертвые души,2009,878
Пушкин Александр Сергеевич,Вий,1237,1029
Чехов Антон Павлович,Бесы,1514,79
Бунин Иван Алексеевич,Вий,1188,963
Шолохов Михаил Александрович,Маленькая печальная повесть,1435,1532
Толстой Алексей Николаевич,Русские женщины,1178,877
Некрасов Виктор Платонович,Лёгкое дыхание,1958,1959
Бунин Иван Алексеевич,Преступление и наказание,1156,1835
Достоевский Фёдор Михайлович,Братья Карамазовы,1254,1848
Толстой Алексей Николаевич,Тихий Дон,1850,175
Бунин Иван Алексеевич,Воскресение,1687,1446
Чехов Антон Павлович,Братья Карамазовы,1242,1162
Толстой Алексей Николаевич,В окопах Сталинграда,1560,833
Некрасов Виктор Платонович,Медный всадник,1851,541
Гоголь Николай Васильевич,Преступление и наказание,1124,1604
Достоевский Фёдор Михайлович,Аэлита,1308,244
Достоевский Фёдор Михайлович,Антоновские яблоки,1255,480
Толстой Алексей Николаевич,Митина любовь,1423,479
Достоевский Фёдор Михайлович,Первая любовь,1747,1932
Гоголь Николай Васильевич,Тихий Дон,1755,1875
Толстой Лев Николаевич,Братья Карамазовы,1532,254
Пушкин Александр Сергеевич,Детство,1153,172
Гоголь Николай Васильевич,Антоновские яблоки,1977,670
Шолохов Михаил Александрович,Ионыч,1380,1148
Гоголь Николай Васильевич,Анна Каренина,1257,386
Пушкин Александр Сергеевич,Анна Каренина,1560,1667
Бунин Иван Алексеевич,Крестьянские дети,1824,213
Чехов Антон Павлович,Война и мир,1127,389
Чехов Антон Павлович,Крестьянские дети,1525,1723
Достоевский Фёдор Михайлович,Ионыч,1437,1810
Пушкин Александр Сергеевич,Аэлита,1662,1321
Достоевский Фёдор Михайлович,Пётр Первый,1771,1392
Булгаков Михаил Афанасьевич,Идиот,1563,749
Некрасов Виктор Платонович,Детство,1335,1437
Пушкин Александр Сергеевич,Лёгкое дыхание,2006,1646
Тургенев Иван Сергеевич,Воскресение,1761,1446
Некрасов Виктор Платонович,Хождение по мукам,1558,1240
Пушкин Александр Сергеевич,Тёмные аллеи,1881,297
Толстой Лев Николаевич,Хамелеон,2006,827
Тургенев Иван Сергеевич,Митина любовь,1943,363
Некрасов Виктор Платонович,Детство,1420,461
Чехов Антон Павлович,Дама с собачкой,1925,768
Тургенев Иван Сергеевич,Братья Карамазовы,1403,705
Шолохов Михаил Александрович,Ревизор,1421,1166
Чехов Антон Павлович,Преступление и наказание,1172,1584
Толстой Алексей Николаевич,Железная дорога,1469,1310
Некрасов Николай Алексеевич,Хождение по мукам,1763,595
Тургенев Иван Сергеевич,Белая гвардия,1190,1069
Тургенев Иван Сергеевич,Анна Каренина,1942,1317
Бунин Иван Алексеевич,Вий,1380,586
Толстой Лев Николаевич,Ионыч,1189,987
Толстой Алексей Николаевич,Крестьянские дети,1386,346
Гоголь Николай Васильевич,Хождение по мукам,1240,937
Некрасов Николай Алексеевич,Записки охотника,1562,792
Толстой Алексей Николаевич,Белые ночи,1512,988
Чехов Антон Павлович,Лёгкое дыхание,1212,1612
Некрасов Николай Алексеевич,Анна Каренина,1500,1267
Достоевский Фёдор Михайлович,Белая гвардия,2026,698
Шолохов Михаил Александрович,Дом с мезонином,1706,1564
Булгаков Михаил Афанасьевич,Преступление и наказание,1786,1664
Пушкин Александр Сергеевич,Преступление и наказание,1267,984
Гоголь Николай Васильевич,Тарас Бульба,1317,885
Некрасов Виктор Платонович,Судьба человека,1548,860
Чехов Антон Павлович,Маленькая печальная повесть,1144,293
Толстой Алексей Николаевич,В окопах Сталинграда,1490,1258
Бунин Иван Алексеевич,Записки охотника,1128,1532
Достоевский Фёдор Михайлович,Морфий,1435,1624
Пушкин Александр Сергеевич,Русские женщины,1204,1830
Толстой Алексей Николаевич,Дама с собачкой,1807,1996
Достоевский Фёдор Михайлович,Тарас Бульба,1448,1210
Гоголь Николай Васильевич,Медный всадник,1405,359
Достоевский Фёдор Михайлович,Тарас Бульба,1927,1337
Пушкин Александр Сергеевич,Донские рассказы,1267,1829
Толстой Лев Николаевич,Медный всадник,1663,399
Шолохов Михаил Александрович,Белая гвардия,1906,1057
Гоголь Николай Васильевич,Дама с собачкой,1570,1855
Некрасов Виктор Платонович,Антоновские яблоки,1816,1028
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1267,994
Пушкин Александр Сергеевич,Тарас Бульба,1222,692
Чехов Антон Павлович,Ревизор,1823,761
Некрасов Виктор Платонович,Бесы,1924,440
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1319,1142
Булгаков Михаил Афанасьевич,Ионыч,1262,454
Булгаков Михаил Афанасьевич,Преступление и наказание,1727,1424
Бунин Иван Алексеевич,Бесы,1282,831
Некрасов Николай Алексеевич,Морфий,1353,1316
Толстой Лев Николаевич,В окопах Сталинграда,1903,1421
Шолохов Михаил Александрович,Анна Каренина,1457,344
Тургенев Иван Сергеевич,Мертвые души,1474,862
Толстой Алексей Николаевич,Дом с мезонином,1604,1278
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1705,1823
Бунин Иван Алексеевич,Железная дорога,1856,142
Пушкин Александр Сергеевич,Аэлита,1795,1047
Некрасов Николай Алексеевич,Мертвые души,1111,439
Чехов Антон Павлович,Крестьянские дети,1449,1023
Достоевский Фёдор Михайлович,Донские рассказы,1310,1432
Булгаков Михаил Афанасьевич,Воскресение,1376,482
Чехов Антон Павлович,Собачье сердце,1948,42
Достоевский Фёдор Михайлович,Дом с мезонином,1867,813
Некрасов Виктор Платонович,Мертвые души,1800,990
Пушкин Александр Сергеевич,Записки охотника,1870,463
Пушкин Александр Сергеевич,Евгений Онегин,1458,1994
Толстой Лев Николаевич,Анна Каренина,1181,1884
Булгаков Михаил Афанасьевич,Первая любовь,1968,1370
Гоголь Николай Васильевич,Преступление и наказание,1301,427
Булгаков Михаил Афанасьевич,Ревизор,1567,653
Толстой Лев Николаевич,Преступление и наказание,1815,288
Достоевский Фёдор Михайлович,Лёгкое дыхание,1969,919
Достоевский Фёдор Михайлович,Антоновские яблоки,1331,1909
Гоголь Николай Васильевич,Железная дорога,1877,1022
Толстой Алексей Николаевич,Детство,1684,59
Чехов Антон Павлович,Белые ночи,1986,221
Некрасов Виктор Платонович,Белая гвардия,1717,519
Булгаков Михаил Афанасьевич,Антоновские яблоки,1621,1409
Пушкин Александр Сергеевич,Вий,1169,591
Толстой Лев Николаевич,Белые ночи,1396,181
Толстой Лев Николаевич,Вий,1130,21
Бунин Иван Алексеевич,Детство,1522,1895
Пушкин Александр Сергеевич,Мертвые души,1346,1772
Бунин Иван Алексеевич,Воскресение,1670,261
Шолохов Михаил Александрович,Отцы и дети,1137,1158
Чехов Антон Павлович,Митина любовь,1983,1703
Булгаков Михаил Афанасьевич,Русские женщины,1738,1732
Гоголь Николай Васильевич,В окопах Сталинграда,1742,1892
Некрасов Виктор Платонович,Лёгкое дыхание,1318,1713
Достоевский Фёдор Михайлович,Бесы,1331,585
Тургенев Иван Сергеевич,Белые ночи,1804,498
Толстой Алексей Николаевич,Рядовой Лютиков,1528,898
Пушкин Александр Сергеевич,Митина любовь,1917,1279
Некрасов Виктор Платонович,Дама с собачкой,1362,86
Гоголь Николай Васильевич,Тёмные аллеи,1675,1722
Булгаков Михаил Афанасьевич,Пётр Первый,1477,1353
Толстой Лев Николаевич,Отцы и дети,1496,1526
Некрасов Виктор Платонович,Мертвые души,1585,583
Чехов Антон Павлович,Белая гвардия,1420,261
Тургенев Иван Сергеевич,Евгений Онегин,1245,398
Некрасов Виктор Платонович,Тёмные аллеи,1271,1480
Чехов Антон Павлович,Мастер и Маргарита,1148,439
Некрасов Николай Алексеевич,Евгений Онегин,1401,15
Пушкин Александр Сергеевич,Крестьянские дети,1748,33
Некрасов Виктор Платонович,Хождение по мукам,1142,1016
Некрасов Виктор Платонович,Тёмные аллеи,1723,212
Некрасов Виктор Платонович,Евгений Онегин,1571,450
Булгаков Михаил Афанасьевич,Шинель,1900,843
Пушкин Александр Сергеевич,Белые ночи,1376,1137
Шолохов Михаил Александрович,Идиот,1622,1742
Толстой Лев Николаевич,Морфий,1671,674
Толстой Алексей Николаевич,Война и мир,1355,313
Некрасов Николай Алексеевич,Пётр Первый,1264,323
Достоевский Фёдор Михайлович,Антоновские яблоки,1612,48
Толстой Алексей Николаевич,Братья Карамазовы,1148,1064
Достоевский Фёдор Михайлович,Бесы,1625,818
Шолохов Михаил Александрович,Мастер и Маргарита,1319,388
Чехов Антон Павлович,Детство,1823,1189
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1655,1355
Пушкин Александр Сергеевич,Собачье сердце,1948,671
Чехов Антон Павлович,Лёгкое дыхание,1996,1822
Толстой Лев Николаевич,Анна Каренина,1993,1187
Шолохов Михаил Александрович,Антоновские яблоки,1775,570
Некрасов Виктор Платонович,Детство,1571,752
Чехов Антон Павлович,Война и мир,1537,844
Гоголь Николай Васильевич,Шинель,1710,1268
Бунин Иван Алексеевич,Детство,1909,1104
Гоголь Николай Васильевич,Бесы,1522,475
Толстой Алексей Николаевич,Хождение по мукам,1381,1991
Булгаков Михаил Афанасьевич,Дом с мезонином,1396,112
Некрасов Виктор Платонович,Морфий,1897,266
Пушкин Александр Сергеевич,Пётр Первый,1647,1123
Шолохов Михаил Александрович,Хамелеон,1663,354
Тургенев Иван Сергеевич,Преступление и наказание,1187,1245
Толстой Лев Николаевич,Собачье сердце,1521,540
Тургенев Иван Сергеевич,Морфий,1818,1812
Шолохов Михаил Александрович,Митина любовь,1430,770
Шолохов Михаил Александрович,Бесы,1245,1932
Шолохов Михаил Александрович,Судьба человека,1759,20
Тургенев Иван Сергеевич,Крестьянские дети,1513,199
Толстой Лев Николаевич,Морфий,1928,39
Достоевский Фёдор Михайлович,Дама с собачкой,1995,537
Булгаков Михаил Афанасьевич,Белая гвардия,1278,648
Достоевский Фёдор Михайлович,Первая любовь,1156,685
Достоевский Фёдор Михайлович,Хождение по мукам,1665,742
Некрасов Виктор Платонович,Донские рассказы,1664,851
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1284,1057
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1491,525
Некрасов Виктор Платонович,Морфий,2003,582
Шолохов Михаил Александрович,Ионыч,1526,1303
Некрасов Николай Алексеевич,Железная дорога,1451,1217
Бунин Иван Алексеевич,Митина любовь,1867,261
Гоголь Николай Васильевич,Шинель,1550,527
Шолохов Михаил Александрович,Ионыч,1242,480
Чехов Антон Павлович,Ревизор,1337,1012
Шолохов Михаил Александрович,Крестьянские дети,1386,864
Шолохов Михаил Александрович,Морфий,1144,1476
Толстой Алексей Николаевич,Морфий,1736,59
Толстой Лев Николаевич,Ася,1427,856
Некрасов Николай Алексеевич,Преступление и наказание,1289,150
Достоевский Фёдор Михайлович,Тихий Дон,1174,133
Достоевский Фёдор Михайлович,Аэлита,1791,10
Толстой Алексей Николаевич,В окопах Сталинграда,1227,465
Булгаков Михаил Афанасьевич,Ионыч,1555,869
Чехов Антон Павлович,Маленькая печальная повесть,1947,123
Некрасов Виктор Платонович,Записки охотника,1954,290
Некрасов Николай Алексеевич,Шинель,1578,1962
Гоголь Николай Васильевич,Листопад,1741,1853
Некрасов Николай Алексеевич,Антоновские яблоки,1545,916
Чехов Антон Павлович,Хождение по мукам,1920,752
Бунин Иван Алексеевич,Шинель,1514,1638
Достоевский Фёдор Михайлович,Тарас Бульба,1569,1630
Тургенев Иван Сергеевич,В окопах Сталинграда,1806,85
Тургенев Иван Сергеевич,Идиот,1237,1295
Гоголь Николай Васильевич,Мастер и Маргарита,1876,614
Булгаков Михаил Афанасьевич,Белая гвардия,1152,342
Тургенев Иван Сергеевич,Лёгкое дыхание,1852,936
Толстой Алексей Николаевич,Мертвые души,1546,1870
Булгаков Михаил Афанасьевич,Преступление и наказание,1245,1377
Некрасов Николай Алексеевич,Белые ночи,1228,689
Пушкин Александр Сергеевич,Донские рассказы,1518,570
Гоголь Николай Васильевич,Пётр Первый,1700,18
Булгаков Михаил Афанасьевич,Тарас Бульба,1523,1837
Пушкин Александр Сергеевич,Ионыч,1559,1172
Пушкин Александр Сергеевич,Антоновские яблоки,1486,1774
Некрасов Николай Алексеевич,Записки охотника,1777,1192
Толстой Алексей Николаевич,Анна Каренина,1337,871
Толстой Лев Николаевич,Маленькая печальная повесть,1461,356
Некрасов Виктор Платонович,Шинель,1400,59
Некрасов Виктор Платонович,Хождение по мукам,1654,41
Бунин Иван Алексеевич,Антоновские яблоки,1849,246
Тургенев Иван Сергеевич,Дом с мезонином,1273,773
Чехов Антон Павлович,Мастер и Маргарита,1129,1834
Толстой Алексей Николаевич,Судьба человека,1485,1760
Толстой Алексей Николаевич,Детство,1622,311
Толстой Алексей Николаевич,Белая гвардия,1470,471
Булгаков Михаил Афанасьевич,Вий,1532,1220
Толстой Алексей Николаевич,В окопах Сталинграда,1766,574
Булгаков Михаил Афанасьевич,Бесы,1365,1682
Некрасов Виктор Платонович,Хождение по мукам,2021,271
Бунин Иван Алексеевич,Донские рассказы,1155,548
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1163,1010
Бунин Иван Алексеевич,Маленькая печальная повесть,1720,678
Тургенев Иван Сергеевич,Бесы,1539,968
Шолохов Михаил Александрович,Донские рассказы,1842,1458
Шолохов Михаил Александрович,Железная дорога,1762,41
Чехов Антон Павлович,Лёгкое дыхание,1441,286
Некрасов Виктор Платонович,Донские рассказы,1658,563
Тургенев Иван Сергеевич,В окопах Сталинграда,1457,790
Некрасов Виктор Платонович,Маленькая печальная повесть,1663,857
Чехов Антон Павлович,Лёгкое дыхание,1541,32
Достоевский Фёдор Михайлович,Медный всадник,1760,1296
Пушкин Александр Сергеевич,Вий,1232,481
Пушкин Александр Сергеевич,Анна Каренина,1368,1959
Пушкин Александр Сергеевич,Воскресение,1654,1745
Пушкин Александр Сергеевич,Вишнёвый сад,1705,1684
Некрасов Виктор Платонович,Братья Карамазовы,1804,749
Чехов Антон Павлович,Первая любовь,1648,602
Чехов Антон Павлович,Хождение по мукам,1517,421
Гоголь Николай Васильевич,Морфий,1620,1879
Гоголь Николай Васильевич,Евгений Онегин,1605,227
Пушкин Александр Сергеевич,Медный всадник,1231,76
Некрасов Виктор Платонович,Медный всадник,1239,1285
Чехов Антон Павлович,Дама с собачкой,1727,20
Некрасов Виктор Платонович,Детство,1679,113
Пушкин Александр Сергеевич,Лёгкое дыхание,1807,810
Чехов Антон Павлович,Анна Каренина,1595,506
Некрасов Николай Алексеевич,Антоновские яблоки,1840,528
Толстой Лев Николаевич,Аэлита,1559,300
Некрасов Николай Алексеевич,Лёгкое дыхание,1305,1501
Некрасов Виктор Платонович,Тёмные аллеи,1698,671
Гоголь Николай Васильевич,Крестьянские дети,1861,1382
Шолохов Михаил Александрович,Вишнёвый сад,1456,1387
